Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Sts Peter and Paul Early Childhood Center,STS PETER AND PAUL EARLY CHILDHOOD CENTER,Public Schools (K–12),Early childhood education,6244,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Sts Peter and Paul Regional Catholic School,STS PETER AND PAUL REGIONAL CATHOLIC SCHOOL,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Sts. Peter & Paul Regional Catholic School'),,,FALSE,1
Sturm Electric,STURM ELECTRIC,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Sturm Electric Inc.'),,,FALSE,1
Subaru of America,SUBARU OF AMERICA,Manufacturing,Automotive (sales/ops),4411,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sullivan County Sheriffs Office,SULLIVAN COUNTY SHERIFFS OFFICE,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Sullivan County Sheriffs Office'),,,FALSE,1
Sumco Phoenix,SUMCO PHOENIX,Manufacturing,Semiconductor manufacturing,3344,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sumlex Investments,SUMLEX INVESTMENTS,Commercial Real Estate,Real Estate Investment,531390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Summit Bhc,SUMMIT BHC,Healthcare / Senior Living,Behavioral health services,6223,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Summit Energy Services,SUMMIT ENERGY SERVICES,Commercial Services,Energy services,2213,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Summit Express Clinic Bearden Hill,SUMMIT EXPRESS CLINIC BEARDEN HILL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Summit Express Clinic - Bearden Hill'),,,FALSE,1
Summit Express Powell,SUMMIT EXPRESS POWELL,Healthcare / Senior Living,Urgent Care Clinic,621111,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,summitmedical.com,FALSE,1
Summit Medical Group,SUMMIT MEDICAL GROUP,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Summit Medical Group'),,,FALSE,1
Summit Packaging Solutions,SUMMIT PACKAGING SOLUTIONS,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Summit Packaging Solutions Llc'),,,FALSE,1
Summit Supply Group,SUMMIT SUPPLY GROUP,Commercial Services,Wholesale distribution,4238,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Sun Chemical,SUN CHEMICAL,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Sun Chemical'),,,TRUE,3
Sun Properties,SUN PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Sun Properties, Llc')",,,FALSE,1
Sunbelt Rentals,SUNBELT RENTALS,Commercial Services,Equipment rental,5324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sunbelt Rentals 1466,SUNBELT RENTALS 1466,Commercial Services,Equipment Rental,532412,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sunbeltrentals.com,FALSE,1
Sunbelt Rentals Climate Control,SUNBELT RENTALS CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sungwoo Hitech America,SUNGWOO HITECH AMERICA,Manufacturing,Automotive components,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sunrise Manor,SUNRISE MANOR,Healthcare / Senior Living,Senior living / nursing,6231,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Superior Automotive Group,SUPERIOR AUTOMOTIVE GROUP,Commercial Services,Auto dealer/group,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Superior Car Wash Solutions,SUPERIOR CAR WASH SOLUTIONS,Commercial Services,Car wash services,8111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Supremex,SUPREMEX,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Supremex Midwest,SUPREMEX MIDWEST,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Sur LA Table Bdc,SUR LA TABLE BDC,Commercial Services,Retail distribution center,4931,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
Sure Group Dba the Cincinnati Air Conditioning,SURE GROUP DBA THE CINCINNATI AIR CONDITIONING,Construction,HVAC contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Sure Mechanical,SURE MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Swaggertys Sausage,SWAGGERTYS SAUSAGE,Manufacturing,Food Manufacturing,311612,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,swaggertys.com,FALSE,1
Swing Fit Golf Club,SWING FIT GOLF CLUB,Commercial Services,Recreation/fitness,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Sycamore Community Schools,SYCAMORE COMMUNITY SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Syensqo Mount Pleasant,SYENSQO MOUNT PLEASANT,Manufacturing,Specialty chemicals/materials,325,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Symmetry Surgical,SYMMETRY SURGICAL,Manufacturing,Medical devices,3391,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Systecon,SYSTECON,Manufacturing,HVAC Pumping Systems,333914,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,systecon.com,FALSE,1
T Rex Arms,T REX ARMS,Manufacturing,Tactical Gear / Holsters,339999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trex-arms.com,FALSE,1
TN Medical Properties,TN MEDICAL PROPERTIES,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Tn Medical Properties'),,,FALSE,1
Tabernacle Presbyterian Church,TABERNACLE PRESBYTERIAN CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Tabernacle Presbyterian Church'),,,FALSE,1
Tain Investments III,TAIN INVESTMENTS III,Commercial Real Estate,Investment/property (unclear),5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Takoma Properties,TAKOMA PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Takoma Properties'),,,FALSE,1
Tallulah,TALLULAH,Commercial Services,Retail Boutique,448120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Tamarack Marketplace,TAMARACK MARKETPLACE,Commercial Real Estate,Retail property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tammie Price,TAMMIE PRICE,Individual / Misc,Individual,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,FALSE,1
Tamsah Enterprises,TAMSAH ENTERPRISES,Construction,General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Tape Products,TAPE PRODUCTS,Manufacturing,Packaging tapes,3261,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Target,TARGET,Commercial Services,Retail,44-45,Entity Inference,,Medium,Matched known entity 'TARGET'; Known/recognized entity mapping (evidence: 'Target'),Retail,,TRUE,2
Taylor Regional Hospital,TAYLOR REGIONAL HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Taylor Regional Hospital'),,,FALSE,1
Taylored Fmi,TAYLORED FMI,Commercial Services,3PL / Logistics,488510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tayloredservices.com,FALSE,1
Tbd Foods Dba Golden Corral,TBD FOODS DBA GOLDEN CORRAL,Commercial Services,Restaurant franchise,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Techmah Cmf,TECHMAH CMF,Manufacturing,Medical Device Mfg,334510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,techmahcmf.com,FALSE,1
Techmer Pm,TECHMER PM,Manufacturing,Plastics compounds,3259,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Tekran Instruments,TEKRAN INSTRUMENTS,Manufacturing,Scientific instruments,3345,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Tekworx,TEKWORX,Commercial Services,(covered as TEKWORX),5415,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Teledyne,TELEDYNE,Manufacturing,Aerospace/electronics manufacturing,3364,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Tenbarge,TENBARGE,Commercial Services,Ag & Turf Supplies Dist,424910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tenbargeseeds.com,FALSE,1
Tender Mercies,TENDER MERCIES,Non-Profit / Religious,Nonprofit social services,8133,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Tennant Packaging,TENNANT PACKAGING,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Tennant Packaging'),,,FALSE,1
Tennessean Hoa Billing,TENNESSEAN HOA BILLING,Commercial Real Estate,HOA/property association,8139,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Tennessee Cancer Specialists,TENNESSEE CANCER SPECIALISTS,Healthcare / Senior Living,Oncology practice,6211,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tennessee Endoscopy Center,TENNESSEE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tennessee Medical Partners,TENNESSEE MEDICAL PARTNERS,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Tennessee Medical Partners'),,,FALSE,1
Tennispoint,TENNISPOINT,Commercial Services,Sporting goods retail (online),4541,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
Tera Data,TERA DATA,Commercial Services,Data Analytics Software,541511,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,teradata.com,FALSE,1
Teresa Taylor,TERESA TAYLOR,Individual / Misc,Individual,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,FALSE,1
Terillium,TERILLIUM,Commercial Services,Consulting/technology,5416,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Terrex Development and Construction,TERREX DEVELOPMENT AND CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Terrex Development & Construction'),,,FALSE,1
Tgt Transportation,TGT TRANSPORTATION,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,TRUE,2
Thaler Machine,THALER MACHINE,Manufacturing,Machinery manufacturing,3339,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
The Christ Hospital,THE CHRIST HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'The Christ Hospital'),,,FALSE,1
Thermal Care,THERMAL CARE,Manufacturing,Industrial chillers/HVAC equipment,3334,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Thermatronx,THERMATRONX,Manufacturing,Industrial Finishing Systems,333999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,thermatronx.com,FALSE,1
Third Eye Brewing,THIRD EYE BREWING,Commercial Services,Brewery / taproom,312120,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Third Rock Consultants,THIRD ROCK CONSULTANTS,Commercial Services,Management consulting,541690,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Thoma and Sutton Ofc,THOMA AND SUTTON OFC,Healthcare / Senior Living,Optometry / Eye Care,621320,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,thomaandsutton.com,FALSE,1
Thomas Clark Solutions,THOMAS CLARK SOLUTIONS,Commercial Services,Business Consulting,541611,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,thomasclark.solutions,FALSE,1
Thomas Overton,THOMAS OVERTON,Individual / Misc,Individual,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Thomas and Marker Construction,THOMAS AND MARKER CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Thomas & Marker Construction Co.'),,,FALSE,1
Thompson Hine LLP,THOMPSON HINE LLP,Commercial Services,Legal services,541110,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Thoth,THOTH,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,FALSE,1
Three Bond International,THREE BOND INTERNATIONAL,Manufacturing,Adhesives / Sealants Mfg,325520,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,threebond.com,FALSE,1
Three Rivers Sheet Metal,THREE RIVERS SHEET METAL,Construction,Sheet metal & HVAC,238160,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Threshold Church at Union Centre,THRESHOLD CHURCH AT UNION CENTRE,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Threshold Church At Union Centre'),,,FALSE,1
Thyssenkrupp Bilstein,THYSSENKRUPP BILSTEIN,Manufacturing,Automotive shock absorbers,336390,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
Tippecanoe School,TIPPECANOE SCHOOL,Public Schools (K–12),Public school,611110,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tipton County Courthouse,TIPTON COUNTY COURTHOUSE,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Tipton County Courthouse'),,,FALSE,1
Tipton Interest,TIPTON INTEREST,Commercial Real Estate,Real Estate Development,531390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tiptoninterests.com,TRUE,2
Tipton Mills Foods,TIPTON MILLS FOODS,Manufacturing,Food Manufacturing,311999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tiptonmills.com,FALSE,1
Title Boxing Club,TITLE BOXING CLUB,Individual / Misc,Fitness Club Franchise,713,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,titleboxingclub.com,FALSE,1
Tjh Construction,TJH CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Tjh Construction Company'),,,FALSE,1
Tko Graphix,TKO GRAPHIX,Commercial Services,Printing & graphics,323111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tlg Peterbilt,TLG PETERBILT,Commercial Services,Truck sales & service,441228,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tlp 117 Collins,TLP 117 COLLINS,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tolsma Legacy Trust,TOLSMA LEGACY TRUST,Financial Services,Trust / Estate,523991,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Tomz,TOMZ,Manufacturing,Medical Device Mfg,339112,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tomz.com,FALSE,1
Top Seed Tennis Club,TOP SEED TENNIS CLUB,Commercial Services,Sports / Recreation,713940,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,topseedtennis.net,FALSE,1
Topgolf,TOPGOLF,Commercial Services,Entertainment venue,713990,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Topgolf Nashville,TOPGOLF NASHVILLE,Commercial Services,Entertainment venue,713990,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Topura America Fastener,TOPURA AMERICA FASTENER,Manufacturing,Industrial fasteners,332722,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Topy America,TOPY AMERICA,Manufacturing,Automotive Parts Mfg,336390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,topyamerica.com,FALSE,1
Total Restoration Solutions,TOTAL RESTORATION SOLUTIONS,Construction,Building restoration,236118,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Tower Condominiums,TOWER CONDOMINIUMS,Commercial Real Estate,Condominium ownership,531110,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Town and Country Ford,TOWN AND COUNTRY FORD,Commercial Services,Auto dealership,441110,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Town and Country Industries,TOWN AND COUNTRY INDUSTRIES,Commercial Services,Building Products Dist,423310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tc-alum.com,FALSE,1
Towne Blvd Church of God,TOWNE BLVD CHURCH OF GOD,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Towne Blvd Church Of God'),,,FALSE,1
Towne Properties,TOWNE PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Towne Properties'),,,TRUE,3
Toyo Automotive Parts USA,TOYO AUTOMOTIVE PARTS USA,Manufacturing,Automotive Parts Mfg,336390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,toyoautoparts.com,FALSE,1
Toyota Tsusho,TOYOTA TSUSHO,Manufacturing,Automotive Parts / Logistics,423120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,toyotatsusho.com,TRUE,2
Tp Mechanical,TP MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Tpg Plastics,TPG PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Tractor Supply,TRACTOR SUPPLY,Commercial Services,Farm & ranch retail,444130,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,tractorsupply.com,FALSE,1
Trade Mark Industrial,TRADE MARK INDUSTRIAL,Construction,Industrial Multi-Trade Contractor,236210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trade-markllc.com,FALSE,1
Tradelane Properties,TRADELANE PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Tradelane Properties'),,,TRUE,2
Traders Point Christian Academy,TRADERS POINT CHRISTIAN ACADEMY,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Traders Point Christian Academy'),,,FALSE,1
Trane,TRANE,Manufacturing,HVAC equipment manufacturing,333415,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,trane.com,TRUE,5
Trans American Mgmt,TRANS AMERICAN MGMT,Commercial Services,Contract Management & Business Services,5614,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,transamericanmgmt.com,FALSE,1
Transport International Pool,TRANSPORT INTERNATIONAL POOL,Commercial Services,Transportation asset pooling,488510,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Tranzonic Companies,TRANZONIC COMPANIES,Commercial Services,Automotive Aftermarket Distribution,4231,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tranzonic.com,FALSE,1
Travel Inn Motel,TRAVEL INN MOTEL,Commercial Services,Hospitality,72,Rule-Based,,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Travel Inn Motel'),Hospitality,,FALSE,1
Treality Svs,TREALITY SVS,Commercial Real Estate,Real Estate Development & Property Services,5313,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trealityservices.com,FALSE,1
Trenwa,TRENWA,Commercial Services,Time & Attendance Software / Workforce Solutions,5415,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trenwa.com,FALSE,1
Trevecca Community Church,TREVECCA COMMUNITY CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Trevecca Community Church'),,,FALSE,1
Tri Health,TRI HEALTH,Healthcare / Senior Living,,62,Rule-Based,,High,"Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Tri Health, Inc')",,,FALSE,1
Tri State Mechanical,TRI STATE MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Tricounty Assembly of God Dba New Hew Heights Church,TRICOUNTY ASSEMBLY OF GOD DBA NEW HEW HEIGHTS CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Tri-County Assembly Of God Dba New Hew Heights Church'),,,FALSE,1
Trihealth,TRIHEALTH,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Trihealth, Inc')",,,FALSE,1
Trilogy,TRILOGY,Healthcare / Senior Living,Senior Living & Post-Acute Care Provider,623,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trilogyhs.com,FALSE,1
Trilogy Health Services,TRILOGY HEALTH SERVICES,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Trilogy Health Services'),,,TRUE,3
Trim Parts,TRIM PARTS,Manufacturing,Automotive components,336390,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Triple Creek Retirement,TRIPLE CREEK RETIREMENT,Healthcare / Senior Living,Senior living,623312,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Triple Hearts Dba Tack House Pub,TRIPLE HEARTS DBA TACK HOUSE PUB,Commercial Services,Restaurant / pub,722511,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Triple Net Properties,TRIPLE NET PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Triple Net Properties, Llc')",,,FALSE,1
Tristar Horizon Medical Center,TRISTAR HORIZON MEDICAL CENTER,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Tristar Horizon Medical Center'),,,FALSE,1
Triversity Constructionghost Baby,TRIVERSITY CONSTRUCTIONGHOST BABY,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Triversity Construction/Ghost Baby'),,,FALSE,1
True Manufacturing,TRUE MANUFACTURING,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'True Manufacturing'),,,FALSE,1
Tsc Apparel,TSC APPAREL,Manufacturing,Apparel Manufacturing & Distribution,315,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tscapparel.com,FALSE,1
Tsg Manufacturing,TSG MANUFACTURING,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Tsg Manufacturing'),,,FALSE,1
Tsuda USA,TSUDA USA,Manufacturing,Automotive components,336390,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Ttgroup America,TTGROUP AMERICA,Manufacturing,Automotive Components Manufacturing,336,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ttgroup.com,FALSE,1
Tuff 2200 Sutherland Ave,TUFF 2200 SUTHERLAND AVE,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Tuff Torq,TUFF TORQ,Manufacturing,Gear & Drive Systems Manufacturing,333,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tufftorq.com,TRUE,2
Turnbull Wahlert Construction,TURNBULL WAHLERT CONSTRUCTION,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Turnbull Wahlert Construction, Inc. Llc')",,,FALSE,1
Turner Construction,TURNER CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Turner Construction Co.'),,,FALSE,1
Tw Development Group,TW DEVELOPMENT GROUP,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Tw Development Group Llc'),,,FALSE,1
Twg Development,TWG DEVELOPMENT,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Twg Development'),,,FALSE,1
Twiktenn the Simpson Organization,TWIKTENN THE SIMPSON ORGANIZATION,Commercial Real Estate,Real Estate Development,531,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,simpsonorganization.com,FALSE,1
U Line,U LINE,Commercial Services,Industrial supplies distribution,424690,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,uline.com,FALSE,1
UPS,UPS,Commercial Services,Shipping / Logistics,,Entity Inference,,Medium,Matched known entity 'UPS'; Known/recognized entity mapping (evidence: 'UPS'),,,TRUE,2
US Cellular,US CELLULAR,Commercial Services,Wireless telecommunications,517312,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Telecommunications,uscellular.com,FALSE,1
US Food Serviceknoxville,US FOOD SERVICEKNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
US Hazmat Rentals,US HAZMAT RENTALS,Commercial Services,Equipment rental,532490,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
US Zinc,US ZINC,Manufacturing,Zinc Chemicals Manufacturing,325,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,uszinc.com,FALSE,1
Ube Automotive North America,UBE AUTOMOTIVE NORTH AMERICA,Manufacturing,Automotive components,336390,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Ubs Financial Services,UBS FINANCIAL SERVICES,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Ubs Financial Services Inc'),,,FALSE,1
