Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Quality Controls,QUALITY CONTROLS,Commercial Services,QA/testing services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Quality Industries Dba Anchor Fabrication TN,QUALITY INDUSTRIES DBA ANCHOR FABRICATION TN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Quality Industries Dba Anchor Fabrication Tn'),,,FALSE,1
Quandell Group,QUANDELL GROUP,Commercial Services,Construction services/engineering (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Questar,QUESTAR,Commercial Services,Ambiguous (utilities/telecom?),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Ra Phillips Industries,RA PHILLIPS INDUSTRIES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Ra Phillips Industries Inc'),,,FALSE,1
Ramsey Pike,RAMSEY PIKE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Ramsey Pike Llc'),,,FALSE,1
Ramseys,RAMSEYS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Ramsey'S'),,,FALSE,1
Reececampbell,REECECAMPBELL,Commercial Services,Professional services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Reinhart Food Service Johnson City,REINHART FOOD SERVICE JOHNSON CITY,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Reinhart Food Service Johnson City'),,,FALSE,1
Reinhart Foodservice,REINHART FOODSERVICE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Reinhart Foodservice Llc'),,,FALSE,1
Rejay Group,REJAY GROUP,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Rejay Group Llc'),,,FALSE,1
Resistatemps,RESISTATEMPS,Commercial Services,Products/services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Rgbs Enterprises,RGBS ENTERPRISES,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Rich Products Gallatin,RICH PRODUCTS GALLATIN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Rich Products Gallatin'),,,FALSE,1
Richmond Auto Parts Technology,RICHMOND AUTO PARTS TECHNOLOGY,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Richmond Auto Parts Technology Inc'),,,FALSE,1
Ridge K,RIDGE K,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Ridge K, Llc')",,,FALSE,1
Ritetrack,RITETRACK,Commercial Services,Logistics/distribution (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Ritway,RITWAY,Commercial Services,Logistics/distribution (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Riverside Industrial,RIVERSIDE INDUSTRIAL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Riverside Industrial Inc'),,,FALSE,1
Rivian,RIVIAN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Rivian'),,,FALSE,1
Robert W Baird and,ROBERT W BAIRD AND,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Robert W. Baird & Co., Inc')",,,FALSE,1
Rockquest,ROCKQUEST,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Rockquest'),,,FALSE,1
Rocktenn,ROCKTENN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Rock-Tenn Company'),,,FALSE,1
Rocky Top Nutrition Billing,ROCKY TOP NUTRITION BILLING,Commercial Services,Retail/health services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Royal Services,ROYAL SERVICES,Commercial Services,Services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sakscom,SAKSCOM,Commercial Services,E-commerce/retail ops (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sams Club FC9475,SAMS CLUB FC9475,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Sam'S Club Fc9475'),,,FALSE,1
Sandpiper Data Systems,SANDPIPER DATA SYSTEMS,Commercial Services,IT/services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Satco,SATCO,Manufacturing,Lighting products (ambiguous entity),,AI-Assisted Search,Low,Queued for AI-assisted search,,,TRUE,2
Savor Seasonings,SAVOR SEASONINGS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Savor Seasonings'),,,FALSE,1
Scenic Industries,SCENIC INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Schaad Companies,SCHAAD COMPANIES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Schaad Companies'),,,TRUE,2
Schumacher Dugan,SCHUMACHER DUGAN,Commercial Services,Professional services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sci,SCI,Commercial Services,Ambiguous acronym,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Scos,SCOS,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Serta Simmons Bedding,SERTA SIMMONS BEDDING,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Serta Simmons Bedding'),,,FALSE,1
Sew Eurodrive,SEW EURODRIVE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Sew Eurodrive'),,,FALSE,1
Shares,SHARES,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sherwood Midwest,SHERWOOD MIDWEST,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Sherwood Midwest, Llc')",,,FALSE,1
Shook,SHOOK,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Shook, Inc.')",,,FALSE,1
Shoot Point Blank,SHOOT POINT BLANK,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Shoot Point Blank'),,,TRUE,2
Simpson Organization,SIMPSON ORGANIZATION,Commercial Services,Corporate entity (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Singleton Companies,SINGLETON COMPANIES,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Skico,SKICO,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sl Tennessee,SL TENNESSEE,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Smobee,SMOBEE,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Solid Blend Technologies,SOLID BLEND TECHNOLOGIES,Commercial Services,Industrial services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Soltech,SOLTECH,Commercial Services,Technology/services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
South Western Communications,SOUTH WESTERN COMMUNICATIONS,Commercial Services,Telecom/services (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,TRUE,4
Spohn Global Enterprises,SPOHN GLOBAL ENTERPRISES,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sssb,SSSB,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Step Resources,STEP RESOURCES,Commercial Services,Energy/resources (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Stoermeranderson,STOERMERANDERSON,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Stoermer-Anderson, Inc')",,,FALSE,1
Stratford,STRATFORD,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sumlex Investments,SUMLEX INVESTMENTS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Sumlex Investments Llc'),,,FALSE,1
Summit Express Powell,SUMMIT EXPRESS POWELL,Commercial Services,Retail/service location (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Sunbelt Rentals 1466,SUNBELT RENTALS 1466,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Sunbelt Rentals, Inc #1466')",,,FALSE,1
Swaggertys Sausage,SWAGGERTYS SAUSAGE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Swaggertys Sausage Co Inc'),,,FALSE,1
Systecon,SYSTECON,Commercial Services,Consulting/engineering (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
T Rex Arms,T REX ARMS,Commercial Services,Retail (ambiguous),,AI-Assisted Search,Low,Queued for AI-assisted search,Hospitality,,FALSE,1
Tallulah,TALLULAH,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tallulah Llc'),,,FALSE,1
Tammie Price,TAMMIE PRICE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tammie Price'),,,FALSE,1
Tamsah Enterprises,TAMSAH ENTERPRISES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tamsah Enterprises'),,,FALSE,1
Taylored Fmi,TAYLORED FMI,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Taylored Fmi Llc.'),,,FALSE,1
Techmah Cmf,TECHMAH CMF,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Tenbarge,TENBARGE,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Tera Data,TERA DATA,Commercial Services,Technology (unclear entity string),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Teresa Taylor,TERESA TAYLOR,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Teresa Taylor'),,,FALSE,1
Thermatronx,THERMATRONX,Manufacturing,Industrial equipment (unclear),,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Thoma and Sutton Ofc,THOMA AND SUTTON OFC,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Thoma & Sutton Corporation Ofc'),,,FALSE,1
Thomas Clark Solutions,THOMAS CLARK SOLUTIONS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Thomas Clark Solutions Llc'),,,FALSE,1
Thoth,THOTH,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Thoth Llc'),,,FALSE,1
Three Bond International,THREE BOND INTERNATIONAL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Three Bond International Inc.'),,,FALSE,1
Tipton Interest,TIPTON INTEREST,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tipton Interest Inc'),,,TRUE,2
Tipton Mills Foods,TIPTON MILLS FOODS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tipton Mills Foods Llc'),,,FALSE,1
Tolsma Legacy Trust,TOLSMA LEGACY TRUST,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tolsma Legacy Trust'),,,FALSE,1
Tomz,TOMZ,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tomz Corp'),,,FALSE,1
Top Seed Tennis Club,TOP SEED TENNIS CLUB,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Top Seed Tennis Club'),,,FALSE,1
Topy America,TOPY AMERICA,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Topy America, Inc.')",,,FALSE,1
Town and Country Industries,TOWN AND COUNTRY INDUSTRIES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Town & Country Industries'),,,FALSE,1
Toyo Automotive Parts USA,TOYO AUTOMOTIVE PARTS USA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Toyo Automotive Parts Usa Inc'),,,FALSE,1
Toyota Tsusho,TOYOTA TSUSHO,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Toyota Tsusho'),,,FALSE,1
Toyota Tsusho Nexty Electronics America Ttnea,TOYOTA TSUSHO NEXTY ELECTRONICS AMERICA TTNEA,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Toyota Tsusho Nexty Electronics America, Inc. (Ttnea)')",,,FALSE,1
Trade Mark Industrial,TRADE MARK INDUSTRIAL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Trade Mark Industrial Llc'),,,FALSE,1
Trans American Mgmt,TRANS AMERICAN MGMT,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Trans American Mgmt. Corporation'),,,FALSE,1
Tranzonic Companies,TRANZONIC COMPANIES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tranzonic Companies'),,,FALSE,1
Treality Svs,TREALITY SVS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Treality Svs'),,,FALSE,1
Trenwa,TRENWA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Trenwa'),,,FALSE,1
Trilogy,TRILOGY,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Trilogy'),,,FALSE,1
Tsc Apparel,TSC APPAREL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tsc Apparel'),,,FALSE,1
Ttgroup America,TTGROUP AMERICA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Ttgroup America Inc.'),,,FALSE,1
Tuff Torq Residence,TUFF TORQ RESIDENCE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Tuff Torq - Residence'),,,FALSE,1
Twiktenn the Simpson Organization,TWIKTENN THE SIMPSON ORGANIZATION,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Twiktenn The Simpson Organization'),,,FALSE,1
US Zinc,US ZINC,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Us Zinc'),,,FALSE,1
Unit Building Services,UNIT BUILDING SERVICES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Unit Building Services'),,,FALSE,1
United Group Services,UNITED GROUP SERVICES,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'United Group Services, Inc.')",,,FALSE,1
United Services,UNITED SERVICES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'United Services Corporation'),,,FALSE,1
Universal Transportation Systems,UNIVERSAL TRANSPORTATION SYSTEMS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Universal Transportation Systems'),,,FALSE,1
Unlimited Systems,UNLIMITED SYSTEMS,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Unlimited Systems, Llc')",,,FALSE,1
Urban Stead Cheese,URBAN STEAD CHEESE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Urban Stead Cheese Company'),,,FALSE,1
Uscc Services,USCC SERVICES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Uscc Services'),,,FALSE,1
Utbattelle,UTBATTELLE,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Ut-Battelle, Llc')",,,FALSE,1
Valcom Enterprises,VALCOM ENTERPRISES,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Valcom Enterprises, Inc.')",,,FALSE,1
Validated Custom Solutions,VALIDATED CUSTOM SOLUTIONS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Validated Custom Solutions'),,,FALSE,1
Valor Oil,VALOR OIL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Valor Oil'),,,FALSE,1
Vals Botique,VALS BOTIQUE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Val'S Botique'),,,FALSE,1
Van Con,VAN CON,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Van Con'),,,FALSE,1
Vandalia Rental,VANDALIA RENTAL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Vandalia Rental'),,,FALSE,1
Venco Venturo,VENCO VENTURO,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Venco Venturo'),,,FALSE,1
Vgs Bakery,VGS BAKERY,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Vg'S Bakery'),,,FALSE,1
Viox Services,VIOX SERVICES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Viox Services'),,,FALSE,1
Virginia Tile,VIRGINIA TILE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Virginia Tile'),,,FALSE,1
Vrc,VRC,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Vrc'),,,FALSE,1
Vytron,VYTRON,Manufacturing,Electronics manufacturing,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
WV Great Barrel,WV GREAT BARREL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wv Great Barrel Company Llc'),,,FALSE,1
WV Outdoor,WV OUTDOOR,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wv Outdoor'),,,FALSE,1
Walkenhorsts,WALKENHORSTS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Walkenhorst'S'),,,FALSE,1
Walker,WALKER,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'The Walker Company'),,,FALSE,1
Walker Scm Aelspan,WALKER SCM AELSPAN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Walker Scm Ael-Span Llc'),,,FALSE,1
Waters Edge Chocolates,WATERS EDGE CHOCOLATES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Waters Edge Chocolates'),,,FALSE,1
Weber Huff,WEBER HUFF,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Weber Huff, Inc.')",,,FALSE,1
Weichuan USA,WEICHUAN USA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wei-Chuan Usa Inc'),,,FALSE,1
Western Southern,WESTERN SOUTHERN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Western Southern'),,,FALSE,1
White Oak Athletic Club,WHITE OAK ATHLETIC CLUB,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'White Oak Athletic Club'),,,FALSE,1
Wiedemann,WIEDEMANN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wiedemann'),,,FALSE,1
Willows at Springhurt,WILLOWS AT SPRINGHURT,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Willows At Springhurt'),,,FALSE,1
Windsor Suites,WINDSOR SUITES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Windsor Suites Llc'),,,FALSE,1
Wischmeier Transportation Solutions,WISCHMEIER TRANSPORTATION SOLUTIONS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wischmeier Transportation Solutions'),,,FALSE,1
Wishing U Well,WISHING U WELL,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wishing U Well Inc'),,,FALSE,1
Wkn Enterprises Dba Title Boxing Club,WKN ENTERPRISES DBA TITLE BOXING CLUB,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Wkn Enterprises, Llc Dba Title Boxing Club')",,,FALSE,1
Wonton Food Tennessee,WONTON FOOD TENNESSEE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wonton Food Inc - Tennessee'),,,FALSE,1
Wooster Motor Ways,WOOSTER MOTOR WAYS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wooster Motor Ways'),,,FALSE,1
Worldsource Integration,WORLDSOURCE INTEGRATION,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Worldsource Integration'),,,FALSE,1
Wsaz,WSAZ,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Wsaz'),,,FALSE,1
Xetron,XETRON,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Xetron'),,,FALSE,1
Yamota West,YAMOTA WEST,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Yamota West'),,,FALSE,1
Yh America,YH AMERICA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Yh America Inc.'),,,FALSE,1
Ysk,YSK,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Ysk Corp'),,,FALSE,1
Yusa,YUSA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Yusa Corporation'),,,FALSE,1
Zamias Services,ZAMIAS SERVICES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Zamias Services Inc'),,,FALSE,1
Zimmer Chysler Jeep Dodge,ZIMMER CHYSLER JEEP DODGE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Zimmer Chysler Jeep Dodge'),,,FALSE,1
