Customer Key,Customer Name,Address1,City,State,Zip,Project Revenue,Service Contract Revenue,T&M Revenue,Total Revenue
NV15012SERV_GP,QUALITY INDUSTRIES DBA ANCHOR FABRICATION TN,130 JONES BLVD,LAVERGNE,TN,37086,$36094,$28006,$66690,$130790
DY991046SERV_GP,QUALITY MECHANICALS INC,1225 STRENG ST,Cincinnati,OH,45223,,,$6050,$6050
QUANDELL GROUPMECH_GP,"QUANDELL GROUP, INC.",8181 WORTHINGTON ROAD,WESTERVILLE,OH,43082,$35452,,,$35452
CN991066SERV_GP,QUANTUM INVESTMENT & MANAGEMENT,P.O. BOX 156,TIPTON,MI,49287,,,$18110,$18110
QUANTUM INVMECH_GP,"QUANTUM INVESTMENTS & MGMT, LLC",PO BOX 156,TIPTON,MI,49287,$15239,,,$15239
QUEBECORMECH_GP,Quebecor World,760 Fujitec Dr,LEBANON,OH,45036,$11398,,,$11398
LV990303SERV_GP,QUEST DIAGNOSTICS - LOUISVILLE,2115 STANLEY GUALT PKWY SUITE 125,Louisville,KY,40223,,$4668,$3251,$7919
CN992067SERV_GP,QUESTAR,7948 FREEDOM AVE N.W.,NORTH CANTON,OH,44720,,$5311,$2244,$7554
TN991317SERV_GP,R & R PROPERTIES,105 MITCHELL RD,OAK RIDGE,TN,37830,$245557,,$5746,$251303
RH SINCLAIRMECH_GP,R.H. Sinclair Construction Co. Inc.,PO Box 11212,KNOXVILLE,TN,37939-1212,$490318,,,$490318
BEISCHEL BUILDIMECH_GP,R.J. BEISCHEL BUILDING COMPANY,5655 CENTER HILL AVE,Cincinnati,OH,45232,$2758,,,$2758
CN992345SERV_GP,RA PHILLIPS INDUSTRIES INC,5231 CALIFORNIA AVE,Irvine,CA,92617,,$2975,,$2975
RADIUS CONSTMECH_GP,RADIUS CONSTRUCTION,409 W 35TH ST,COVINGTON,KY,41015,$106046,,,$106046
CN992202SERV_GP,RADIUS CONSTRUCTION CO INC,409 W 35TH ST,COVINGTON,KY,41015,$162759,,$272,$163031
CN992321SERV_GP,RAINBOW RESTORATION,1077 INDUSTRIAL RD,COLD SPRING,KY,41076,,,$2153,$2153
WV990304SERV_GP,RALEIGH GENERAL HOSPITAL C/O JONES LANG LASALLE AMERICAS INC,1710 HARPER RD,BECKLEY,WV,25801,$10862,,$0,$10862
WV990309SERV_GP,RAMSEY PIKE LLC,85 WEDDINGTON BR RD,PIKEVILLE,KY,41501,,,$1172,$1172
LX990430SERV_GP,RAMSEY'S,4101 TATES CREEK CENTRE DR,LEXINGTON,KY,40517,,,$5668,$5668
IN990488SERV_GP,RAVEN COMMERCIAL GROUP,8834 LIMBERLOST CT,CAMBY,IN,46113,,,$679,$679
LV990404SERV_GP,RAWLINGS FOUNDATION,112 S FIRST ST,LAGRANGE,KY,40031,,,$3190,$3190
LV990442SERV_GP,RAWLINGS GROUP,1 EDEN PARKWAY,LA GRANGE,KY,40031,,,$9549,$9549
CN991384SERV_GP,RAYMOND JAMES,10050 INNOVATION WAY,MIAMISBURG,OH,45342,,$1897,$0,$1897
WV990270SERV_GP,RAYPAK,2151 EASTMAN AVE,OXNARD,CA,93030,,,$1525,$1525
TN991684SERV_GP,RDJ COLE PROPERTIES LLC,5968 COMMERCE BLVD,MORRISTOWN,TN,37814,,$21054,$12232,$33286
LV990393SERV_GP,RE LEWIS REFRIGERATION INC,PO BOX 92,CRESTON,IA,50801,$54420,,,$54420
LV990163SERV_GP,REAL ESTATE PLACE COUNCIL OF CO OWNERS,13125 MIDDLETOWN INDUSTRIAL BLVD,Louisville,KY,40223,,$705,,$705
WV990305SERV_GP,"REAL ESTATE RESOURCES, INC",PO BOX 1085,Charleston,WV,25324,$26886,,$0,$26886
REBCO ELECTRICMECH_GP,REBCO ELECTRIC LLC,1770 MASON MORROW MILLGROVE RD,LEBANON,OH,45036,$71972,,,$71972
WV990272SERV_GP,RECOVERY POINT OF HUNTINGTON,1040 ADAMS AVE,HUNTINGTON,WV,25704,$5896,,$41797,$47693
CN991375SERV_GP,RED BULL DISTRIBUTION CENTER,7406 UNION CENTRE BLVD.,WEST CHESTER,OH,45069,,$2774,,$2774
REECMECH_GP,"Reece-Campbell, Inc.",320 South Wayne Ave,Cincinnati,OH,45215,$778427,,,$778427
LX990481SERV_GP,REEDS JEWELERS,2525 SOUTH 17TH STREET,WILMINGTON,NC,28401,,,$422,$422
DY991095SERV_GP,REFRESCO BEVERAGES US INC,PO BOX 152077,TAMPA,FL,33684,$321020,$29880,$30203,$381103
CN992161SERV_GP,REGAL POWER,7120 NEW BUFFINGTON RD.,Florence,KY,41042,,,$797,$797
CN992378SERV_GP,REGAL REXNORD,7120 NEW BUFFINGTON RD,Florence,KY,41042,,,$215,$215
CN990452SERV_GP,REGENCY,2444 MADISON ROAD SUITE 101,Cincinnati,OH,45208,$3155819,$90482,$128678,$3374979
LV990501SERV_GP,REGENCY PROPERTIES,934 N MAIN ST,MONTICELLO,IN,47960,$137640,,$70026,$207666
WV990185SERV_GP,REGENCY WEST VIRGINIA VENTURES LL,230 MAIN LODGE RD,DAVIS,WV,26260,$76232,$58315,$175346,$309893
CN992256SERV_GP,REGENERATION BOND HILL SCHOOL,5158 FISHWICK DRIVE,Cincinnati,OH,45216,,,$355,$355
TN991828SERV_GP,REILY FOODS COMPANY,3434 MYNATT AVE,KNOXVILLE,TN,37919,$234940,$156714,$250709,$642363
TN991868SERV_GP,REINHART FOOD SERVICE JOHNSON CITY,2722 S ROAN ST,JOHNSON CITY,TN,37601,,$1908,,$1908
TN991865SERV_GP,REINHART FOODSERVICE LLC,4721 SINGLETON STATION RD,Louisville,TN,37777,,$62704,$90303,$153007
TN992107SERV_GP,REJAY GROUP LLC,100 TECH CENTER DR,KNOXVILLE,TN,37912,,,$702,$702
IN990322SERV_GP,RELIABLE TRANSMISSION SERVICE,450 N ENTERPRISE BLVD,LEBANON,IN,46052,,$8227,$2313,$10540
LV990144SERV_GP,REMAX,10525 E TIMBERWOOD CIRCLE SUITE 100,Louisville,KY,40223,,$9105,$3274,$12379
TN992237SERV_GP,REMOTE AREA MEDICAL HQ,2200 STOCK CREEK BLVD,ROCKFORD,TN,37853,$23347,$5640,$918,$29905
LV990152SERV_GP,RENEWAL BY ANDERSEN,1302 LEIGHTON CIRCLE,Louisville,KY,40222,,$189,,$189
DY991039SERV_GP,RESICOM DEVELOPMENT,2650 COUNTY RD 150,BELLE CENTER,OH,43310,,,$4269,$4269
CN991933SERV_GP,RESIDENCE INN,3815 EDWARDS RD,Cincinnati,OH,45209,,,$7473,$7473
RESIDENCE INNMECH_GP,Residence Inn Hotel Partners,3825 Edwards Rd,Cincinnati,OH,45209,$3860,,,$3860
IN990138SERV_GP,RESISTA-TEMPS,8930 BASH STREET,Indianapolis,IN,46256,,$3172,$2254,$5426
NV00158SERV_GP,RESOURCE LABEL GROUP,147 SEABOARD LN,Franklin,TN,37067,$6807,$46140,$49757,$102704
IN990413SERV_GP,RESULTANT,111 MONUMENT CIRCLE STE 202,Indianapolis,IN,46204,$13010,,$2725,$15735
CN992350SERV_GP,RESURRECTION MASON UNITED METHODIST CHURCH,6315 S MASON- MONTGOMERY RD,Mason,OH,45040,,,$3375,$3375
LV990394SERV_GP,REVERE PLASTICS SYSTEMS LLC CLYDE,401 E ELM ST,CLYDE,OH,43410,,,$1022,$1022
DY991143SERV_GP,REXARC INTERNATIONAL INC,35 EAST 3RD STREET,WEST ALEXANDRIA,OH,45381,$40246,$4947,$6516,$51709
IN990373SERV_GP,REYNOLDS FARM EQUIPMENT,2059 INDIANAPOLIS AVE,LEBANON,IN,40052,$32887,$5000,$7988,$45875
RG PROPERTIESMECH_GP,RG PROPERTIES,10100 INNOVATION DR.,Dayton,OH,45342,$6565,,,$6565
RGBSMECH_GP,"RGBS Enterprises, Inc.",2842 Richmond Terrace,Staten Island,NY,10303-2321,$46534,,,$46534
TN991233SERV_GP,RH SINCLAIR CONSTRUCTION,413 SOUTH NORTHSHORE DR,KNOXVILLE,TN,37919,$33247,,$1285,$34532
RHINEGEISTMECH_GP,Rhinegeist,1910 Elm St,Cincinnati,OH,45202,$553586,,,$553586
TN991786SERV_GP,RICH PRODUCTS CORPORATION,ATTN ACCOUNTS PAYABLE,BUFFALO,NY,14240-0649,$48218,$12828,$64860,$125906
NV15084SERV_GP,RICH PRODUCTS GALLATIN,349 W MAIN ST,Gallatin,TN,37066,$214426,$111397,$23570,$349393
LX990367SERV_GP,RICHMOND AUTO PARTS TECHNOLOGY INC,5000 CORPORATE WAY,RICHMOND,KY,40475,$536506,$218188,$29952,$784646
CN992268SERV_GP,RICHWOOD BUILDING ONE LLC,3000 TURTLE CREEK BLVD,DALLAS,TX,75219,,$9930,$2384,$12314
CN992269SERV_GP,RICHWOOD BUILDING TWO LLC,3000 TURTLE CREEK BLVD,DALLAS,TX,75219,,$7774,$10315,$18089
RICOR INVESTMECH_GP,"RICOR INVESTMENT MANAGEMENT, INC.","11500 NORTHLAKE DR, SUITE 100",Cincinnati,OH,45249,$12025,,,$12025
RIDGE K LLCMECH_GP,"RIDGE K, LLC",2135 DANA AVE,Cincinnati,OH,45207,$18600,,,$18600
LEN RIEGLERMECH_GP,"RIEGLER BLACKTOP, INC",165 WEAVER RD,Florence,KY,41042,$281290,,,$281290
RITCHIEMECHANICMECH_GP,RITCHIE MECHANICAL LLC,190 MOUNTAIN ROAD,STANTON,KY,40380,$607,,,$607
RITE BOILERMECH_GP,RITE BOILER,5832 GARFIELD AVE,COMMERCE,CA,90040,$320,,,$320
CN990664SERV_GP,RITETRACK,8655 RITETRACK WAY,WEST CHESTER,OH,45069,$17873,$40471,$149801,$208145
IN990520SERV_GP,RITEWAY PLUMBING AND HEATING,2083 WALKER CT,GRAND RAPIDS,MI,49544,,,$1522,$1522
TN200212SERV_GP,RITWAY INC,1463 E WEISGARBER ROAD,KNOXVILLE,TN,37909,,,$6553,$6553
NV15011SERV_GP,RIVENDELL HEALTH BEHAVORIAL HEALTH SERVICES,1035 PORTER PIKE,BOWLING GREEN,KY,42103,,$24662,$42685,$67347
LX200602SERV_GP,RIVER CITY BUILDERS,175 SANDY COVE,GREENUP,KY,41144,,,$1719,$1719
CN991793SERV_GP,RIVERHILLS HEALTHCARE,4805 MONTGOMERY RD,Norwood,OH,45212,,$7284,$8918,$16202
TN991217SERV_GP,RIVERSIDE BAPTIST CHURCH,PO BOX 811,HARRIMAN,TN,37748,$80461,$22225,$4577,$107263
CN990949SERV_GP,RIVERSIDE INDUSTRIAL INC,3114 CHARTER OAK RD,Edgewood,KY,41017,,,$3346,$3346
RIVERSIDE INDUSMECH_GP,RIVERSIDE INDUSTRIAL SERVICES,3114 CHARTER OAK ROAD,Edgewood,KY,41017,$12353,,,$12353
RIVERTOWN BREWMECH_GP,RIVERTOWN BREWING CO,6550 HAMILTON LEBANON RD,Middletown,OH,45044,$494,,,$494
LV990437SERV_GP,RIVIAN,401 CORAL CIR,EL SEGUNDO,CA,90245,,$34031,$25111,$59142
LV990301SERV_GP,RMR LOUISVILLE LLC,541 INDUSTRY RD SUITE 480,Louisville,KY,40208,$11450,$23246,$7462,$42158
CN992014SERV_GP,RNS PROPERTIES,8044 MONTGOMERY RD,Cincinnati,OH,45236,$9687,,$1561,$11248
CN992015SERV_GP,RNS PROPERTIES II,8044 MONTGOMERY RD,Cincinnati,OH,45236,,,$685,$685
DY991042SERV_GP,ROADHOUSE DEPOT BREWING,217 W CHILLICOTHE AVE,BELLEFONTAINE,OH,43311,,,$1181,$1181
CN992194SERV_GP,ROBERT & ANNMARIE SANTORO,400 PIKE STREET,Cincinnati,OH,45202,$8216,,,$8216
CN992163SERV_GP,ROBERT BLOOM,400 PIKE STREET,Cincinnati,OH,45202,$8798,,,$8798
CN991413SERV_GP,ROBERT BOSCH AUTOMOTIVE,7649 Turfway Rd,Florence,KY,41042,$2998808,$1702601,$77840,$4779248
ROBERT BOSCHMECH_GP,Robert Bosch Automotive Steering LLC,15 Spiral lDrive,Florence,KY,41042,$91598,,,$91598
TN992001SERV_GP,ROBERT G CAMPBELL & ASSOCIATES,7523 TAGGART LN,KNOXVILLE,TN,37938,$11867,$19998,$9837,$41702
CN992185SERV_GP,ROBERT GRUNN,2500 INDIAN MOUND,Norwood,OH,45212,$8278,,,$8278
CN992164SERV_GP,ROBERT SEAGO,400 PIKE STREET,Cincinnati,OH,45202,$7484,,$918,$8402
DY991060SERV_GP,"ROBERT W. BAIRD & CO., INC",777 E WISCONSIN AVE,MILWAUKEE,WI,53202,,$924,$7377,$8301
CN991986SERV_GP,ROCK OF ISRAEL,3220 PROFIT DR,FAIRFIELD,OH,45014,,,$2437,$2437
TN992219SERV_GP,ROCKFORD CONSTRUCTION,601 FIRST ST NW,GRAND RAPIDS,MI,49504,,,$2135,$2135
CN992098SERV_GP,ROCKQUEST,3475 EAST KEMPER ROAD,Cincinnati,Ohio,45241,,,$845,$845
LX980046SERV_GP,ROCK-TENN COMPANY,PO BOX 3100,NORCROSS,GA,30091,$536114,$127852,$342401,$1006367
TN992009SERV_GP,ROCKY TOP NUTRITION - BILLING,2400 POPLAR AVE,Memphis,TN,38112,,,$362,$362
TN991742SERV_GP,ROCKY TOP SPORTS WORLD,1870 SPORTS WORLD BLVD,GATLINBURG,TN,37738,$29126,$224734,$69079,$322939
ROHM & HAASMECH_GP,ROHM & HAAS,10 SOUTH ELECTRIC STREET,WEST ALEXANDRIA,OH,45381,$9684,,,$9684
ROOKWOOD ENCOREMECH_GP,"ROOKWOOD ENCORE APARTMENTS, LLC",3835 EDWARDS ROAD,Cincinnati,OH,45209,$5318,,,$5318
ROOKWOODMECH_GP,"ROOKWOOD HOTEL PARTNERS II, LLC",3825 EDWARDS ROAD,Cincinnati,OH,45209,$1878045,,,$1878045
CN991870SERV_GP,ROUGH BROTHERS,5513 VINE ST,Cincinnati,OH,45217,$15628,$21175,$37015,$73818
LX990300SERV_GP,ROUSE COMPANIES,2086 BUCK LANE,LEXINGTON,KY,40511,,,$1835,$1835
LX990421SERV_GP,ROWAN COUNTY FISCAL COURT,600 W MAIN ST,MOREHEAD,KY,40351,$42239,$50532,$26168,$118939
ROY JORGENSONMECH_GP,"Roy Jorgenson Associates, Inc",1370 Reynolds Ave Suite 119,Irvine,CA,92614,$61322,,,$61322
DY991144SERV_GP,ROYAL CANIN NORTH AMERICA,500 FOUNTAIN LAKES BLVD,SAINT CHARLES,MO,63301,$104999,$52345,$50768,$208112
LX990371SERV_GP,ROYAL SERVICES,PO BOX 23116,Overland Park,KS,66283,,$15610,$5943,$21553
RPC MECHANICALMECH_GP,"RPC MECHANICAL, INC.",10685 MEDALLION DR,Cincinnati,OH,45241,$800,,,$800
DY991047SERV_GP,"RRHIQ, LLC",4653 TRUEMAN BLVD,HILLIARD,OH,43026,$163405,$34402,$40759,$238566
WV990260SERV_GP,RSC MECHANICAL,1536 WASHINGTON ST W,Charleston,WV,25312,,,$142464,$142464
CN992373SERV_GP,RT PROPERTIES LTD,8464 OLD SHAW WAY,WEST CHESTER,OH,45069,$66191,,,$66191
DY990917SERV_GP,RUBBER-SEAL PRODUCTS,5751 N WEBSTER ST,Dayton,OH,45414,$30449,$33862,$26742,$91053
CN991865SERV_GP,RUDD EQUIPMENT,11807 ENTERPRISE DR,Cincinnati,OH,45241,,$22565,$38829,$61394
LV990532SERV_GP,RUE GILT GROUPE,281 SUMMER STREET 4TH FLOOR,BOSTON,MA,02210,,$6420,$2174,$8594
TN950418SERV_GP,RURAL/METRO CORPORATION,160 N CAMPBELL STATION ROAD,FARRAGUT,TN,37934,$10310,$30963,$16796,$58069
RUSHMECH_GP,Rush Enterprises,555 I.H. 35 South,"New Braunfels,",TX,78130,$10810,,,$10810
CN991153SERV_GP,RUSH TRUCK CENTERS,PO BOX 34510,San Antonio,TX,48265,,$61491,$59066,$120556
NV15063SERV_GP,RUSTICI SOFTWARE,210 GOTHIC CT STE 100,Franklin,TN,37067,,$10268,$13872,$24140
IN990238SERV_GP,RYAN FIRE PROTECTION,9740 E 148TH ST,NOBLESVILLE,IN,46060,$12588,$19422,$15602,$47612
RYAN REMODMECH_GP,Ryan Remodeling,147 E. McMicken Ave,Cincinnati,OH,45210,$5929,,,$5929
CN992228SERV_GP,RYAN'S ALL GLASS,9401 LE SAINT DRIVE,FAIRFIELD,OH,45014-5141,,,$1498,$1498
RYANSMECH_GP,RYAN'S ALL GLASS,9401 LESAINT DRIVE,FAIRFIELD,OH,45014,$74691,,,$74691
LV990494SERV_GP,RYDER LOGISTICS - #6517,3195 SOUTH PARK ROAD,Louisville,KY,40219,,$21930,$2994,$24924
LV990373SERV_GP,RYDER LOGISTICS - BUCKNER KY,4555 W HWY 146,BUCKNER,KY,40010,,$2282,$493,$2775
TN000401SERV_GP,SA RECYCLING LLC,5205 NATIONAL DR,KNOXVILLE,TN,37914,$67902,$87128,$12376,$167406
TN200215SERV_GP,SACRED HEART CATHEDRAL,"417 ERIIN DR, SUITE 120",KNOXVILLE,TN,37919,$43756,$142328,$102044,$288128
NV00029SERV_GP,SAINT ANDREW'S SEWANEE SCHOOL,290 QUINTARD RD,SEWANEE,TN,37375,,$11958,,$11958
ST JAMES EPISCOMECH_GP,Saint James Episcopal Church,3207 Montana Ave,Cincinnati,OH,45211,$129899,,,$129899
CN991456SERV_GP,Saint James Episcopal Church,3207 MONTANA AVENUE,Cincinnati,OH,45211,$5201,$8811,$16510,$30522
SAINT WILLIAMMECH_GP,SAINT WILLIAM,4108 WEST 8TH STREET,Cincinnati,OH,45205,$49693,,,$49693
NV00147SERV_GP,SAKS.COM,1 WALDEN BOOKS DR,LAVERGNE,TN,37086,$82421,$35184,$81577,$199182
CN991327SERV_GP,SALON LOFTS,830 N HIGH STREET,Columbus,OH,43215,$79428,$45314,$106298,$231040
CN992152SERV_GP,SALT AND LIGHT SALON & SPA,11355 MONTGOMERY RD,Cincinnati,OH,45249,,$5528,$4379,$9907
CN990743SERV_GP,SAM ASH MUSIC,PO BOX 9047,HICKSVILLE,NY,11802,,$24411,$2508,$26919
DY990980SERV_GP,SAM'S CLUB FC9475,6198 GREEN POINTE DR SOUTH,GROVEPORT,OH,43125,$5732,$40128,$7500,$53360
CN991519SERV_GP,SAMUEL ADAMS BREWING CO LTD C/O THE BOSTON BEER COMPANY,ONE DESIGN CENTER PLACE STE 850,BOSTON,MA,02210-2300,$23600,$25500,$57063,$106163
IN990166SERV_GP,SANDOR DEVELOPMENT,10689 N. PENNSYLVANIA STREET,Indianapolis,IN,46280,$211334,$76570,$63943,$351847
SANDPIPERMECH_GP,Sandpiper Data Systems,1106 Second STreet #178,Encinitas,CA,92024,$3000,,,$3000
SANDVIKMECH_GP,SANDVIK,2300 GLOBAL WAY,Hebron,KY,41048,$1179,,,$1179
CN990573SERV_GP,SANDVIK - ABC,2300 GLOBAL WAY,Hebron,KY,41048,$23381,$36822,$29895,$90097
LX990455SERV_GP,SANDWICH SQUAD INC,977 WAVERLY AVE,GLEN ELLYN,IL,60137,$3997,,$42021,$46018
LX990130SERV_GP,SARGENT & GREENLEAF,PO BOX 384,CUMMING,GA,30028,$169394,$49339,$80008,$298741
LV990411SERV_GP,SATCO,4501 E INDIAN TRAIL,Louisville,KY,40213,$40856,$10296,$0,$51152
CN992040SERV_GP,SATCO,457 WARDS CORNER RD,Loveland,OH,45140,$98315,$40840,$55554,$194708
TN992094SERV_GP,SATELLITE,2530 XENIUM LANE N STE 150,Minneapolis,MN,55441,$7887,,,$7887
CN991811SERV_GP,SAVOR SEASONINGS,4292 ARMSTRONG BLVD,Batavia,OH,45103,,$4874,$4771,$9645
LX990354SERV_GP,SAYRE SCHOOL,194 N LIMESTONE ST,LEXINGTON,KY,40507,$112154,$149129,$259486,$520768
LV990388SERV_GP,SAZERAC OF INDIANA LLC,10101 LINN STATION RD SUITE 400,Louisville,KY,40223,$359231,$319080,$61961,$740272
TN992227SERV_GP,"SCENIC INDUSTRIES, LLC",946 BUSINESS PARK DRIVE,CHATTANOOGA,TN,37419,,,$1347,$1347
TN991950SERV_GP,SCGIV - KARCH'S CROSSING LLC,PO BOX 724498,ATLANTA,GA,31139,,,$3303,$3303
TN992025SERV_GP,SCGIX-HARVEST TOWNE LLC,4824-4856 HARVEST MILL WAY,KNOXVILLE,TN,37918,,,$1896,$1896
TN991713SERV_GP,"SCGVI - WASHINGTON MARKET, LLC",PO BOX 724498,ATLANTA,GA,31139,,$3672,$2835,$6507
TN992209SERV_GP,"SCHAAD COMMERCIAL INVESTMENTS, SCI",255 N PETERS RD,KNOXVILLE,TN,37923,,,$647,$647
TN992056SERV_GP,SCHAAD COMPANIES,PO BOX 51058,KNXOVILLE,TN,37950,,,$2686,$2686
TN992099SERV_GP,SCHAAD RESIDENTIAL CONSTRUCTION,150 MAJOR REYNOLDS PLACE,KNOXVILLE,TN,37919,$4927,,,$4927
TN200504SERV_GP,SCHENECTADY INTERNATIONAL (NEWPORT),380 CHEMWOOD DRIVE,Newport,TN,37821,$59843,,,$59843
CN991996SERV_GP,"SCHENKER LOGISTICS, SUITE A",2505 TED BUSHELMAN BLVD,Florence,KY,41042,,$14171,$12931,$27102
SCHUELERMECH_GP,Schueler Group Construction,3000-G Henkle Drive,LEBANON,OH,45036,$197009,,,$197009
CN930068SERV_GP,SCHUMACHER DUGAN,6355 CENTRE PARK DR,WEST CHESTER,OH,45069,,$8454,$4938,$13393
SCHUMECH_GP,Schumacher Dugan Construction,6355 Center Park Drive,WEST CHESTER,OH,45069,$6536877,,,$6536877
TN992216SERV_GP,SCI C/O NAI KOELLA RM MOORE,255 N PETERS RD,KNOXVILLE,TN,37923,$14749,,$1737,$16486
TN992202SERV_GP,SCOS C/O NAI,255 N PETERS RD,KNOXVILLE,TN,37923,$13817,$5061,$2167,$21045
LV990150SERV_GP,SEAGROVE PROPERTIES,222 EAST WITHERSPOON ST,Louisville,KY,40202,,$441,,$441
WV990198SERV_GP,SEALED AIR LTD,2415 CASCADE POINT BLVD,CHARLOTTE,NC,28208,$59020,,,$59020
SEAPINE SOFTWARMECH_GP,SEAPINE SOFTWARE,6960 CINTAS BLVD,Mason,OH,45040,$1028,,,$1028
SEHLHORST EQUIPMECH_GP,SEHLHORST EQUIPMENT SERVICES,4450 MONROE ST,HOOVEN,OH,45033,$1008,,,$1008
WV990255SERV_GP,SENTINEL AMAZON I LLC,C/O WV COMMERCIAL,Charleston,WV,25326,$25904,$87609,$75974,$189487
TN992093SERV_GP,SEQUOJAH HILLS PRESBYTERIAN CHURCH,3700 KEOWEE AVE,KNOXVILLE,TN,37919-7885,,$32496,$21460,$53956
CN991820SERV_GP,SERTA SIMMONS BEDDING,ONE CONCOURSE PARKWAY,ATLANTA,GA,30328,,$29507,$22781,$52288
TF990006SERV_GP,SERVICE MANAGEMENT SYSTEMS,P.O BOX 643768,Cincinnati,OH,45264-3768,,,$592,$592
CN991148SERV_GP,SERVICE WHOLESALE INC.,2825 HENKLE DRIVE,LEBANON,OH,45036,,$1366,$1007,$2373
SERVICE WHOLESAMECH_GP,"SERVICE WHOLESALE, INC",2825 HENKLE DR,LEBANON,OH,45036,$14050,,,$14050
TN992092SERV_GP,SESE INDUSTRIAL SERVICES US CORP,6153 CLAUDE RAMSEY PKWY,CHATTANOOGA,TN,37416,,$37728,$19653,$57381
SEVEN HILLS SCHMECH_GP,Seven Hills School,5400 Red Bank Rd,Cincinnati,OH,45227.1198,$29610,,,$29610
TN992034SERV_GP,"SEVIERVILLE FORKS PARTNERS, LLC",2926B FOSTER CREIGHTON DR,NASHVILLE,TN,37204,$45611,,$7931,$53542
DY991134SERV_GP,SEW EURODRIVE,2001 W MAIN ST,TROY,OH,45373,,,$6160,$6160
IN990510SERV_GP,SHARES INC,1611 S MILLER ST,SHELBYVILLE,IN,46176,,,$15108,$15108
CN992126SERV_GP,SHARONVILLE CHAMBER OF COMMERCE,2704 E KEMPER RD,Cincinnati,OH,45241,,,$290,$290
LV990469SERV_GP,SHAUB CONSTRUCTION COMPANY INC,230 WILSON PIKE CIRCLE,BRENTWOOD,TN,37027,$424794,,$1472,$426266
CN992047SERV_GP,"SHAW INDUSTRIES GROUP, INC",MAIL DROP #026-45 PO DRAWER 2128,DALTON,GA,30722,$36378,$13343,$17576,$67297
TN992162SERV_GP,SHAW PLANT IJ,PO DRAWER 2128,DALTON,GA,30722-2128,,,$2004,$2004
LV990459SERV_GP,SHELBYKY TOURISM COMMISSION & VISITORS BUREAU,219 7TH ST,SHELBYVILLE,KY,40065,,$13764,$4597,$18361
CN992153SERV_GP,SHELLBACK SEMICONDUCTOR TECHNOLOGY LLC,416 S 4TH ST,COOPERSBURG,PA,18036,$120128,,$0,$120128
SHERWINMECH_GP,SHERWIN WILLIAMS,General Polymers,Cleveland,OH,44101-1027,$30569,,,$30569
CN991901SERV_GP,"SHERWOOD MIDWEST, LLC",41 LOGISTICS BLVD,WALTON,KY,41094,$4414,$15299,$5999,$25713
NV00168SERV_GP,SHOALS TECHNOLOGIES GROUP,1400 SHOALS WAY,PORTLAND,TN,37148,,,$12373,$12373
TN992115SERV_GP,"SHOFFNER KALTHOFF MES, INC.",3600 PAPERMILL DR,KNOXVILLE,TN,37909,$119000,,$1722,$120722
"SHOOK, INC.MECH_GP","SHOOK, INC.",4977 NORTHCUTT PLACE,Dayton,OH,45413,$744472,,,$744472
DY990934SERV_GP,SHOOT POINT BLANK,10930 DEERFIELD RD,Cincinnati,OH,45242,,$5648,,$5648
CN991481SERV_GP,SHOOT POINT BLANK,10930 DEERFIELD ROAD,Cincinnati,OH,45242,$8649,$6408,$8068,$23124
CN991837SERV_GP,"SIBCY CLINE, INC.",8044 MONTGOMERY RD,Cincinnati,OH,45231,$248980,$170426,$227773,$647179
LV990093SERV_GP,SIEMENS MOBILITY INC,PO BOX 4356MCIMA084,PORTLAND,OR,972084356,,$12324,$42962,$55286
TF990007SERV_GP,SIGS SPORTSPLEX,4343 SECURITY PKWY,NEW ALBANY,IN,47150,$58458,,,$58458
LX990394SERV_GP,SIKA AUTOMOTIVE KENTUCKY LLC,103 INDUSTRY DR,VERSAILLES,KY,40383,$386083,$288187,$25313,$699583
CN992204SERV_GP,SILCO FIRE & SECURITY CINCINNATI,10200 READING RD,Cincinnati,OH,45241,,$26064,$12678,$38742
DY991061SERV_GP,SILCO FIRE AND SECURITY - CENTERVILLE,420 CONGRESS PARK DRIVE,Centerville,OH,45459,$6378,,$816,$7194
CN992010SERV_GP,SIMPLY POWER YOGA,6701 SANDY SHORES DR,Loveland,OH,45140,,$2199,$4853,$7052
LX990423SERV_GP,SIMS METAL,1145 DONNER AVE,MONESSON,PA,15062,,,$21847,$21847
DY991023SERV_GP,SINBON USA,4265 GIBSON DR,TIPP CITY,OH,45371,$12825,,,$12825
IN990419SERV_GP,SINGLETON COMPANIES,802 E 86TH ST,Indianapolis,IN,46240,,,$12728,$12728
NV15108SERV_GP,SINOMAX EAST INC,10111 RICHMOND AVE,HOUSTON,TX,77042,,,$647,$647
CN992324SERV_GP,SKEENS WAREHOUSE SERVICES,1156 CHATHAM RIDGE CT,WESTFIELD,IN,46074,$31714,,$60032,$91746
LX990433SERV_GP,SKI HOLDINGS LLC DBA TWO MAIDS OF LEXINGTON,1705 BLAIRMONT DRIVE,LEBANON,TN,37087,,,$526,$526
LX990444SERV_GP,SKICO LLC,2520 REGENCY RD STE 120,LEXINGTON,KY,40503,,,$803,$803
SKILLED TRADESMECH_GP,SKILLED TRADES,1775 MENTOR AVE,Cincinnati,OH,45212,$19454,,,$19454
CN992295SERV_GP,SKYLINE CHILI,4180 THUNDERBIRD LANE,FAIRFIELD,OH,45014,,,$742,$742
TN991231SERV_GP,SL TENNESSEE LLC,312 FRANK L DIGGS DR,CLINTON,TN,37716,$111089,$290916,$300986,$702991
