rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on,image_urls
decode,AIR STAR,Style 1:,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 85 03 04091 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 85 03 04091 Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number Month of man,https://www.building-center.org/air-star-hvac-age/,2026-01-25T03:33:53Z,[]
decode,AIR STAR,Style 1: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Air Star® H",https://www.building-center.org/air-star-hvac-age/,2026-01-25T03:33:53Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Addison-Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
decode,AIRBLOC,Style 1: GBB030708229,^[G][B]{2}\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""GBB030708229""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: GBB030708229 Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character se,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,[]
guidance,AIRBLOC,Style 2: F3891 4228,,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine (9) numerical digits. Year of manufacture is 4th & 5th numerical digits combined. Month of manufacture is 6th & 7th numerical digits combined. Style 2: F3 89 1 4228 Description: Nine (9) character serial number (does not count the space). Begins with one (1) letter and ends with eight (8) numerical digits. Year of manufacture is 3rd & 4th digits combined. Style 3: G6R 9905 -05028 Description: Twelve (12) character serial number. Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, f",Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins wi,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,[]
decode,AIRBLOC,Style 3: G6R9905-05028,^[G]\d[R]\d{4}[A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""G6R9905-05028""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter ,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,[]
decode,AIRBLOC,Style 4: M 1 G 9807 – 05432,^[M]\d[G]\d{4}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""M1G9807""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,[]
decode,AIRBLOC,Style 5: E2E-9705 01234,^[E]\d[E][A-Z0-9-]\d{4}$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""E2E-9705""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine (9) numerical digits. Year ,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,[]
guidance,AIRBLOC,Style 1: GBB 0307 08229,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1-Serial-Number.jpg, https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1a-Serial_Model-Data.jpg",Description: Twelve (12) character serial number.  Begins with three (3) letter digits followed by nine (9) numerical digits.,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,"[""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1-Serial-Number.jpg"", ""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1a-Serial_Model-Data.jpg""]"
guidance,AIRBLOC,Style 2: F3 89 1 4228,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2.jpg, https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2a-Serial_Model-Data.jpg",Description: Nine (9) character serial number (does not count the space).  Begins with one (1) letter and ends with eight (8) numerical digits.,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,"[""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2.jpg"", ""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2a-Serial_Model-Data.jpg""]"
guidance,AIRBLOC,Style 3: G6R 9905 -05028,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-3-Serial-Number.jpg,"Description:  Twelve (12) character serial number.  Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, followed by a dash (-) and",https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,"[""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-3-Serial-Number.jpg""]"
guidance,AIRBLOC,Style 4: M 1 G 9807 – 05432,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-4-Serial-Number.jpg,Description:  Thirteen (13) character serial number (includes the (-) but not the spaces).,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,"[""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-4-Serial-Number.jpg""]"
guidance,AIRBLOC,Style 4: E2E- 9705 01234,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-5-Serial-Number.jpg,"Description:  Thirteen (13) character serial number (includes dash (-) but not spaces).  Serial number begins with a letter followed by a number then another letter, dash(-) and ends with nine (9) num",https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z,"[""https://building-center.org/wp-content/uploads/2016/04/NORDYNE-5-Serial-Number.jpg""]"
decode,AIRCO,Style 1:,^\d{4}[A]\d{6}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1207A012064""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 12 07 A 012064 Style 2: H T YL54759 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 12 07 A 012064 Year of manufacture can be determined by using the 3 rd & 4 th positions of the,https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z,[]
decode,AIRCO,Style 2:,^[H][T][Y][L]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""HTYL54759""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: H T YL54759 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 12 07 A 012064 Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number Month of ,https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z,[]
decode,AIRCO,Style 1: 12 07 A 012064,^\d{4}[A]\d{6}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1207A012064""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th character of the serial number (See Chart Below)",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Airco_Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
decode,AIRCO,Style 2: H T YL54759,^[H][T][Y][L]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""HTYL54759""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st character of the serial number (See Chart Below)
Year of manufacture can be determined by using the 2 nd character of the serial number (See Ch",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/ECR-Brands-and-Serial-Number-Styles.png"", ""https://www.building-center.org/wp-content/uploads/2015/09/Style-2_Airco_Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
decode,AIRE FLO,Style 1:,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 16 06 B 13871 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 16 06 B 13871 Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number Month of,https://www.building-center.org/aire-flo-hvac-age/,2026-01-25T03:33:49Z,[]
decode,AIRE FLO,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)
A",https://www.building-center.org/aire-flo-hvac-age/,2026-01-25T03:33:49Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Airease-Date-of-Manufacture_Serial-Number-Nomenclature.png"", ""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Airease-Date-of-Manufacture_Serial-Number-Nomenclature_Data-Plate.png""]"
decode,AIREASE,Style 1:,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 16 06 B 13871 Style 2: C89274 A A C Style 3: 15 A 67 JA098 Style 4: 414072 03 28 Legend: Year is RED ; Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE Style 1: 16 06 B 13871 Year of manufac,https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,[]
decode,AIREASE,Style 3:,^\d{2}[A]\d{2}[J][A]\d{3}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: 15 A 67 JA098 Style 4: 414072 03 28 Legend: Year is RED ; Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE Style 1: 16 06 B 13871 Year of manufacture can be determined by using the 3 rd & 4 ,https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,[]
decode,AIREASE,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Airease-Date-of-Manufacture_Serial-Number-Nomenclature.png"", ""https://www.building-center.org/wp-content/uploads/2015/09/Style-1_Airease-Date-of-Manufacture_Serial-Number-Nomenclature_Data-Plate.png""]"
decode,AIREASE,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 8 th position of the serial number (See Char",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-2_Airease-Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
decode,AIREASE,Style 3: 15 A 67 JA09,^\d{2}[A]\d{2}[J][A]\d{2}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA09""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Day of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See Chart Below)
Ye",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,"[""https://www.building-center.org/wp-content/uploads/2018/06/Air-Ease.png""]"
decode,AIREASE,Style 4: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 7, ""end"": 8}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th &8 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number
AirEase® His",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z,"[""https://www.building-center.org/wp-content/uploads/2015/09/Style-4_Airease-Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
