Master Customer Name,Master Customer Name Canonical,Industrial Group,Industrial Group Source,Industry Detail,Industry Detail Source,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Support Category Source,Company Website,Company Website Source,Company Logo URL,Company Logo URL Source,Company Logo URL (Apistemic),Company Logo URL (Apistemic) Source,Company Logo URL (Logo.dev),Company Logo URL (Logo.dev) Source,Enrichment Status,Enrichment Rationale,IsMerge,MergeGroupSize
Pd Pharmatech,PD PHARMATECH,Manufacturing,Master Override,Pharmaceutical equipment/services,Master Override,3339,3339,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,particledynamics.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:particledynamics.com,Computed from Company Website,https://img.logo.dev/particledynamics.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Peace Communications,PEACE COMMUNICATIONS,Commercial Services,Master Override,IT / Telecom Services,Master Override,541512,541512,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,54151,Computer Systems Design and Related Services,541512,Computer Systems Design Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,scipiotech.com,Master Override,,,https://logos-api.apistemic.com/domain:scipiotech.com,Computed from Company Website,https://img.logo.dev/scipiotech.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Peacock Northgate,PEACOCK NORTHGATE,Commercial Real Estate,Master Override,Property entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,peacockcre.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:peacockcre.com,Computed from Company Website,https://img.logo.dev/peacockcre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pearson Vue Indy,PEARSON VUE INDY,Commercial Services,Master Override,Testing services,Master Override,6117,6117,Master Override,61,Educational Services,611,Educational Services,6117,Educational Support Services,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pearsonvue.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pearsonvue.com,Computed from Company Website,https://img.logo.dev/pearsonvue.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pearson Vue Lex,PEARSON VUE LEX,Commercial Services,Master Override,Testing services,Master Override,6117,6117,Master Override,61,Educational Services,611,Educational Services,6117,Educational Support Services,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pearsonvue.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pearsonvue.com,Computed from Company Website,https://img.logo.dev/pearsonvue.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Peaslee Neighborhood Center,PEASLEE NEIGHBORHOOD CENTER,Non-Profit / Religious,Master Override,Community Center,Master Override,624190,624190,Master Override,62,Health Care and Social Assistance,624,Social Assistance,6241,Individual and Family Services,62419,Other Individual and Family Services,624190,Other Individual and Family Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,peasleecenter.org,Master Override,,,https://logos-api.apistemic.com/domain:peasleecenter.org,Computed from Company Website,https://img.logo.dev/peasleecenter.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Pebble Brook Golf Club,PEBBLE BROOK GOLF CLUB,Commercial Services,Master Override,Golf club,Master Override,7139,7139,Master Override,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7139,Other Amusement and Recreation Industries,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Hospitality,Master Override,pebblebrookgolfclub.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pebblebrookgolfclub.com,Computed from Company Website,https://img.logo.dev/pebblebrookgolfclub.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pendleton Community Public Library,PENDLETON COMMUNITY PUBLIC LIBRARY,Municipal / Local Government,Segmentation Logic,Public Library,Verified Enrichment,519120,519120,Verified Enrichment,51,Information,519,"Web Search Portals, Libraries, Archives, and Other Information Services",5191,,51912,,519120,,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,pendleton.lib.in.us,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pendleton.lib.in.us,Computed from Company Website,https://img.logo.dev/pendleton.lib.in.us?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Penske Truck Leasing,PENSKE TRUCK LEASING,Commercial Services,Master Override,Truck Leasing,Master Override,532120,532120,Master Override,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5321,Automotive Equipment Rental and Leasing,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,pensketruckleasing.com,Master Override,,,https://logos-api.apistemic.com/domain:pensketruckleasing.com,Computed from Company Website,https://img.logo.dev/pensketruckleasing.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Pentagon Group,PENTAGON GROUP,Unknown / Needs Review,Master Override,Unidentified,Master Override,,,,,,,,,,,,,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,,,,,,,,,Deferred,,FALSE,1
People Working Cooperatively,PEOPLE WORKING COOPERATIVELY,Non-Profit / Religious,Master Override,Social services nonprofit,Master Override,8133,8133,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8133,Social Advocacy Organizations,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,pwchomerepairs.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pwchomerepairs.org,Computed from Company Website,https://img.logo.dev/pwchomerepairs.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pepos Burrito Bar 2,PEPOS BURRITO BAR 2,Commercial Services,Master Override,Restaurant,Master Override,7225,7225,Master Override,72,Accommodation and Food Services,722,Food Services and Drinking Places,7225,Restaurants and Other Eating Places,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Hospitality,Master Override,peposburritobarathens.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:peposburritobarathens.com,Computed from Company Website,https://img.logo.dev/peposburritobarathens.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pepper Construction,PEPPER CONSTRUCTION,Construction,Segmentation Logic,Commercial Construction,Verified Enrichment,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,pepperconstruction.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pepperconstruction.com,Computed from Company Website,https://img.logo.dev/pepperconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pepsiamericas,PEPSIAMERICAS,Manufacturing,Master Override,Beverage (distribution/manufacturing),Master Override,3121,3121,Master Override,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pepsico.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pepsico.com,Computed from Company Website,https://img.logo.dev/pepsico.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pepsico,PEPSICO,Manufacturing,Master Override,Food/beverage manufacturing,Master Override,311312,311/312,Master Override,31-33,Manufacturing,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,31131,Sugar Manufacturing,311312,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pepsico.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pepsico.com,Computed from Company Website,https://img.logo.dev/pepsico.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pepsico Nass Accounts Payables,PEPSICO NASS ACCOUNTS PAYABLES,Commercial Services,Master Override,Corporate AP entity,Master Override,311312,311/312,Master Override,31-33,Manufacturing,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,31131,Sugar Manufacturing,311312,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pepsico.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pepsico.com,Computed from Company Website,https://img.logo.dev/pepsico.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Perfection Group,PERFECTION GROUP,Construction,Master Override,Mechanical / HVAC Contracting,Master Override,2382,2382,Master Override,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,,,,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,perfectiongroup.com,Approved Website,,,https://logos-api.apistemic.com/domain:perfectiongroup.com,Computed from Company Website,https://img.logo.dev/perfectiongroup.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,11
Perfection Printing,PERFECTION PRINTING,Commercial Services,Master Override,Printing services,Master Override,3231,3231,Master Override,31-33,Manufacturing,323,Printing and Related Support Activities,3231,Printing and Related Support Activities,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,Hospitality,Master Override,perfectionprintmedia.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:perfectionprintmedia.com,Computed from Company Website,https://img.logo.dev/perfectionprintmedia.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Perfectserve,PERFECTSERVE,Commercial Services,Master Override,Healthcare communications software,Master Override,5112,5112,Master Override,51,Information,511,,5112,,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,perfectserve.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:perfectserve.com,Computed from Company Website,https://img.logo.dev/perfectserve.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Perfetti Vanmelle,PERFETTI VANMELLE,Manufacturing,Master Override,Confectionery manufacturing,Master Override,3113,3113,Master Override,31-33,Manufacturing,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,perfettivanmelleusa.us,Verified Enrichment,,,https://logos-api.apistemic.com/domain:perfettivanmelleusa.us,Computed from Company Website,https://img.logo.dev/perfettivanmelleusa.us?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Performance Contracting,PERFORMANCE CONTRACTING,Construction,Master Override,Specialty contracting (insulation/interiors),Master Override,2383,2383,Master Override,23,Construction,238,Specialty Trade Contractors,2383,Building Finishing Contractors,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,Master Override,performancecontracting.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:performancecontracting.com,Computed from Company Website,https://img.logo.dev/performancecontracting.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Performance Food Service,PERFORMANCE FOOD SERVICE,Commercial Services,Master Override,Food distribution,Master Override,4244,4244,Master Override,42,Wholesale Trade,424,"Merchant Wholesalers, Nondurable Goods",4244,Grocery and Related Product Merchant Wholesalers,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,rfsdelivers.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:rfsdelivers.com,Computed from Company Website,https://img.logo.dev/rfsdelivers.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Performance Health,PERFORMANCE HEALTH,Healthcare / Senior Living,Segmentation Logic,Medical Equipment Wholesaler,Verified Enrichment,423450,423450,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,performancehealth.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:performancehealth.com,Computed from Company Website,https://img.logo.dev/performancehealth.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Performance Place Group,PERFORMANCE PLACE GROUP,Commercial Real Estate,Segmentation Logic,Real Estate Partnership,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail",,,,,,,,,,,Verified,,FALSE,1
Perkins Place II,PERKINS PLACE II,Commercial Real Estate,Master Override,Property entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,oliversmithrealty.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:oliversmithrealty.com,Computed from Company Website,https://img.logo.dev/oliversmithrealty.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Peters Road Partnership,PETERS ROAD PARTNERSHIP,Commercial Real Estate,Master Override,Property partnership,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,koellamoore.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:koellamoore.com,Computed from Company Website,https://img.logo.dev/koellamoore.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
The Peterson Company,PETERSON,Construction,Master Override,Commercial General Contractor,Master Override,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,thepetersonco.com,Master Override,,,https://logos-api.apistemic.com/domain:thepetersonco.com,Computed from Company Website,https://img.logo.dev/thepetersonco.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Petland,PETLAND,Commercial Services,Master Override,Pet retail,Master Override,4539,4539,Master Override,44-45,Retail Trade,453,,4539,,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,Hospitality,Master Override,petlandflorenceky.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:petlandflorenceky.com,Computed from Company Website,https://img.logo.dev/petlandflorenceky.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Petria Lowenstine,PETRIA LOWENSTINE,Individual / Misc,Master Override,Residential / Individual,Master Override,,,,,,,,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,,,,,,,,,Deferred,,FALSE,1
Pfg Customized,PFG CUSTOMIZED,Commercial Services,Master Override,Food distribution,Master Override,4244,4244,Master Override,42,Wholesale Trade,424,"Merchant Wholesalers, Nondurable Goods",4244,Grocery and Related Product Merchant Wholesalers,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,pfgc.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pfgc.com,Computed from Company Website,https://img.logo.dev/pfgc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pg and a,PG AND A,Commercial Services,Master Override,Ambiguous acronym,Master Override,333249,333249,Verified Enrichment,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333249,,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,pgna.net,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pgna.net,Computed from Company Website,https://img.logo.dev/pgna.net?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pgna,PGNA,Commercial Services,Master Override,Ambiguous acronym,Master Override,333249,333249,Verified Enrichment,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333249,,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,pgna.net,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pgna.net,Computed from Company Website,https://img.logo.dev/pgna.net?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pgp Harrison Crossing Owner,PGP HARRISON CROSSING OWNER,Commercial Real Estate,Master Override,Shopping center owner entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,ebcapitalpartners.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ebcapitalpartners.com,Computed from Company Website,https://img.logo.dev/ebcapitalpartners.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Phillips Edison,PHILLIPS EDISON,Commercial Real Estate,Master Override,Retail REIT / property owner,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,phillipsedison.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:phillipsedison.com,Computed from Company Website,https://img.logo.dev/phillipsedison.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Phillips Edison and,PHILLIPS EDISON AND,Commercial Real Estate,Master Override,Retail REIT,Master Override,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,phillipsedison.com,Master Override,,,https://logos-api.apistemic.com/domain:phillipsedison.com,Computed from Company Website,https://img.logo.dev/phillipsedison.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Phillips Management and Services,PHILLIPS MANAGEMENT AND SERVICES,Commercial Services,Segmentation Logic,Property Management,Verified Enrichment,531311,531311,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531311,Residential Property Managers,Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail",,,,,,,,,,,Verified,,FALSE,1
Phoenix Metals,PHOENIX METALS,Manufacturing,Master Override,Metal manufacturing/processing,Master Override,331,331,Master Override,31-33,Manufacturing,331,Primary Metal Manufacturing,,,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,phoenixmetals.net,Verified Enrichment,,,https://logos-api.apistemic.com/domain:phoenixmetals.net,Computed from Company Website,https://img.logo.dev/phoenixmetals.net?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Phoenix Versailles Industrial Investors,PHOENIX VERSAILLES INDUSTRIAL INVESTORS,Commercial Real Estate,Master Override,Industrial property owner,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,phoenixinvestors.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:phoenixinvestors.com,Computed from Company Website,https://img.logo.dev/phoenixinvestors.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Physicians Realty Trust,PHYSICIANS REALTY TRUST,Commercial Real Estate,Segmentation Logic,Healthcare REIT,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,docreit.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:docreit.com,Computed from Company Website,https://img.logo.dev/docreit.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Physicians Regional Surgery Center,PHYSICIANS REGIONAL SURGERY CENTER,Healthcare / Senior Living,Segmentation Logic,,,62,62,Segmentation Logic,62,Health Care and Social Assistance,,,,,,,,,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Physicians Regional Surgery Center'),,,,,,,,,,,Deferred,,FALSE,1
Pickaway County Commissioners,PICKAWAY COUNTY COMMISSIONERS,Municipal / Local Government,Segmentation Logic,Local Government,Verified Enrichment,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,pickaway.org,Verified Enrichment,https://stgreen.blob.core.windows.net/logos/PICKAWAY_COUNTY_COMMISSIONERS.png,Master Logos,https://logos-api.apistemic.com/domain:pickaway.org,Computed from Company Website,https://img.logo.dev/pickaway.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
The Pickle Lodge,PICKLE LODGE,Commercial Services,Segmentation Logic,Fitness & Recreational Sports Center,Verified Enrichment,713940,713940,Verified Enrichment,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7139,Other Amusement and Recreation Industries,71394,Fitness and Recreational Sports Centers,713940,Fitness and Recreational Sports Centers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",Hospitality,Segmentation Logic,thepicklelodge.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:thepicklelodge.com,Computed from Company Website,https://img.logo.dev/thepicklelodge.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pike County Fiscal Court,PIKE COUNTY FISCAL COURT,Municipal / Local Government,Segmentation Logic,Local Government,Verified Enrichment,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,pikecountyky.gov,Verified Enrichment,https://stgreen.blob.core.windows.net/logos/PIKE_COUNTY_FISCAL_COURT.png,Master Logos,https://logos-api.apistemic.com/domain:pikecountyky.gov,Computed from Company Website,https://img.logo.dev/pikecountyky.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pikeville College,PIKEVILLE COLLEGE,University / College,Master Override,Private University,Master Override,611310,611310,Master Override,61,Educational Services,611,Educational Services,6113,"Colleges, Universities, and Professional Schools",61131,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,upike.edu,Master Override,,,https://logos-api.apistemic.com/domain:upike.edu,Computed from Company Website,https://img.logo.dev/upike.edu?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
Pilot Contracting,PILOT CONTRACTING,Construction,Master Override,General/specialty contractor,Master Override,2362,2362,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,Master Override,pilotbuilds.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pilotbuilds.com,Computed from Company Website,https://img.logo.dev/pilotbuilds.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pinnacle Turkey Creek,PINNACLE TURKEY CREEK,Commercial Real Estate,Master Override,Property entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,pinnacleatturkeycreek.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:pinnacleatturkeycreek.com,Computed from Company Website,https://img.logo.dev/pinnacleatturkeycreek.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pioneer Automotive Technologies,PIONEER AUTOMOTIVE TECHNOLOGIES,Manufacturing,Master Override,Automotive components,Master Override,3363,3363,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,,global.pioneer,Verified Enrichment,,,https://logos-api.apistemic.com/domain:global.pioneer,Computed from Company Website,https://img.logo.dev/global.pioneer?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Pioneer Vocational Industrial Services,PIONEER VOCATIONAL INDUSTRIAL SERVICES,Non-Profit / Religious,Master Override,Vocational Rehabilitation,Master Override,624310,624310,Master Override,62,Health Care and Social Assistance,624,Social Assistance,6243,Vocational Rehabilitation Services,62431,Vocational Rehabilitation Services,624310,Vocational Rehabilitation Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,pioneerservices.org,Master Override,,,https://logos-api.apistemic.com/domain:pioneerservices.org,Computed from Company Website,https://img.logo.dev/pioneerservices.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
