Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
VICTORIAN SQMECH_GP,Victorian Square Llc,Victorian Square,VICTORIAN SQUARE,Commercial Real Estate,Property ownership,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,,,,MECH_GP
LV990430SERV_GP,Viking Plastics,Viking Plastics,VIKING PLASTICS,Manufacturing,Plastics manufacturing,326199,326199,Master Override,31-33,Manufacturing,326,Plastics and Rubber Products Manufacturing,3261,Plastics Product Manufacturing,32619,Other Plastics Product Manufacturing,326199,All Other Plastics Product Manufacturing,Heuristic,Final,High,Verified enrichment updated: Company Website,,vikingplastics.com,,https://logos-api.apistemic.com/domain:vikingplastics.com,https://img.logo.dev/vikingplastics.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
VILLAMECH_GP,Villa Madonna Academy,Villa Madonna Academy,VILLA MADONNA ACADEMY,Private Schools (K–12),Private Catholic School,611110,611110,Verified Enrichment,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,villamadonna.org,,https://logos-api.apistemic.com/domain:villamadonna.org,https://img.logo.dev/villamadonna.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN991363SERV_GP,Village Of Fairfax,Village of Fairfax,VILLAGE OF FAIRFAX,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,fairfaxohio.org,,https://logos-api.apistemic.com/domain:fairfaxohio.org,https://img.logo.dev/fairfaxohio.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992274SERV_GP,Village Of Williamsburg,Village of Williamsburg,VILLAGE OF WILLIAMSBURG,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,williamsburgohio.org,,https://logos-api.apistemic.com/domain:williamsburgohio.org,https://img.logo.dev/williamsburgohio.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990436SERV_GP,Vincennes University,Vincennes University,VINCENNES UNIVERSITY,University / College,Public University,611310,611310,Verified Enrichment,61,Educational Services,611,Educational Services,6113,"Colleges, Universities, and Professional Schools",61131,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,vinu.edu,,https://logos-api.apistemic.com/domain:vinu.edu,https://img.logo.dev/vinu.edu?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992328SERV_GP,Vinylmax,Vinylmax,VINYLMAX,Manufacturing,Windows & doors,321911,321911,Master Override,31-33,Manufacturing,321,Wood Product Manufacturing,3219,Other Wood Product Manufacturing,32191,Millwork,321911,Wood Window and Door Manufacturing,Heuristic,Final,High,Verified enrichment updated: Company Website,,vinylmax.com,,https://logos-api.apistemic.com/domain:vinylmax.com,https://img.logo.dev/vinylmax.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
VIOXMECH_GP,Viox Services,Viox Services,VIOX SERVICES,Commercial Services,Facilities Management & Engineering Services,5612,5612,Master Override,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5612,Facilities Support Services,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,viox-services.com,,https://logos-api.apistemic.com/domain:viox-services.com,https://img.logo.dev/viox-services.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
IN990485SERV_GP,Virginia Tile,Virginia Tile,VIRGINIA TILE,Financial Services,Title & Escrow Services,541,541,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,virginiatitle.com,,https://logos-api.apistemic.com/domain:virginiatitle.com,https://img.logo.dev/virginiatitle.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991912SERV_GP,Vision Best Eye Care,Vision Best Eye Care,VISION BEST EYE CARE,Healthcare / Senior Living,Optometry,621320,621320,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6213,Offices of Other Health Practitioners,62132,Offices of Optometrists,621320,Offices of Optometrists,Rule-Based,Final,High,Verified enrichment updated: Company Website,,visionbesteyecare.com,,https://logos-api.apistemic.com/domain:visionbesteyecare.com,https://img.logo.dev/visionbesteyecare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991867SERV_GP,Vista Packaging,Vista Packaging,VISTA PACKAGING,Manufacturing,Corrugated Container Mfg,322211,322211,Verified Enrichment,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,vistapl.com,,https://logos-api.apistemic.com/domain:vistapl.com,https://img.logo.dev/vistapl.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
VOKIEMECH_GP,Vocke Construction,Vocke Construction,VOCKE CONSTRUCTION,Construction,Residential Remodel,236118,236118,Verified Enrichment,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236118,Residential Remodelers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,benjaminvocke.weebly.com,,https://logos-api.apistemic.com/domain:benjaminvocke.weebly.com,https://img.logo.dev/benjaminvocke.weebly.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN992096SERV_GP,Volunteer Mechanical,Volunteer Mechanical,VOLUNTEER MECHANICAL,Construction,Mechanical contractor,238220,238220,Master Override,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,23822,"Plumbing, Heating, and Air-Conditioning Contractors",238220,"Plumbing, Heating, and Air-Conditioning Contractors",Rule-Based,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,volmech.com,,https://logos-api.apistemic.com/domain:volmech.com,https://img.logo.dev/volmech.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00159SERV_GP,Volunteer State Community College,Volunteer State Community College,VOLUNTEER STATE COMMUNITY COLLEGE,University / College,Community College,611210,611210,Verified Enrichment,61,Educational Services,611,Educational Services,6112,Junior Colleges,61121,Junior Colleges,611210,Junior Colleges,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,volstate.edu,,https://logos-api.apistemic.com/domain:volstate.edu,https://img.logo.dev/volstate.edu?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992238SERV_GP,Vora Medical Services,Vora Medical Services,VORA MEDICAL SERVICES,Healthcare / Senior Living,Endocrinology Clinic,621111,621111,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,62111,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,ecet.com,,https://logos-api.apistemic.com/domain:ecet.com,https://img.logo.dev/ecet.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992058SERV_GP,Vrc,Vrc,VRC,Healthcare / Senior Living,Acronym collision – insufficient context,493190,493190,Verified Enrichment,48-49,Transportation and Warehousing,493,Warehousing and Storage,4931,Warehousing and Storage,49319,Other Warehousing and Storage,493190,Other Warehousing and Storage,Unresolved,Final,High,"Verified enrichment updated: NAICS, Company Website",,vitalrecordscontrol.com,,https://logos-api.apistemic.com/domain:vitalrecordscontrol.com,https://img.logo.dev/vitalrecordscontrol.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN960702SERV_GP,Vytron Corporation,Vytron,VYTRON,Manufacturing,Industrial Automation Equipment,333,333,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,vytron.com,,https://logos-api.apistemic.com/domain:vytron.com,https://img.logo.dev/vytron.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990458SERV_GP,Wabtec Corporation,Wabtec,WABTEC,Manufacturing,Rail & industrial equipment,336510,336510,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3365,Railroad Rolling Stock Manufacturing,33651,Railroad Rolling Stock Manufacturing,336510,Railroad Rolling Stock Manufacturing,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,wabteccorp.com,,https://logos-api.apistemic.com/domain:wabteccorp.com,https://img.logo.dev/wabteccorp.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992118SERV_GP,Walkenhorst'S,Walkenhorsts,WALKENHORSTS,Commercial Services,Specialty Retail / Footwear & Accessories,4541,4541,Master Override,44-45,Retail Trade,454,,4541,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,walkenhorsts.com,,https://logos-api.apistemic.com/domain:walkenhorsts.com,https://img.logo.dev/walkenhorsts.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990461SERV_GP,Walker Scm Ael-Span Llc,Walker Scm Aelspan,WALKER SCM AELSPAN,Manufacturing,Industrial Belting & Conveyor Products,3399,3399,Master Override,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,aelspan.com,,https://logos-api.apistemic.com/domain:aelspan.com,https://img.logo.dev/aelspan.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990412SERV_GP,Wall Street Partners Ii Llc C/O Haymaker Property Mgt,Wall Street Partners II,WALL STREET PARTNERS II,Commercial Services,Business Services,,,,,,,,,,,,,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Wall Street Partners Ii Llc C/O Haymaker Property Mgt'),,,,,,SERV_GP
CN940246SERV_GP,Wallingford Coffee,Wallingford Coffee,WALLINGFORD COFFEE,Commercial Services,Coffee Roasting & Wholesaler,311920,311920,Verified Enrichment,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31192,Coffee and Tea Manufacturing,311920,Coffee and Tea Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",Hospitality,wallingfordcoffee.com,,https://logos-api.apistemic.com/domain:wallingfordcoffee.com,https://img.logo.dev/wallingfordcoffee.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WAL-MARTMECH_GP,Wal-Mart,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN991776SERV_GP,Walmart - Truck Shop,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990430SERV_GP,Walmart Dc Ind3,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990438SERV_GP,Walmart Dc6017,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CL990851SERV_GP,Walmart Distribution Center,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990443SERV_GP,Walmart Distribution Center,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN960697SERV_GP,Walmart Distribution Center,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00109SERV_GP,Wal-Mart Distribution Center - Shelbyville,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992285SERV_GP,Walmart Fc 3968,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990434SERV_GP,Walmart Fc 7520 Ind2,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV15025SERV_GP,Walmart Fc4124 Bna1 Maintenance,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WALMARTMECH_GP,Walmart Fulfillment Center 3968,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
IN990188SERV_GP,Walmart Ind1,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990433SERV_GP,Walmart Return Center 9193,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991840SERV_GP,Walmart Stores Inc,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991953SERV_GP,Walmart Transportation,Walmart,WALMART,Commercial Services,Big Box Retail / Supercenter,452311,452311,Verified Enrichment,44-45,Retail Trade,452,,4523,,45231,,452311,,Entity Inference,,Medium,"Verified enrichment updated: NAICS, Industry Detail, Company Website — Confirmed corporate website and NAICS for supercenters.",Retail,walmart.com,,https://logos-api.apistemic.com/domain:walmart.com,https://img.logo.dev/walmart.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WALTERS CONSTMECH_GP,Walters Construction,Walters Construction,WALTERS CONSTRUCTION,Construction,,23,23,Segmentation Logic,23,Construction,,,,,,,,,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Walters Construction'),,,,,,MECH_GP
CN991376SERV_GP,Wapakoneta City Schools,Wapakoneta City Schools,WAPAKONETA CITY SCHOOLS,Public Schools (K–12),Public School District,611110,611110,Verified Enrichment,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,wapak.org,https://stgreen.blob.core.windows.net/logos/WAPAKONETA_CITY_SCHOOLS.png,https://logos-api.apistemic.com/domain:wapak.org,https://img.logo.dev/wapak.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992221SERV_GP,Warbro Realty Llc,Warbro Realty,WARBRO REALTY,Commercial Real Estate,Real Estate Management,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,ownerland.com,,https://logos-api.apistemic.com/domain:ownerland.com,https://img.logo.dev/ownerland.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991331SERV_GP,Warehouse Optimizers Inc,Warehouse Optimizers,WAREHOUSE OPTIMIZERS,Commercial Services,Warehouse consulting,541614,541614,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541614,"Process, Physical Distribution, and Logistics Consulting Services",Rule-Based,Final,High,Verified enrichment updated: Company Website,,warehouseoptimizers.com,,https://logos-api.apistemic.com/domain:warehouseoptimizers.com,https://img.logo.dev/warehouseoptimizers.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WARM CONSTMECH_GP,Warm Construction Llc,Warm Construction,WARM CONSTRUCTION,Construction,Commercial Construction,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,warmconstruction.com,,https://logos-api.apistemic.com/domain:warmconstruction.com,https://img.logo.dev/warmconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
WARR CTY ANMECH_GP,Warren County Animal Shelter,Warren County Animal Shelter,WARREN COUNTY ANIMAL SHELTER,Municipal / Local Government,Animal Shelter,921190,921190,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92119,Other General Government Support,921190,Other General Government Support,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,warrencounty-oh.gov,,https://logos-api.apistemic.com/domain:warrencounty-oh.gov,https://img.logo.dev/warrencounty-oh.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
WV980062SERV_GP,Washington County Commissioner,Washington County Commissioner,WASHINGTON COUNTY COMMISSIONER,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,washingtongov.org,,https://logos-api.apistemic.com/domain:washingtongov.org,https://img.logo.dev/washingtongov.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WASHINGTON CTYMECH_GP,Washington County Courthouse,Washington County Courthouse,WASHINGTON COUNTY COURTHOUSE,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,washingtoncounty.in.gov,https://stgreen.blob.core.windows.net/logos/WASHINGTON_COUNTY_COURTHOUSE.png,https://logos-api.apistemic.com/domain:washingtoncounty.in.gov,https://img.logo.dev/washingtoncounty.in.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
NV15004SERV_GP,Waters Edge Chocolates,Waters Edge Chocolates,WATERS EDGE CHOCOLATES,Commercial Services,Artisan Chocolate Manufacturing & Retail,3113,3113,Master Override,31-33,Manufacturing,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,watersedgechocolates.com,,https://logos-api.apistemic.com/domain:watersedgechocolates.com,https://img.logo.dev/watersedgechocolates.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991124SERV_GP,Watkins Road Owner Llc,Watkins Road Owner,WATKINS ROAD OWNER,Commercial Real Estate,Property ownership,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,,,,SERV_GP
DY990944SERV_GP,Watts Water - Us,Watts Water US,WATTS WATER US,Utilities,Valves and Pipe Fittings Mfg,332911,332911,Verified Enrichment,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33291,Metal Valve Manufacturing,332911,Industrial Valve Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,watts.com,,https://logos-api.apistemic.com/domain:watts.com,https://img.logo.dev/watts.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992084SERV_GP,Waupaca Foundry  Inc,Waupaca Foundry,WAUPACA FOUNDRY,Manufacturing,Metal casting,331511,331511,Master Override,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33151,Ferrous Metal Foundries,331511,Iron Foundries,Heuristic,Final,High,Verified enrichment updated: Company Website,,waupacafoundry.com,,https://logos-api.apistemic.com/domain:waupacafoundry.com,https://img.logo.dev/waupacafoundry.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991805SERV_GP,Wayfair Erlanger,Wayfair Erlanger,WAYFAIR ERLANGER,Commercial Services,E-commerce retail,454110,454110,Master Override,44-45,Retail Trade,454,,4541,,45411,,454110,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,wayfair.com,,https://logos-api.apistemic.com/domain:wayfair.com,https://img.logo.dev/wayfair.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
