BrandNormalized,Category,DEF,DEFNormalized,IsCompressedType,SegmentsN,OptionsN,UniqueOptionsN,ExampleOptionsJson,ExampleSLJson,PositionCoveragePct,AlreadyCanonicalAttribute
PALOMA,Coil,EFF,,false,1,3,3,"[""S- STD"", ""M- MED"", ""H- HI""]","[""1""]",100.0,false
PALOMA,Coil,Metering Device,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Coil,REF CONN,,false,1,1,1,"[""G- Front CONN""]","[""1""]",100.0,false
PALOMA,Coil,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Condenser,Brand,,false,1,1,1,"[""D- DUROGUARD""]","[""1""]",100.0,false
PALOMA,Condenser,EFF,,false,1,1,1,"[""G- 13 SEER""]","[""1""]",100.0,false
PALOMA,Condenser,Motor,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Condenser,PDT Class,,false,1,1,1,"[""RCU- RMT COND""]","[""3""]",100.0,false
PALOMA,Condenser,PWR,,false,1,4,4,"[""1- V2"", ""3- V3"", ""4- V4"", ""5- V5""]","[""1""]",100.0,false
PALOMA,Condenser,REF,,false,1,1,1,"[""022- R1""]","[""3""]",100.0,false
PALOMA,Condenser,Type One,,false,1,1,1,"[""L- Super HI EFF""]","[""1""]",100.0,false
PALOMA,Condenser,Type Two,,false,1,14,14,"[""B- 8-10 SEER"", ""C- 8-12 SEER"", ""F- HI EFF 10-12 SEER"", ""H- 10 SEER"", ""K- 11 SEER"", ""G- 11 to 11.49 SEER"", ""L- 12 SEER"", ""M- 12 SEER Achiever"", ""N- 13 SEER"", ""P- 14 SEER"", ""Q- 15 SEER"", ""R- 16 SEER""]","[""1""]",100.0,false
PALOMA,Condensing Furnace,AFUE,,true,1,0,0,[],"[""2""]",100.0,false
PALOMA,Condensing Furnace,Cabinet Width,,true,1,0,0,[],"[""2""]",100.0,false
PALOMA,Condensing Furnace,Configure,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Condensing Furnace,Gas Heat,,true,1,0,0,[],"[""3""]",100.0,false
PALOMA,Condensing Furnace,Motor,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Condensing Furnace,NOX,,false,1,2,2,"[""X- LNOX"", ""S- STD""]","[""1""]",100.0,false
PALOMA,Condensing Furnace,Rheem Brands,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Condensing Furnace,STG,,false,1,3,3,"[""1- SGL STG"", ""2- Two STG"", ""M- MODU""]","[""1""]",100.0,false
PALOMA,Condensing Furnace,Tons CFM,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Furnace,ARF COLG,,false,1,9,9,"[""A- HTG Only"", ""B- 1.5"", ""C- 2"", ""D- 2.5"", ""E- 3"", ""F- 3.5"", ""G- 4"", ""H- 4.5"", ""J- 5""]","[""1""]",100.0,false
PALOMA,Furnace,ARF RNG,,false,1,8,8,"[""A- HTG Only"", ""B- 500 - 750 CFM"", ""C- 760 - 930 CFM"", ""D- 940 - 1050 CFM"", ""E- 1100 - 1330 CFM"", ""F- 1210 - 1450 CFM"", ""G- 1450 - 1750 CFM"", ""J- 1800 - 2075 CFM""]","[""1""]",100.0,false
PALOMA,Furnace,BLO VARN,,false,1,4,4,"[""A- 11X6 1/2 h.p 4 SPD"", ""B- 11X7 1/2 h.p 3 SPD"", ""C- 11X10 1/2 h.p 3 SPD"", ""D- 11X10 3/4 h.p 3 SPD""]","[""1""]",100.0,false
PALOMA,Furnace,BLO WHL Size,,false,1,5,5,"[""E- 11 X 7 IN"", ""F- 12 X 7 IN"", ""G- 12 X 11 IN"", ""H- 11 X 10 IN"", ""J- 12 X 11 IN""]","[""1""]",100.0,false
PALOMA,Furnace,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
PALOMA,Furnace,Cooling Ton,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Furnace,DZN,,false,1,10,10,"[""F- MODU"", ""T- DF- HORZ"", ""R- UF"", ""J- HORZ CONG"", ""D- UF IC Draft"", ""P- HORZ Only IC Draft"", ""L- DF IC Draft"", ""M- UF MODU"", ""U- HORZ"", ""W- HORZ Wide""]","[""1""]",100.0,false
PALOMA,Furnace,HT Input,,false,1,5,5,"[""50- 50,000 BTUH"", ""75- 75,000 BTUH"", ""10- 100,000 BTUH"", ""12- 125,000 BTUH"", ""15- 150,000 BTUH""]","[""2""]",100.0,false
PALOMA,Furnace,HTG Input,,false,1,5,5,"[""05- 50,000 BTUH"", ""07- 75,000 BTUH"", ""10- 100,000 BTUH"", ""12- 125,000 BTUH"", ""15- 150,000 BTUH""]","[""2""]",100.0,false
PALOMA,Heater Kit,Heat Kit,,true,1,0,0,[],"[""2""]",100.0,false
PALOMA,Heater Kit,Revision,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Heater Kit,Rheem Voltage,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Heater Kit,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Heater Kit,Type,,false,1,1,1,"[""RXQJ- ELEC HTR Kit""]","[""4""]",100.0,false
PALOMA,Mini-Split,EFF Rating,,false,1,2,2,"[""S- 18 to 19 SEER"", ""X- 15.5 to 16.5 SEER""]","[""1""]",100.0,false
PALOMA,Mini-Split,SYS Type,,false,1,4,4,"[""V- INV"", ""X- EXTD Line Set"", ""H- HI EFF"", ""F- Flex Tech""]","[""1""]",100.0,false
PALOMA,Mini-Split,SYS Type 2,,false,1,5,5,"[""H- HI HTG"", ""Z- Zone"", ""W- WALM"", ""F- FMU"", ""C- CP CASS or Slim Duct""]","[""1""]",100.0,false
PALOMA,Oil Furnace,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
PALOMA,Package,COLG CPTY,,false,1,3,3,"[""100- 10 Tons"", ""085- 8.5 Tons"", ""075- 7.5 Tons""]","[""3""]",100.0,false
PALOMA,Package,DR,,false,1,8,8,"[""K- DD"", ""L- BD"", ""M- BD - HI ST"", ""N- BD - HI ST"", ""R- VFD BD"", ""S- VFD BD HI ST"", ""T- VFD BD HI ST"", ""V- VAR DR""]","[""1""]",100.0,false
PALOMA,Package,Future VARN,,false,1,1,1,"[""G- Clear CTRL VFD HumidiDry""]","[""1""]",100.0,false
PALOMA,Package,Gas Heat 1000,,true,1,0,0,[],"[""2""]",100.0,false
PALOMA,Package,HT CPTY,,false,1,4,4,"[""25- 250,000 MBH"", ""30- 300,000 MBH"", ""35- 350,000 MBH"", ""40- 400,000 MBH""]","[""2""]",100.0,false
PALOMA,Package,IGN,,false,1,1,1,"[""E- ELECT""]","[""1""]",100.0,false
PALOMA,Package,OPT,,false,1,2,2,"[""E- ELEC IGN"", ""N- ELEC IGN LNOX""]","[""1""]",100.0,false
PALOMA,Package,PDT Type,,false,1,1,1,"[""K- PKG GH""]","[""1""]",100.0,false
PALOMA,Package,PWR,,false,1,3,3,"[""C- V3"", ""D- V4"", ""Y- V5""]","[""1""]",100.0,false
PALOMA,Package,Platform,,false,1,2,2,"[""B- ResiPack HORZ"", ""X- ResiPack CONVT""]","[""1""]",100.0,false
PALOMA,Package,Tonnage COLG,,false,1,2,2,"[""075- 7.5 Tons"", ""100- 10 Tons""]","[""3""]",100.0,false
PALOMA,Package,Tons COLG,,false,1,5,5,"[""075- 7.5 Tons"", ""076- 7.5 Tons"", ""065- 6.5 Tons"", ""125- 12.5 Tons"", ""150- 15 Tonsout""]","[""3""]",100.0,false
PANASONIC,Mini-Split,CONN Type,,false,1,2,2,"[""X- DEL Type"", ""K- None / INT purpose""]","[""1""]",100.0,false
PANASONIC,Mini-Split,Category Tpye,,false,1,1,1,"[""K- WALM""]","[""1""]",100.0,false
PANASONIC,Mini-Split,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
PANASONIC,Mini-Split,Function,,false,1,2,2,"[""S- AC"", ""E- HP""]","[""1""]",100.0,false
PANASONIC,Mini-Split,MDL Type,,false,1,2,2,"[""S- INDR Unit"", ""U- ODR Unit""]","[""1""]",100.0,false
PANASONIC,Mini-Split,PWR,,false,1,2,2,"[""U- V2"", ""1- V1""]","[""1""]",100.0,false
PANASONIC,Mini-Split,SER,,false,1,1,1,"[""C- RES""]","[""1""]",100.0,false
PANASONIC,Mini-Split,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
PANASONIC,PAC,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
PANASONIC,PAC,Function,,false,1,6,6,"[""K- WALM"", ""U- CLG Recessed"", ""T- CLG SUSP"", ""F- CONC Duct"", ""S- AC"", ""E- HP""]","[""1""]",100.0,false
PANASONIC,PAC,MDL Type,,false,1,2,2,"[""S- INDR Unit"", ""U- ODR Unit""]","[""1""]",100.0,false
PANASONIC,PAC,PWR,,false,1,2,2,"[""U- V2"", ""1- V1""]","[""1""]",100.0,false
PANASONIC,PAC,SER,,false,1,1,1,"[""P- LRG CPTY""]","[""1""]",100.0,false
PANASONIC,PAC,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
PAYNE,Air Handler,CL Type,,false,1,3,3,"[""0- CU"", ""T- Tin-plate"", ""L- AL""]","[""1""]",100.0,false
PAYNE,Air Handler,HTG Size,,false,1,4,4,"[""---- NA"", ""005- 5 KW"", ""075- 7.5 KW"", ""011- 11 KW""]","[""3""]",100.0,false
PAYNE,Air Handler,PDT,,false,1,1,1,"[""F- FCU""]","[""1""]",100.0,false
PAYNE,Air Handler,POS,,false,1,1,1,"[""1- UF""]","[""1""]",100.0,false
PAYNE,Condenser,FI,,false,1,4,4,"[""0- Wide WG W CU CL"", ""G- Dense WG W CU CL"", ""1- Wide WG W AL Tube CL"", ""L- Dense WG W AL Tube CL""]","[""1""]",100.0,false
PAYNE,Condenser,OPT,,false,1,13,13,"[""--- None"", ""AA- Base Unit No GRL"", ""AD- LG"", ""BT- AL EVAP VYC COND"", ""CC- AL EVAP CU COND"", ""CU- CU EVAP + COND"", ""FE- ECON (3 PH Only)"", ""GP- Base unit W TNP INDR CL hairpins + SS HX"", ""GS- SS HX"", ""SE- ECON + SS HX"", ""TP- Base unit W TNP INDR CL hairpins"", ""TV- TP W VYC ODR CL""]","[""2""]",100.0,false
PAYNE,Condenser,Sales Region,,true,1,0,0,[],"[""1""]",100.0,false
PAYNE,Furnace,NOX Level,,false,1,3,3,"[""A- STD"", ""L- Low"", ""U- ULNX""]","[""1""]",100.0,false
PAYNE,Furnace,Type,,false,1,2,2,"[""480- UF IC COMB"", ""481- DF / HORZ IC COMB""]","[""3""]",100.0,false
PAYNE,Furnace,VAR,,false,1,3,3,"[""M- MP"", ""J- LNOX"", ""D- DF / HORZ""]","[""1""]",100.0,false
PAYNE,Furnace,VARN,,false,1,4,4,"[""D- DF HORZ"", ""U- UF"", ""M- MP"", ""J- LNOX""]","[""1""]",100.0,false
PAYNE,Mini-Split,APP,,false,1,1,1,"[""DH- IDU""]","[""2""]",100.0,false
PAYNE,Mini-Split,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
PAYNE,Mini-Split,IDU Type,,false,1,1,1,"[""Q- HP""]","[""1""]",100.0,false
PAYNE,Mini-Split,Max CONN,,false,1,2,2,"[""A- 1 to 1"", ""X- N/A""]","[""1""]",100.0,false
PAYNE,Mini-Split,PWR,,false,1,2,2,"[""1- V1"", ""3- V2""]","[""1""]",100.0,false
PAYNE,Mini-Split,Revision,,true,1,0,0,[],"[""1""]",100.0,false
PAYNE,Mini-Split,SER,,false,1,2,2,"[""MA- MDL"", ""MP- MDL""]","[""2""]",100.0,false
PAYNE,Mini-Split,Type,,false,1,1,1,"[""H- HI Wall""]","[""1""]",100.0,false
PAYNE,Mini-Split,VARN,,false,1,1,1,"[""A- STD""]","[""1""]",100.0,false
PAYNE,Package,Fuel,,false,1,2,2,"[""W- NG"", ""P- LP""]","[""1""]",100.0,false
PAYNE,Package,MTR,,false,1,3,3,"[""D- 1/4 h.p"", ""F- 1/2 h.p"", ""G- 3/4 or 1 h.p""]","[""1""]",100.0,false
PAYNE,Package,OPT,,false,1,13,13,"[""--- None"", ""AA- Base Unit No GRL"", ""AD- LG"", ""BT- AL EVAP VYC COND"", ""CC- AL EVAP CU COND"", ""CU- CU EVAP + COND"", ""FE- ECON"", ""GP- Base unit W TNP INDR CL hairpins + SS HX"", ""GS- SS HX"", ""SE- ECON + SS HX"", ""TP- Base unit W TNP INDR CL hairpins"", ""TV- TP W VYC ODR CL""]","[""2""]",100.0,false
PIONEER,Air Handler,CTRL Signal,,false,1,1,1,"[""2- 24 VAC""]","[""1""]",100.0,false
PIONEER,Air Handler,CTRL Type,,false,1,1,1,"[""T- STD TSTAT""]","[""1""]",100.0,false
PIONEER,Air Handler,Cooling,,true,1,0,0,[],"[""3""]",100.0,false
PIONEER,Air Handler,Energy Rating,,true,1,0,0,[],"[""2""]",100.0,false
PIONEER,Air Handler,PWR,,false,1,1,1,"[""G- V2""]","[""1""]",100.0,false
PIONEER,Air Handler,Refrigerant,Refrigerant,true,1,0,0,[],"[""1""]",100.0,true
PIONEER,Air Handler,Spec Code,,false,1,2,2,"[""I- DC INV ODR Matchable"", ""E- ECM MULT SPD""]","[""1""]",100.0,false
PIONEER,Air Handler,Unit FAM,,false,1,1,1,"[""D- Ducted Centeral Split""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,CAB,,false,1,5,5,"[""A- None"", ""B- W CAB"", ""C- CAB W Locking Door"", ""D- Front IA"", ""X- SPL""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,COMP Code,,false,1,3,3,"[""A- Tecumseh"", ""L- LG"", ""T- Toshiba""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,CTRL OPT,,false,1,17,17,"[""0- Unit MTD MCO"", ""1- Unit MTD MCO BLRL"", ""2- Unit MTD MCO W DCN SW"", ""3- Unit MTD MCO BLRL"", ""4- Unit MTD AC"", ""5- Unit MTD ACO BLRL"", ""6- Unit MTD ACO W DCN SW"", ""7- Unit MTD ACO BLRL"", ""A- RMT"", ""B- RMT Master/Slave"", ""C- RMT W DCN SW"", ""D- RMT Master/Slave W DCN SW""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,Class,,true,1,0,0,[],"[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
RETROAIRE,Water Source Console Unit,HT,,false,1,7,7,"[""0- None"", ""2- 2 KW"", ""3- 3 KW"", ""4- 4 KW"", ""5- 5 KW"", ""6- 1 Row HYDC NC VAL"", ""7- 1 Row HYDC N/O VAL""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,MDL SER,,false,1,3,3,"[""CM- Friedrich/Climate Master REPL"", ""CW- Friedrich/Climate Master “CW” / “800” REPL"", ""WM- McQuay Singer Climate CTRL WM REPL""]","[""2""]",100.0,false
RETROAIRE,Water Source Console Unit,PPG,,false,1,5,5,"[""L- LH"", ""R- RH"", ""M- Left Mono Flow"", ""N- Right Mono Flow"", ""X- SPL""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,PWR,,false,1,4,4,"[""A- V1"", ""D- V2"", ""E- 265/ V10"", ""X- SPL""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,Pipe CONN,,false,1,8,8,"[""0- SWT CONN"", ""1- Female Pipe Thread"", ""2- Male Pipe Thread"", ""3- Ball VAL + Union"", ""4- SWT CONN W CUNI H2O CL"", ""5- Female Pipe thread W CUNI H2O CL"", ""6- Male Pipe thread W CUNI H2O CL"", ""7- Ball VAL + Union W CUNI H2O CL""]","[""1""]",100.0,false
RETROAIRE,Water Source Console Unit,Refrigerant,Refrigerant,true,1,0,0,[],"[""1""]",100.0,true
REVOLV,Coil,CAB Identifier,,false,1,2,2,"[""B- 19 3/4 Width"", ""C- 22 1/2 Width""]","[""1""]",100.0,false
REVOLV,Coil,CL Type,,false,1,1,1,"[""M- MC""]","[""1""]",100.0,false
REVOLV,Coil,Configure,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Coil,Connection,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Coil,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
REVOLV,Coil,DZN,,false,1,2,2,"[""A- A CL VERT"", ""V- For B6BV AH""]","[""1""]",100.0,false
REVOLV,Coil,Metering Device,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Coil,Revision,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Coil,Type,,false,1,1,1,"[""C- MH INDR CL""]","[""1""]",100.0,false
REVOLV,Condenser,CL,,false,1,2,2,"[""M- MC"", ""C- CU""]","[""1""]",100.0,false
REVOLV,Condenser,COMP,,false,1,3,3,"[""S- SCL"", ""R- Rotary"", ""E- Recip""]","[""1""]",100.0,false
REVOLV,Condenser,Class,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Condenser,Metering Device,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Condenser,Refrigerant,Refrigerant,true,1,0,0,[],"[""1""]",100.0,true
REVOLV,Condenser,STG,,false,1,3,3,"[""1- SGL"", ""2- Two"", ""V- INV""]","[""1""]",100.0,false
REVOLV,Furnace,APP,,false,1,3,3,"[""D- DF"", ""U- UF"", ""X- CONVT DF or UF""]","[""1""]",100.0,false
REVOLV,Furnace,Brand,,false,1,1,1,"[""R- Revolv""]","[""1""]",100.0,false
REVOLV,Furnace,CAB,,false,1,2,2,"[""C- CL"", ""N- No CL""]","[""1""]",100.0,false
REVOLV,Furnace,EFF,,false,1,4,4,"[""1- 80% AFUE"", ""4- 92% AFUE"", ""7- 95% AFUE"", ""9- 100% ELEC""]","[""1""]",100.0,false
REVOLV,Furnace,Energy Source,,false,1,3,3,"[""E- ELEC"", ""G- Gas"", ""O- Oil""]","[""1""]",100.0,false
REVOLV,Furnace,Heat Kit,,true,1,0,0,[],"[""2""]",100.0,false
REVOLV,Furnace,Tons CFM,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Package,APP,,false,1,2,2,"[""RP- AC PKG Unit"", ""RQ- HP PKG Unit""]","[""2""]",100.0,false
REVOLV,Package,Connection,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Package,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
REVOLV,Package,Energy Rating,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Package,Metering Device,,true,1,0,0,[],"[""1""]",100.0,false
REVOLV,Package,PWR,,false,1,5,5,"[""C- V3"", ""D- V4"", ""E- 220/240-1-50"", ""G- V22"", ""K- V2""]","[""1""]",100.0,false
REVOLV,Package,Revision,,true,1,0,0,[],"[""1""]",100.0,false
REZNOR,Coil,CAB Size,,false,1,3,3,"[""A- 38 x 23 x 27 W-D-H IN"", ""B- 50 x 23 x 27 W-D-H IN"", ""C- 50 x 36 x 33 W-D-H IN""]","[""1""]",100.0,false
REZNOR,Coil,Class,,true,1,0,0,[],"[""2""]",100.0,false
REZNOR,Coil,Configure,,true,1,0,0,[],"[""1""]",100.0,false
REZNOR,Coil,Cooling,,true,1,0,0,[],"[""3""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,CONF,,false,1,2,2,"[""S- D SER SGL"", ""T- D SER Dual""]","[""1""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,Compressor h.p,,true,1,0,0,[],"[""2""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,Type,,false,1,1,1,"[""R- ARCD COND""]","[""1""]",100.0,false
SAFEAIR TECHNOLOGY,Mini-Split,Heat Capacity,,false,1,3,3,"[""-- NA"", ""0- NA"", ""5- 5 KW""]","[""1""]",100.0,false
SAFEAIR TECHNOLOGY,Mini-Split,Heat Type,,false,1,9,9,"[""- NA"", ""1- 10 KW"", ""5- 5 KW"", ""E- ELEC General Purpose"", ""X- ELEC Explosion Proof"", ""P- HP No AUX"", ""A- HP W AUX HT"", ""W- H2O"", ""S- STM""]","[""1""]",100.0,false
SAMSUNG,Air Handler,Class,,true,1,0,0,[],"[""2""]",100.0,false
SAMSUNG,Air Handler,Cooling,,true,1,0,0,[],"[""3""]",100.0,false
SAMSUNG,Air Handler,Feature 1,,false,1,11,11,"[""A- Inv + Side + General TEMP"", ""C- CLG"", ""L- LSP Duct"", ""M- MSP Duct"", ""H- HSP Duct"", ""S- Inv + Side + Low TEMP"", ""Q- Inv + Side + Tropical TEMP"", ""R- Non Inv + Side + Tropical TEMP"", ""4- 4-WAY CASS Only"", ""M- MSP Duct Only"", ""Z- MULT POS AH""]","[""1""]",100.0,false
SAMSUNG,Air Handler,Feature 2,,false,1,7,7,"[""F- Flagship"", ""P- PRM"", ""S- STD"", ""D- DEL"", ""C- DEL + Low TEMP"", ""T- DEL + Tropical"", ""R- PRM + Tropical""]","[""1""]",100.0,false
SAMSUNG,Air Handler,Mode,,false,1,4,4,"[""H- HP R2"", ""C- AC R2"", ""E- HP R1"", ""D- AC R1""]","[""1""]",100.0,false
SAMSUNG,Air Handler,PWR,,false,1,2,2,"[""C- V2"", ""H- 400-1-60""]","[""1""]",100.0,false
SAMSUNG,Air Handler,Type,,false,1,4,4,"[""N- IDU (NASA)"", ""B- IDU (Non-NASA)"", ""X- ODU (NASA)"", ""C- ODU (Non-NASA)""]","[""1""]",100.0,false
SAMSUNG,Air Handler,Version,,false,1,5,5,"[""F- 2013"", ""H- 2014"", ""J- 2015"", ""K- 2016"", ""L- 2017""]","[""1""]",100.0,false
SAMSUNG,Mini-Split,Class,,true,1,0,0,[],"[""1""]",100.0,false
SAMSUNG,Mini-Split,Color,,false,1,4,4,"[""WK- Twilight White"", ""WQ- DA White"", ""UR- Blue"", ""GM- Gray""]","[""2""]",100.0,false
SAMSUNG,Mini-Split,DZN,,false,1,8,8,"[""A- Wind-Free 2.0"", ""C- Wind-Free Airise"", ""D- Pearl"", ""S- Max HT"", ""P- Quantum"", ""X- Wind-Free"", ""Y- Quantum 2.0"", ""Z- Airise""]","[""1""]",100.0,false
SAMSUNG,Mini-Split,Feature1/Notation,,false,1,8,8,"[""A- Inv+Side+General TEMP"", ""B- Non Inv+Side+General TEMP"", ""L- Slim duct"", ""J- FJM"", ""M- DVM S ECON"", ""N- 4-Way CASS"", ""V- DVM S"", ""W- DVM S H2O""]","[""1""]",100.0,false
SAMSUNG,Mini-Split,Feature2/Type,,false,1,10,10,"[""F- STD +Tropical+Non MOD"", ""S- STD"", ""D- DEL"", ""P- PRM"", ""A- STD"", ""H- HI EFF"", ""2- 2 Room"", ""3- 3 Room"", ""4- 4 Room"", ""5- 5 Room""]","[""1""]",100.0,false
SAMSUNG,Mini-Split,Set,,false,1,3,3,"[""N- IDU"", ""X- ODU"", ""/- Set""]","[""1""]",100.0,false
SAMSUNG,Mini-Split,V / Characteristics,,false,1,8,8,"[""A- V1 No Virus Doctor"", ""C- Motion Detect SEN + Wi-Fi + Tricare FLT"", ""E- Wi-Fi + Tricare FLT"", ""F- V2 NO Virus Doctor Wi-Fi"", ""H- Not Listed"", ""S- V2 Virus Doctor"", ""Z- V1 Virus Doctor"", ""W- 208/2301-60 No Virus Doctor""]","[""1""]",100.0,false
SANYO,Mini-Split,OPT,,false,1,2,2,"[""S- WRL RMT CTRL"", ""H- HTR""]","[""1""]",100.0,false
SANYO,Mini-Split,Zones,,false,1,2,2,"[""M- Muliti-Zone"", ""S- SGL""]","[""1""]",100.0,false
SEASONS 4,Custom,"CFM x 1,000",,true,1,0,0,[],"[""2""]",100.0,false
SEASONS 4,Custom,Compressors,,true,1,0,0,[],"[""1""]",100.0,false
SEASONS 4,Custom,Cooling Ton,,true,1,0,0,[],"[""3""]",100.0,false
SEASONS 4,Custom,HGT,,false,1,3,3,"[""F- 77 IN"", ""J- 96 IN"", ""K- 101 IN""]","[""1""]",100.0,false
SEASONS 4,Custom,HTG,,false,1,10,10,"[""0.0- 000,000 BTUH"", ""1.0- 100,000 BTUH"", ""2.0- 200,000 BTUH"", ""3.0- 300,000 BTUH"", ""4.0- 400,000 BTUH"", ""5.0- 500,000 BTUH"", ""6.0- 600,000 BTUH"", ""7.0- 700,000 BTUH"", ""8.0- 800,000 BTUH"", ""9.0- 900,000 BTUH""]","[""3""]",100.0,false
SEASONS 4,Custom,HTG MED,,false,1,9,9,"[""N- NG"", ""O- Oil"", ""P- LP"", ""R- ELEC Open CL RESIS HT"", ""S- ELEC Spiral Finned"", ""W- HH2O"", ""1- 0 to 5 psig"", ""2- 5.1 to 15 psig STM"", ""3- 15.1 psig STM or higher""]","[""1""]",100.0,false
SEASONS 4,Custom,Length in Feet X 1,,true,1,0,0,[],"[""1""]",100.0,false
SEASONS 4,Custom,Length in Feet X 10,,true,1,0,0,[],"[""1""]",100.0,false
SEASONS 4,Custom,Style,,false,1,8,8,"[""1- Supermarket"", ""2- Contract Mfg"", ""3- Custom (New)"", ""4- Supermarket REPL"", ""5- Clean Room"", ""6- Custom ( REPL )"", ""8- AH (New)"", ""9- AH ( REPL )""]","[""1""]",100.0,false
SEASONS 4,Custom,Style 2,,false,1,13,13,"[""A- AH"", ""B- COND"", ""C- Custom CONF Unit"", ""D- Dual Duct RT"", ""E- ERV"", ""H- Dual Path"", ""J- Desiccant Unit"", ""K- Dual WHL"", ""M- Multizone Unit"", ""R- REV ARF"", ""S- SGL Duct"", ""V- Side Vestibule""]","[""1""]",100.0,false
SEASONS 4,Custom,Type of HT,,false,1,11,11,"[""B- HH2O BLR W AC"", ""C- AC"", ""D- Gas Duct FURN"", ""E- ELEC HTR"", ""F- DRF Gas Burner"", ""H- HH2O CL"", ""M- HI Turndown PWR Burner"", ""P- PWR Burner"", ""S- STM CL"", ""T- TUBR GH"", ""X- None""]","[""1""]",100.0,false
SEASONS 4,Custom,Width,,false,1,3,3,"[""F- 77 IN"", ""J- 96 IN"", ""K- 101 IN""]","[""1""]",100.0,false
SKIL-AIRE,Air Handler,HTG Area,,false,1,7,7,"[""1400- 1400 Square Feet"", ""1500- 1500 Square Feet"", ""1800- 1800 Square Feet"", ""2000- 2000 Square Feet"", ""2700- 2700 Square Feet"", ""3000- 3000 Square Feet"", ""4000- 4000 Square Feet""]","[""4""]",100.0,false
SKIL-AIRE,Air Handler,PWR,,false,1,3,3,"[""1- V2"", ""3- V3"", ""4- V4""]","[""1""]",100.0,false
SKIL-AIRE,Air Handler,Type,,false,1,1,1,"[""NU- THRM Mass HTR""]","[""2""]",100.0,false
SKIL-AIRE,Package,OPT,,false,1,1,1,"[""HP- HP""]","[""2""]",100.0,false
SKYAIR,Mini-Split,Compatibility,,false,1,1,1,"[""U- USA""]","[""1""]",100.0,false
SKYAIR,Mini-Split,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
SKYAIR,Mini-Split,EFF / Type,,false,1,3,3,"[""S- HI"", ""Q- R2 HP"", ""R- R2 AC""]","[""1""]",100.0,false
SKYAIR,Mini-Split,PWR SUP,,false,1,1,1,"[""VJ- V2""]","[""2""]",100.0,false
SKYAIR,Mini-Split,Revision,,true,1,0,0,[],"[""1""]",100.0,false
SKYAIR,Mini-Split,Type,,false,1,1,1,"[""R- ODU""]","[""1""]",100.0,false
SKYAIR,Mini-Split,Type/Brand,,false,1,3,3,"[""X- HP"", ""K- AC"", ""Z- SkyAir""]","[""1""]",100.0,false
SPACEPAK,Condenser,Revision,,true,1,0,0,[],"[""1""]",100.0,false
SPACEPAK,Condenser,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
SUN,Package,Class,,true,1,0,0,[],"[""1""]",100.0,false
SUN,Package,Configure,,true,1,0,0,[],"[""1""]",100.0,false
SUN,Package,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
SUN,Package,EFF,,false,1,1,1,"[""H- HI EFF""]","[""1""]",100.0,false
SUN,Package,ELEC,,false,1,2,2,"[""N- TERM Block"", ""C- CB""]","[""1""]",100.0,false
