Customer Name,Customer Number,Customer Key,Source,Last Billing Date (Any Stream)
Quantum Investment & Management,CN991066,CN991066SERV_GP,SERV_GP,2021-08-06 00:00:00
"Quantum Investments & Mgmt, Llc",QUANTUM INV,QUANTUM INVMECH_GP,MECH_GP,2009-11-01 00:00:00
Quebecor World,QUEBECOR,QUEBECORMECH_GP,MECH_GP,2005-07-01 00:00:00
Quest Diagnostics - Louisville,LV990303,LV990303SERV_GP,SERV_GP,2025-03-01 00:00:00
Questar,CN992067,CN992067SERV_GP,SERV_GP,2025-09-26 00:00:00
R & R Properties,TN991317,TN991317SERV_GP,SERV_GP,2020-12-23 00:00:00
R.H. Sinclair Construction Co. Inc.,RH SINCLAIR,RH SINCLAIRMECH_GP,MECH_GP,2008-06-01 00:00:00
R.J. Beischel Building Company,BEISCHEL BUILDI,BEISCHEL BUILDIMECH_GP,MECH_GP,2016-06-01 00:00:00
Ra Phillips Industries Inc,CN992345,CN992345SERV_GP,SERV_GP,2025-07-01 00:00:00
Radius Construction,RADIUS CONST,RADIUS CONSTMECH_GP,MECH_GP,2013-01-01 00:00:00
Radius Construction Co Inc,CN992202,CN992202SERV_GP,SERV_GP,2022-12-12 00:00:00
Rainbow Restoration,CN992321,CN992321SERV_GP,SERV_GP,2025-11-20 00:00:00
Raleigh General Hospital C/O Jones Lang Lasalle Americas Inc,WV990304,WV990304SERV_GP,SERV_GP,2026-01-01 00:00:00
Ramsey Pike Llc,WV990309,WV990309SERV_GP,SERV_GP,2025-10-14 00:00:00
Ramsey'S,LX990430,LX990430SERV_GP,SERV_GP,2023-08-08 00:00:00
Raven Commercial Group,IN990488,IN990488SERV_GP,SERV_GP,2025-04-10 00:00:00
Rawlings Foundation,LV990404,LV990404SERV_GP,SERV_GP,2023-12-22 00:00:00
Rawlings Group,LV990442,LV990442SERV_GP,SERV_GP,2024-02-15 00:00:00
Raymond James,CN991384,CN991384SERV_GP,SERV_GP,2022-09-01 00:00:00
Raypak,WV990270,WV990270SERV_GP,SERV_GP,2022-04-04 00:00:00
Rdj Cole Properties Llc,TN991684,TN991684SERV_GP,SERV_GP,2025-11-01 00:00:00
Real Estate Place Council Of Co Owners,LV990163,LV990163SERV_GP,SERV_GP,2023-06-01 00:00:00
"Real Estate Resources, Inc",WV990305,WV990305SERV_GP,SERV_GP,2026-01-01 00:00:00
Rebco Electric Llc,REBCO ELECTRIC,REBCO ELECTRICMECH_GP,MECH_GP,2026-01-01 00:00:00
Recovery Point Of Huntington,WV990272,WV990272SERV_GP,SERV_GP,2025-12-03 00:00:00
Red Bull Distribution Center,CN991375,CN991375SERV_GP,SERV_GP,2023-05-01 00:00:00
"Reece-Campbell, Inc.",REEC,REECMECH_GP,MECH_GP,2010-07-01 00:00:00
Reed Contracting Group,REED CONTRACT,REED CONTRACTMECH_GP,MECH_GP,2023-12-01 00:00:00
Reeds Jewelers,LX990481,LX990481SERV_GP,SERV_GP,2024-11-27 00:00:00
Refresco Beverages Us Inc,DY991095,DY991095SERV_GP,SERV_GP,2025-12-04 00:00:00
Regal Power,CN992161,CN992161SERV_GP,SERV_GP,2022-11-11 00:00:00
Regal Rexnord,CN992378,CN992378SERV_GP,SERV_GP,2025-12-02 00:00:00
Regency,CN990452,CN990452SERV_GP,SERV_GP,2025-12-29 00:00:00
Regency Properties,LV990501,LV990501SERV_GP,SERV_GP,2025-09-01 00:00:00
Regency West Virginia Ventures Ll,WV990185,WV990185SERV_GP,SERV_GP,2025-12-30 00:00:00
Regeneration Bond Hill School,CN992256,CN992256SERV_GP,SERV_GP,2023-10-04 00:00:00
Reily Foods Company,TN991828,TN991828SERV_GP,SERV_GP,2025-11-17 00:00:00
Reinhart Food Service Johnson City,TN991868,TN991868SERV_GP,SERV_GP,2020-12-01 00:00:00
Reinhart Foodservice Llc,TN991865,TN991865SERV_GP,SERV_GP,2025-11-01 00:00:00
Rejay Group Llc,TN992107,TN992107SERV_GP,SERV_GP,2022-09-28 00:00:00
Reliable Transmission Service,IN990322,IN990322SERV_GP,SERV_GP,2025-08-01 00:00:00
Remax,LV990144,LV990144SERV_GP,SERV_GP,2022-12-01 00:00:00
Remote Area Medical Hq,TN992237,TN992237SERV_GP,SERV_GP,2026-01-01 00:00:00
Renewal By Andersen,LV990152,LV990152SERV_GP,SERV_GP,2021-06-01 00:00:00
Resicom Development,DY991039,DY991039SERV_GP,SERV_GP,2023-02-03 00:00:00
Residence Inn,CN991933,CN991933SERV_GP,SERV_GP,2021-02-22 00:00:00
Residence Inn Hotel Partners,RESIDENCE INN,RESIDENCE INNMECH_GP,MECH_GP,2018-06-01 00:00:00
Resista-Temps,IN990138,IN990138SERV_GP,SERV_GP,2023-04-01 00:00:00
Resource Label Group,NV00158,NV00158SERV_GP,SERV_GP,2025-03-21 00:00:00
Resultant,IN990413,IN990413SERV_GP,SERV_GP,2025-01-14 00:00:00
Resurrection Mason United Methodist Church,CN992350,CN992350SERV_GP,SERV_GP,2025-08-22 00:00:00
Revere Plastics Systems Llc Clyde,LV990394,LV990394SERV_GP,SERV_GP,2023-09-07 00:00:00
Rexarc International Inc,DY991143,DY991143SERV_GP,SERV_GP,2026-01-01 00:00:00
Reynolds Farm Equipment,IN990373,IN990373SERV_GP,SERV_GP,2025-10-01 00:00:00
Rg Properties,RG PROPERTIES,RG PROPERTIESMECH_GP,MECH_GP,2014-09-01 00:00:00
"Rgbs Enterprises, Inc.",RGBS,RGBSMECH_GP,MECH_GP,2017-03-01 00:00:00
Rh Sinclair Construction,TN991233,TN991233SERV_GP,SERV_GP,2021-03-12 00:00:00
Rhinegeist,RHINEGEIST,RHINEGEISTMECH_GP,MECH_GP,2019-11-01 00:00:00
Rich Products Corporation,TN991786,TN991786SERV_GP,SERV_GP,2024-07-15 00:00:00
Rich Products Gallatin,NV15084,NV15084SERV_GP,SERV_GP,2026-01-01 00:00:00
Richmond Auto Parts Technology Inc,LX990367,LX990367SERV_GP,SERV_GP,2025-10-09 00:00:00
Richwood Building One Llc,CN992268,CN992268SERV_GP,SERV_GP,2025-10-01 00:00:00
Richwood Building Two Llc,CN992269,CN992269SERV_GP,SERV_GP,2025-10-01 00:00:00
"Ricor Investment Management, Inc.",RICOR INVEST,RICOR INVESTMECH_GP,MECH_GP,2016-07-01 00:00:00
"Ridge K, Llc",RIDGE K LLC,RIDGE K LLCMECH_GP,MECH_GP,2011-03-01 00:00:00
"Riegler Blacktop, Inc",LEN RIEGLER,LEN RIEGLERMECH_GP,MECH_GP,2026-01-01 00:00:00
Ritchie Mechanical Llc,RITCHIEMECHANIC,RITCHIEMECHANICMECH_GP,MECH_GP,2024-10-01 00:00:00
Rite Boiler,RITE BOILER,RITE BOILERMECH_GP,MECH_GP,2019-01-01 00:00:00
Ritetrack,CN990664,CN990664SERV_GP,SERV_GP,2025-11-10 00:00:00
Riteway Plumbing And Heating,IN990520,IN990520SERV_GP,SERV_GP,2025-11-28 00:00:00
Ritway Inc,TN200212,TN200212SERV_GP,SERV_GP,2024-01-03 00:00:00
Rivendell Health Behavorial Health Services,NV15011,NV15011SERV_GP,SERV_GP,2024-02-29 00:00:00
River City Builders,LX200602,LX200602SERV_GP,SERV_GP,2023-01-19 00:00:00
Riverhills Healthcare,CN991793,CN991793SERV_GP,SERV_GP,2025-11-01 00:00:00
Riverside Baptist Church,TN991217,TN991217SERV_GP,SERV_GP,2025-10-01 00:00:00
Riverside Industrial Inc,CN990949,CN990949SERV_GP,SERV_GP,2022-11-15 00:00:00
Riverside Industrial Services,RIVERSIDE INDUS,RIVERSIDE INDUSMECH_GP,MECH_GP,2016-03-01 00:00:00
Rivertown Brewing Co,RIVERTOWN BREW,RIVERTOWN BREWMECH_GP,MECH_GP,2017-07-01 00:00:00
Rivian,LV990437,LV990437SERV_GP,SERV_GP,2024-12-06 00:00:00
Rmr Louisville Llc,LV990301,LV990301SERV_GP,SERV_GP,2025-12-01 00:00:00
Rns Properties,CN992014,CN992014SERV_GP,SERV_GP,2021-10-13 00:00:00
Rns Properties Ii,CN992015,CN992015SERV_GP,SERV_GP,2021-08-03 00:00:00
Roadhouse Depot Brewing,DY991042,DY991042SERV_GP,SERV_GP,2022-02-17 00:00:00
Robert Bosch Automotive,CN991413,CN991413SERV_GP,SERV_GP,2023-04-30 00:00:00
Robert Bosch Automotive Steering Llc,ROBERT BOSCH,ROBERT BOSCHMECH_GP,MECH_GP,2018-06-01 00:00:00
Robert G Campbell & Associates,TN992001,TN992001SERV_GP,SERV_GP,2025-10-14 00:00:00
Robert Seago,CN992164,CN992164SERV_GP,SERV_GP,2024-08-06 00:00:00
"Robert W. Baird & Co., Inc",DY991060,DY991060SERV_GP,SERV_GP,2025-09-01 00:00:00
Rock Of Israel,CN991986,CN991986SERV_GP,SERV_GP,2024-11-20 00:00:00
Rockford Construction,TN992219,TN992219SERV_GP,SERV_GP,2025-06-13 00:00:00
Rockquest,CN992098,CN992098SERV_GP,SERV_GP,2020-12-06 00:00:00
Rock-Tenn Company,LX980046,LX980046SERV_GP,SERV_GP,2024-12-01 00:00:00
Rocky Top Nutrition - Billing,TN992009,TN992009SERV_GP,SERV_GP,2021-06-16 00:00:00
Rocky Top Sports World,TN991742,TN991742SERV_GP,SERV_GP,2025-11-01 00:00:00
Rohm & Haas,ROHM & HAAS,ROHM & HAASMECH_GP,MECH_GP,2006-07-01 00:00:00
"Rookwood Encore Apartments, Llc",ROOKWOOD ENCORE,ROOKWOOD ENCOREMECH_GP,MECH_GP,2021-06-01 00:00:00
"Rookwood Hotel Partners Ii, Llc",ROOKWOOD,ROOKWOODMECH_GP,MECH_GP,2021-04-01 00:00:00
Rough Brothers,CN991870,CN991870SERV_GP,SERV_GP,2025-11-01 00:00:00
Rouse Companies,LX990300,LX990300SERV_GP,SERV_GP,2021-05-20 00:00:00
Rowan County Fiscal Court,LX990421,LX990421SERV_GP,SERV_GP,2025-10-10 00:00:00
"Roy Jorgenson Associates, Inc",ROY JORGENSON,ROY JORGENSONMECH_GP,MECH_GP,2010-01-01 00:00:00
Royal Canin North America,DY991144,DY991144SERV_GP,SERV_GP,2026-01-01 00:00:00
Royal Services,LX990371,LX990371SERV_GP,SERV_GP,2025-10-01 00:00:00
"Rpc Mechanical, Inc.",RPC MECHANICAL,RPC MECHANICALMECH_GP,MECH_GP,2005-10-01 00:00:00
"Rrhiq, Llc",DY991047,DY991047SERV_GP,SERV_GP,2025-06-19 00:00:00
Rsc Mechanical,WV990260,WV990260SERV_GP,SERV_GP,2024-09-21 00:00:00
Rubber-Seal Products,DY990917,DY990917SERV_GP,SERV_GP,2025-09-17 00:00:00
Rudd Equipment,CN991865,CN991865SERV_GP,SERV_GP,2026-01-09 00:00:00
Rue Gilt Groupe,LV990532,LV990532SERV_GP,SERV_GP,2025-12-08 00:00:00
Rural/Metro Corporation,TN950418,TN950418SERV_GP,SERV_GP,2022-12-25 00:00:00
Rush Enterprises,RUSH,RUSHMECH_GP,MECH_GP,2016-10-01 00:00:00
Rush Truck Centers,CN991153,CN991153SERV_GP,SERV_GP,2025-11-01 00:00:00
Rustici Software,NV15063,NV15063SERV_GP,SERV_GP,2025-11-01 00:00:00
Ryan Fire Protection,IN990238,IN990238SERV_GP,SERV_GP,2025-09-01 00:00:00
Ryan Remodeling,RYAN REMOD,RYAN REMODMECH_GP,MECH_GP,2007-04-01 00:00:00
Ryan'S All Glass,CN992228,CN992228SERV_GP,SERV_GP,2023-04-24 00:00:00
Ryan'S All Glass,RYANS,RYANSMECH_GP,MECH_GP,2026-01-01 00:00:00
Ryder Logistics - #6517,LV990494,LV990494SERV_GP,SERV_GP,2025-05-23 00:00:00
Ryder Logistics - Buckner Ky,LV990373,LV990373SERV_GP,SERV_GP,2021-04-01 00:00:00
Sa Recycling Llc,TN000401,TN000401SERV_GP,SERV_GP,2025-11-01 00:00:00
Sacred Heart Cathedral,TN200215,TN200215SERV_GP,SERV_GP,2025-12-30 00:00:00
Saint Andrew'S Sewanee School,NV00029,NV00029SERV_GP,SERV_GP,2021-06-01 00:00:00
Saint James Episcopal Church,CN991456,CN991456SERV_GP,SERV_GP,2024-02-22 00:00:00
Saint James Episcopal Church,ST JAMES EPISCO,ST JAMES EPISCOMECH_GP,MECH_GP,2013-07-01 00:00:00
Saint William,SAINT WILLIAM,SAINT WILLIAMMECH_GP,MECH_GP,2020-12-01 00:00:00
Saks.Com,NV00147,NV00147SERV_GP,SERV_GP,2023-04-01 00:00:00
Salon Lofts,CN991327,CN991327SERV_GP,SERV_GP,2023-07-31 00:00:00
Salt And Light Salon & Spa,CN992152,CN992152SERV_GP,SERV_GP,2025-11-01 00:00:00
Sam Ash Music,CN990743,CN990743SERV_GP,SERV_GP,2024-03-20 00:00:00
Sam'S Club Fc9475,DY990980,DY990980SERV_GP,SERV_GP,2023-03-31 00:00:00
Samuel Adams Brewing Co Ltd C/O The Boston Beer Company,CN991519,CN991519SERV_GP,SERV_GP,2024-05-01 00:00:00
Sandor Development,IN990166,IN990166SERV_GP,SERV_GP,2026-01-01 00:00:00
Sandpiper Data Systems,SANDPIPER,SANDPIPERMECH_GP,MECH_GP,2013-12-01 00:00:00
Sandvik,SANDVIK,SANDVIKMECH_GP,MECH_GP,2013-09-01 00:00:00
Sandvik - Abc,CN990573,CN990573SERV_GP,SERV_GP,2025-12-03 00:00:00
Sandwich Squad Inc,LX990455,LX990455SERV_GP,SERV_GP,2025-10-06 00:00:00
Sargent & Greenleaf,LX990130,LX990130SERV_GP,SERV_GP,2025-09-29 00:00:00
Satco,CN992040,CN992040SERV_GP,SERV_GP,2026-01-01 00:00:00
Satco,LV990411,LV990411SERV_GP,SERV_GP,2022-01-31 00:00:00
Savor Seasonings,CN991811,CN991811SERV_GP,SERV_GP,2022-07-02 00:00:00
Sayre School,LX990354,LX990354SERV_GP,SERV_GP,2025-12-09 00:00:00
Sazerac Of Indiana Llc,LV990388,LV990388SERV_GP,SERV_GP,2024-01-01 00:00:00
"Scenic Industries, Llc",TN992227,TN992227SERV_GP,SERV_GP,2025-08-11 00:00:00
Scgiv - Karch'S Crossing Llc,TN991950,TN991950SERV_GP,SERV_GP,2022-05-10 00:00:00
Scgix-Harvest Towne Llc,TN992025,TN992025SERV_GP,SERV_GP,2021-10-08 00:00:00
"Scgvi - Washington Market, Llc",TN991713,TN991713SERV_GP,SERV_GP,2024-07-05 00:00:00
"Schaad Commercial Investments, Sci",TN992209,TN992209SERV_GP,SERV_GP,2025-04-30 00:00:00
Schaad Companies,TN992056,TN992056SERV_GP,SERV_GP,2025-12-15 00:00:00
"Schenker Logistics, Suite A",CN991996,CN991996SERV_GP,SERV_GP,2023-03-25 00:00:00
Schueler Group Construction,SCHUELER,SCHUELERMECH_GP,MECH_GP,2020-03-01 00:00:00
Schumacher Dugan,CN930068,CN930068SERV_GP,SERV_GP,2025-09-01 00:00:00
Schumacher Dugan Construction,SCHU,SCHUMECH_GP,MECH_GP,2026-01-01 00:00:00
Sci C/O Nai Koella Rm Moore,TN992216,TN992216SERV_GP,SERV_GP,2026-01-01 00:00:00
Scos C/O Nai,TN992202,TN992202SERV_GP,SERV_GP,2025-12-09 00:00:00
Seagrove Properties,LV990150,LV990150SERV_GP,SERV_GP,2022-06-01 00:00:00
Seapine Software,SEAPINE SOFTWAR,SEAPINE SOFTWARMECH_GP,MECH_GP,2013-07-01 00:00:00
Sehlhorst Equipment Services,SEHLHORST EQUIP,SEHLHORST EQUIPMECH_GP,MECH_GP,2016-02-01 00:00:00
Sentinel Amazon I Llc,WV990255,WV990255SERV_GP,SERV_GP,2026-01-01 00:00:00
Sequojah Hills Presbyterian Church,TN992093,TN992093SERV_GP,SERV_GP,2024-09-17 00:00:00
Serta Simmons Bedding,CN991820,CN991820SERV_GP,SERV_GP,2025-07-01 00:00:00
Service Management Systems,TF990006,TF990006SERV_GP,SERV_GP,2025-04-17 00:00:00
Service Wholesale Inc.,CN991148,CN991148SERV_GP,SERV_GP,2021-03-01 00:00:00
"Service Wholesale, Inc",SERVICE WHOLESA,SERVICE WHOLESAMECH_GP,MECH_GP,2010-03-01 00:00:00
Sese Industrial Services Us Corp,TN992092,TN992092SERV_GP,SERV_GP,2024-02-01 00:00:00
Seven Hills School,SEVEN HILLS SCH,SEVEN HILLS SCHMECH_GP,MECH_GP,2012-10-01 00:00:00
"Sevierville Forks Partners, Llc",TN992034,TN992034SERV_GP,SERV_GP,2022-02-22 00:00:00
Sew Eurodrive,DY991134,DY991134SERV_GP,SERV_GP,2024-12-05 00:00:00
Shares Inc,IN990510,IN990510SERV_GP,SERV_GP,2025-08-26 00:00:00
Sharonville Chamber Of Commerce,CN992126,CN992126SERV_GP,SERV_GP,2021-07-07 00:00:00
Shaub Construction Company Inc,LV990469,LV990469SERV_GP,SERV_GP,2025-10-01 00:00:00
"Shaw Industries Group, Inc",CN992047,CN992047SERV_GP,SERV_GP,2024-12-11 00:00:00
Shaw Plant Ij,TN992162,TN992162SERV_GP,SERV_GP,2025-09-16 00:00:00
Shelbyky Tourism Commission & Visitors Bureau,LV990459,LV990459SERV_GP,SERV_GP,2023-10-26 00:00:00
Sherwin Williams,SHERWIN,SHERWINMECH_GP,MECH_GP,2016-04-01 00:00:00
"Sherwood Midwest, Llc",CN991901,CN991901SERV_GP,SERV_GP,2025-09-01 00:00:00
Shoals Technologies Group,NV00168,NV00168SERV_GP,SERV_GP,2022-02-28 00:00:00
"Shoffner Kalthoff Mes, Inc.",TN992115,TN992115SERV_GP,SERV_GP,2023-12-21 00:00:00
"Shook, Inc.","SHOOK, INC.","SHOOK, INC.MECH_GP",MECH_GP,2007-01-01 00:00:00
Shoot Point Blank,CN991481,CN991481SERV_GP,SERV_GP,2021-04-06 00:00:00
Shoot Point Blank,DY990934,DY990934SERV_GP,SERV_GP,2021-03-01 00:00:00
"Sibcy Cline, Inc.",CN991837,CN991837SERV_GP,SERV_GP,2024-09-27 00:00:00
Siemens Mobility Inc,LV990093,LV990093SERV_GP,SERV_GP,2025-10-01 00:00:00
Sigs Sportsplex,TF990007,TF990007SERV_GP,SERV_GP,2025-10-01 00:00:00
Sika Automotive Kentucky Llc,LX990394,LX990394SERV_GP,SERV_GP,2025-11-01 00:00:00
Silco Fire & Security Cincinnati,CN992204,CN992204SERV_GP,SERV_GP,2025-11-01 00:00:00
Silco Fire And Security - Centerville,DY991061,DY991061SERV_GP,SERV_GP,2024-06-01 00:00:00
Simply Power Yoga,CN992010,CN992010SERV_GP,SERV_GP,2022-09-28 00:00:00
Sims Metal,LX990423,LX990423SERV_GP,SERV_GP,2025-11-06 00:00:00
Singleton Companies,IN990419,IN990419SERV_GP,SERV_GP,2025-10-17 00:00:00
Sinomax East Inc,NV15108,NV15108SERV_GP,SERV_GP,2025-11-20 00:00:00
Skeens Warehouse Services,CN992324,CN992324SERV_GP,SERV_GP,2025-12-12 00:00:00
Ski Holdings Llc Dba Two Maids Of Lexington,LX990433,LX990433SERV_GP,SERV_GP,2023-03-29 00:00:00
Skico Llc,LX990444,LX990444SERV_GP,SERV_GP,2023-05-03 00:00:00
Skilled Trades,SKILLED TRADES,SKILLED TRADESMECH_GP,MECH_GP,2025-11-01 00:00:00
Skyline Chili,CN992295,CN992295SERV_GP,SERV_GP,2024-06-20 00:00:00
Sl Tennessee Llc,TN991231,TN991231SERV_GP,SERV_GP,2025-01-14 00:00:00
Slamdot,TN992226,TN992226SERV_GP,SERV_GP,2025-10-03 00:00:00
"Sleep Outfitters Outlet, Llc",IN990284,IN990284SERV_GP,SERV_GP,2023-04-01 00:00:00
Slice Of Stainless,CN991987,CN991987SERV_GP,SERV_GP,2021-08-24 00:00:00
Smart Technologies Ulc,IN990320,IN990320SERV_GP,SERV_GP,2024-08-01 00:00:00
Smc Corporation Of America,IN990181,IN990181SERV_GP,SERV_GP,2026-01-05 00:00:00
Smobee,LX990434,LX990434SERV_GP,SERV_GP,2023-05-16 00:00:00
Sms Holdings Corporation,NV00010,NV00010SERV_GP,SERV_GP,2025-12-16 00:00:00
Smurfit-Stone Corporation,SMURFIT STONE,SMURFIT STONEMECH_GP,MECH_GP,2005-08-01 00:00:00
"Snyder'S Lance, Inc",IN990267,IN990267SERV_GP,SERV_GP,2021-05-01 00:00:00
Soaring Eagle Lodge Master Association,WV990187,WV990187SERV_GP,SERV_GP,2025-10-21 00:00:00
"Sobieski, John",TN991763,TN991763SERV_GP,SERV_GP,2025-10-23 00:00:00
Soho House Nashville,NV15034,NV15034SERV_GP,SERV_GP,2025-09-01 00:00:00
Solid Blend Technologies,DY991026,DY991026SERV_GP,SERV_GP,2021-09-29 00:00:00
Sol-Tech,SOL-TECH,SOL-TECHMECH_GP,MECH_GP,2013-02-01 00:00:00
Sonoco Corrflex,CN991795,CN991795SERV_GP,SERV_GP,2022-02-15 00:00:00
Sonoco Flexible,TN991321,TN991321SERV_GP,SERV_GP,2026-01-01 00:00:00
South Charleston Santiary Board,WV990279,WV990279SERV_GP,SERV_GP,2025-06-24 00:00:00
South Coast Managment Llc C/O Karch'S Crossing,TN992055,TN992055SERV_GP,SERV_GP,2023-02-14 00:00:00
South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,NV15111,NV15111SERV_GP,SERV_GP,2025-12-10 00:00:00
South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,NV15113,NV15113SERV_GP,SERV_GP,2025-12-10 00:00:00
South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,NV15114,NV15114SERV_GP,SERV_GP,2025-12-10 00:00:00
South Tn Regional Sewanee C/O Jones Lang Lasalle Americas Inc,NV15110,NV15110SERV_GP,SERV_GP,2025-12-09 00:00:00
South Western Communications,SOU001,SOU001SERV_GP,SERV_GP,2025-11-01 00:00:00
Southeastern Environmental Solutions,LX990389,LX990389SERV_GP,SERV_GP,2024-10-16 00:00:00
Southern Bank Of Tennessee,TN991831,TN991831SERV_GP,SERV_GP,2025-11-20 00:00:00
Southern Ohio Brewing,DY991073,DY991073SERV_GP,SERV_GP,2023-04-25 00:00:00
Southern Tn Regional Health System,NV15087,NV15087SERV_GP,SERV_GP,2025-11-10 00:00:00
Sparkz Inc,TN992105,TN992105SERV_GP,SERV_GP,2025-03-12 00:00:00
Spartech Llc,IN990449,IN990449SERV_GP,SERV_GP,2025-12-01 00:00:00
Spca Cincinnati,CN991962,CN991962SERV_GP,SERV_GP,2021-06-20 00:00:00
Speedway Superamerica Llc,LX950155,LX950155SERV_GP,SERV_GP,2021-10-04 00:00:00
"Spiraledge, Dba Swimoutlet.Com",CN991411,CN991411SERV_GP,SERV_GP,2025-11-01 00:00:00
Spohn Global Enterprises Llc,IN990350,IN990350SERV_GP,SERV_GP,2022-01-14 00:00:00
Spring Grove Cemetery,CN992246,CN992246SERV_GP,SERV_GP,2026-01-01 00:00:00
Spring Hill Surgery Center Llc,NV15018,NV15018SERV_GP,SERV_GP,2022-11-01 00:00:00
Springfield Museum Of Art,CN992189,CN992189SERV_GP,SERV_GP,2025-10-01 00:00:00
Springs Window Fashions Llc,DY991066,DY991066SERV_GP,SERV_GP,2024-08-01 00:00:00
Spt Ivey Dowell Springs Mob Llc C/O Flagship Helathcare Properti,TN992157,TN992157SERV_GP,SERV_GP,2025-12-12 00:00:00
Spt Ivey Old Weisgarber Mob Llc C/O Flagship Healthcare Properti,TN992156,TN992156SERV_GP,SERV_GP,2025-12-12 00:00:00
Square Roots Urban Growers,LV990466,LV990466SERV_GP,SERV_GP,2023-06-12 00:00:00
Ssb Manufacturing Company,SSB MANUFACTURI,SSB MANUFACTURIMECH_GP,MECH_GP,2016-01-01 00:00:00
Sssb Llc,NV15088,NV15088SERV_GP,SERV_GP,2025-09-01 00:00:00
St Agnes Church,ST AGNES,ST AGNESMECH_GP,MECH_GP,2010-08-01 00:00:00
St Dominics Catholic Church,TN992046,TN992046SERV_GP,SERV_GP,2025-11-01 00:00:00
St Elizabeth Healthcare,ST ELIZABETH,ST ELIZABETHMECH_GP,MECH_GP,2014-08-01 00:00:00
St Henry Parish,DY991083,DY991083SERV_GP,SERV_GP,2024-09-01 00:00:00
St Mary'S Parish,TN992126,TN992126SERV_GP,SERV_GP,2026-01-01 00:00:00
St Rita Catholic Church,DY991086,DY991086SERV_GP,SERV_GP,2025-11-11 00:00:00
St Vincent Ferrer Church,ST VINCENT,ST VINCENTMECH_GP,MECH_GP,2013-02-01 00:00:00
St. Agnes Church,CN930097,CN930097SERV_GP,SERV_GP,2025-08-01 00:00:00
St. Bartholomew'S Church,STB001,STB001SERV_GP,SERV_GP,2022-08-04 00:00:00
St. James The Greater Parish,ST. JAMES,ST. JAMESMECH_GP,MECH_GP,2011-06-01 00:00:00
St. Joseph School,CN991452,CN991452SERV_GP,SERV_GP,2025-09-15 00:00:00
St. Luke Catholic Church,LX940116,LX940116SERV_GP,SERV_GP,2022-01-31 00:00:00
St. Michael Greek Orthodox Church,LV990449,LV990449SERV_GP,SERV_GP,2022-06-17 00:00:00
St. Walburg Monastery,CN990558,CN990558SERV_GP,SERV_GP,2025-06-01 00:00:00
"Stag Hebron, Llc C/O Colliers International",CN991794,CN991794SERV_GP,SERV_GP,2023-06-07 00:00:00
Stag Industrial Llc C/O Jll Property Management,CN992304,CN992304SERV_GP,SERV_GP,2025-11-19 00:00:00
Standex Electronics Inc,CN992243,CN992243SERV_GP,SERV_GP,2025-11-10 00:00:00
Status Dough,TN992097,TN992097SERV_GP,SERV_GP,2022-06-02 00:00:00
Steak Escape,WV990263,WV990263SERV_GP,SERV_GP,2021-07-01 00:00:00
Steel Summit Tennessee,STE001,STE001SERV_GP,SERV_GP,2025-05-01 00:00:00
Step Resources,STEP,STEPMECH_GP,MECH_GP,2010-12-01 00:00:00
Steptoe & Johnson Pllc,WV990200,WV990200SERV_GP,SERV_GP,2025-11-01 00:00:00
Steris,CN991974,CN991974SERV_GP,SERV_GP,2025-11-01 00:00:00
Steven Schaefer & Associates,STEVEN SCHAEFER,STEVEN SCHAEFERMECH_GP,MECH_GP,2007-02-01 00:00:00
Stewart Title Company Of Cincinnati,CN992134,CN992134SERV_GP,SERV_GP,2025-10-01 00:00:00
Stitchfix,IN990381,IN990381SERV_GP,SERV_GP,2025-12-30 00:00:00
"Stoermer-Anderson, Inc",STOERMER ANDERS,STOERMER ANDERSMECH_GP,MECH_GP,2016-03-01 00:00:00
Stokely Hospitality Enterprises,TN991408,TN991408SERV_GP,SERV_GP,2025-12-18 00:00:00
Stonepeak Ceramics Inc,TN991789,TN991789SERV_GP,SERV_GP,2026-01-01 00:00:00
Stord Fullfillment,CN991528,CN991528SERV_GP,SERV_GP,2025-03-25 00:00:00
Storopack Inc Csc,CN992142,CN992142SERV_GP,SERV_GP,2025-09-02 00:00:00
"Storopack, Inc.",STOREPACK,STOREPACKMECH_GP,MECH_GP,2024-02-01 00:00:00
Strata Environmetal Services Inc,TN992047,TN992047SERV_GP,SERV_GP,2021-05-21 00:00:00
Strategic Capital Partners,IN990244,IN990244SERV_GP,SERV_GP,2021-03-01 00:00:00
Strieter Holdings Llc,WV990312,WV990312SERV_GP,SERV_GP,2025-11-14 00:00:00
Sts Packaging Llc,IN990462,IN990462SERV_GP,SERV_GP,2025-11-01 00:00:00
Sts. Peter & Paul Early Childhood Center,LX990470,LX990470SERV_GP,SERV_GP,2025-09-15 00:00:00
Sts. Peter & Paul Regional Catholic School,LX990327,LX990327SERV_GP,SERV_GP,2025-11-26 00:00:00
Sturm Electric Inc.,STURMELECTRIC,STURMELECTRICMECH_GP,MECH_GP,2024-10-01 00:00:00
Subaru Of America,DY991115,DY991115SERV_GP,SERV_GP,2025-12-10 00:00:00
Sullivan County Sheriffs Office,TN992181,TN992181SERV_GP,SERV_GP,2025-04-17 00:00:00
