CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
DY990966,DY990966SERV_GP,THE HAMPTON INN,DAYTON         ,45 TROY TOWN DR,,,TROY,OH,45373,93733978010000,                     ,10/3/2018 0:00,1/26/2021 0:00
CN991420,CN991420SERV_GP,"THE HARRIS PRODUCTS GROUP, A LINCOLN ELECTRIC COMPANY",CINCINNATI     ,4501 QUALITY PLACE,,,MASON,OH,45040,51375461500000,Net 30               ,2/24/2012 0:00,1/26/2021 0:00
TN991757,TN991757SERV_GP,THE HARTFORD STEAM BOILER INSPECTION AND INSURANCE COMPANY,KNOXVILLE      ,200 ASHFORD CENTER NORTH SUITE 200,,,ATLANTA,GA,30338-4860,31462376210000,Net 30               ,11/3/2015 0:00,1/30/2023 0:00
499,499SERV_QUAD,The Health Center at Standifer Place,,,,,,,,,,,
LX990416,LX990416SERV_GP,THE HEARING AND SPEECH CENTER,LEXINGTON      ,350 HENRY CLAY BLVD,,,LEXINGTON,KY,40502,85926845450000,Net 30               ,9/9/2022 0:00,7/19/2024 0:00
LX990390,LX990390SERV_GP,THE HOMEPLACE AT MIDWAY,LEXINGTON      ,101 SEXTON WAY,,,MIDWAY,KY,40347,50254855100000,Net 30               ,9/22/2021 0:00,9/22/2021 0:00
WV990298,WV990298SERV_GP,THE HT HACKNEY CO. WV,WEST VIRGINIA  ,PO BOX 125,,,MILTON,WV,23541-0125,30439080250000,Net 30               ,9/17/2024 0:00,9/17/2024 0:00
THE INDOOR TENN,THE INDOOR TENNMECH_GP,THE INDOOR TENNIS CLUB,COMMERCIAL     ,7200  SHAWNEE RUN ROAD,,,CINCINNATI,OH,45243,51367309890000,Net 10               ,6/18/2020 0:00,6/18/2020 0:00
IN990338,IN990338SERV_GP,THE INSLEY ORGANIZATION DBA QUICK SHIP BRANDS,INDIANAPOLIS   ,14241 NEW WOODINVILLE DUVALL RD,#300,,WOODINVILLE,WA,98072,31734571850000,Net 30               ,8/1/2019 0:00,1/26/2021 0:00
CN992094,CN992094SERV_GP,THE INTERNET OF TEAM LLC,CINCINNATI     ,900 OLD AUSTIN HUTTON RD,SUITE 310,,PFLUGERVILLE,TX,78660,51264951420000,Net 30               ,11/3/2020 0:00,6/21/2021 0:00
CN991397,CN991397SERV_GP,THE KENWOOD,CINCINNATI     ,EXECUTIVE DIRECTOR,5435 KENWOOD ROAD,,CINCINNATI,OH,45227,51327278960000,Net 30               ,11/29/2011 0:00,1/26/2021 0:00
CN991381,CN991381SERV_GP,THE KENWOOD SENIOR STAR,CINCINNATI     ,5354 KENWOOD ROAD,,,CINCINNATI,OH,45227,51358290600000,Net 30               ,8/11/2011 0:00,1/26/2021 0:00
LV990134,LV990134SERV_GP,THE KOETTER GROUP INC,LOUISVILLE     ,VICE PR4ESIDENT OF PROJECT MANAGEMENT,7393 PETE ANDRES ROAD,,FLOYD KNOBS,IN,47119,81292398730000,Net 30               ,3/12/2013 0:00,3/12/2013 0:00
TN960714,TN960714SERV_GP,THE KRYSTAL COMPANY,KNOXVILLE      ,2333 ROUNDTREE ROAD,,,KNOXVILLE,TN,37909,80045858410000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX990291,LX990291SERV_GP,THE LAFAYETTE,LEXINGTON      ,690 MASON HEADLEY ROAD,,,LEXINGTON,KY,40504,85927890802330,Net 30               ,8/19/2014 0:00,8/19/2014 0:00
TN992220,TN992220SERV_GP,THE LANTERN AT MORNING POINTE OF HARDIN VALLEY,KNOXVILLE      ,2433 REAGAN RD,,,KNOXVILLE,TN,37922,86534304090000,Net 30               ,6/16/2025 0:00,6/16/2025 0:00
IN990259,IN990259SERV_GP,THE LASER AGENT,INDIANAPOLIS   ,8802 BASH ST,SUITE E,,INDIANAPOLIS,IN,46256,31757004480000,Net 30               ,6/14/2017 0:00,1/26/2021 0:00
LV990354,LV990354SERV_GP,THE LEASING GROUP,LOUISVILLE     ,130 ST MATTHEWS AVE,,,LOUISVILLE,KY,40207,50245628000019,Net 30               ,4/20/2017 0:00,4/24/2017 0:00
194,194SERV_QUAD,The Lexington School,,,,,,,,,,,
IN040013,IN040013SERV_GP,THE LIBRARY SERVICE CENTER,INDIANAPOLIS   ,"2450 N, NERIDIAN AVENUE",,,INDIANAPOLIS,IN,,31726953740000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN960663,TN960663SERV_GP,THE LIMITED,KNOXVILLE      ,P.O. BOX 182670,,,COLUMBUS,OH,,61447920710000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX950216,LX950216SERV_GP,THE LIMITED STORES INC.,LEXINGTON      ,,,,COLUMBUS,OH,43216,85972380920000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
THE001,THE001SERV_GP,The Living Word Church,NASHVILLE      ,2304 Hopson Pike,,,Antioch,TN,37013,61527740400000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
LV200217,LV200217SERV_GP,THE LODGE CONDOMINIUMS,LOUISVILLE     ,3505 LODGE LANE,,,LOUISVILLE,KY,40299,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN991227,TN991227SERV_GP,THE LUNCH BOX,KNOXVILLE      ,9050 CROSS PARK DRIVE,,,KNOXVILLE,TN,37922,86576947210000,Net 30               ,4/9/2008 0:00,1/30/2023 0:00
CN992319,CN992319SERV_GP,THE MACOMB GROUP,CINCINNATI     ,6600 15 MILE ROAD,,,STERLING HEIGHTS,MI,48312,58627441000000,Net 30               ,1/13/2025 0:00,3/14/2025 0:00
NV15031,NV15031SERV_GP,THE MADISON FARM,NASHVILLE      ,100 ACADEMY RD,,,MADISON,TN,37115,61560127300000,Net 30               ,1/30/2023 0:00,1/30/2023 0:00
NV15026,NV15026SERV_GP,THE MARTIN BROWER COMPANY LLC,NASHVILLE      ,6250 NORTH RIVER RD STE 9000,,,ROSEMONT,IL,60018,61544167000000,Net 30               ,1/3/2023 0:00,1/3/2023 0:00
84,84SERV_QUAD,The Medical Center at Franklin,,,,,,,,,,,
LV200602,LV200602SERV_GP,"THE MERRICK PRINTING CO., INC.",LOUISVILLE     ,808 EAST LIBERTY STREET,PO BOX 1626,,LOUISVILLE,KY,40204,50285462580137,Net 30               ,3/3/2006 0:00,4/14/2009 0:00
41,41SERV_QUAD,The Midwest Sea Salt Company,,,,,,,,,,,
CN992270,CN992270SERV_GP,THE MIDWEST SEA SALT COMPANY,CINCINNATI     ,8694 RITE TRACK WAY,,,WEST CHESTER,OH,45069,51388163230000,Net 30               ,1/12/2024 0:00,6/12/2024 0:00
CN991500,CN991500SERV_GP,THE NELSON STARK COMPANY,CINCINNATI     ,7685 FIELD ERTEL ROAD,,,CINCINNATI,OH,45241,51348908660000,Net 30               ,3/4/2013 0:00,1/26/2021 0:00
CN992232,CN992232SERV_GP,THE OAKS CHURCH,CINCINNATI     ,6969 MONTGOMERY ROAD,,,CINCINNATI,OH,45236,85050978480000,Net 30               ,5/12/2023 0:00,5/17/2023 0:00
411,411SERV_QUAD,The Okonite Company,,,,,,,,,,,
TN991354,TN991354SERV_GP,THE OLIVER HOTEL,KNOXVILLE      ,407 UNION AVENUE,,,KNOXVILLE,TN,37902,86552100500000,Net 30               ,8/9/2011 0:00,1/30/2023 0:00
CN990036,CN990036SERV_GP,THE OPEN BOOK,CINCINNATI     ,8537 WINTON ROAD,,,CINCINNATI,OHIO,45231,93737808080000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990170,LX990170SERV_GP,THE PAIN TREATMENT CENTER,LEXINGTON      ,280 PASADENA DR,,,LEXINGTON,KY,40503,85927813160000,Net 30               ,3/17/2010 0:00,6/9/2022 0:00
LX990165,LX990165SERV_GP,THE PARDIES SHOPS INC,LEXINGTON      ,5950 FULTON BLVD. SW,P.O. BOX 43485,,ATLANTA,GA,30336,40434479050000,Net 30               ,2/12/2010 0:00,2/12/2010 0:00
CN991938,CN991938SERV_GP,THE PAVILION AT KENTON,CINCINNATI     ,401 E 20TH ST,,,COVINGTON,KY,41014,85928366000000,Net 30               ,4/12/2018 0:00,1/26/2021 0:00
CN991902,CN991902SERV_GP,THE PETERLOON FOUNDATION,CINCINNATI     ,8605 HOPEWELL RD,,,CINCINNATI,OH,45242,51379176000000,Net 30               ,12/6/2017 0:00,1/26/2021 0:00
THEPETERSONCO,THEPETERSONCOMECH_GP,"THE PETERSON COMPANY, LLC",COMMERCIAL     ,7132 ZIONSVILLE ROAD,,,INDIANAPOLIS,IN,46268,31780512000000,Net 10               ,2/6/2025 0:00,2/11/2025 0:00
CN991106,CN991106SERV_GP,THE PHOENIX,CINCINNATI     ,812 RACE STREET,,,CINCINNATI,OH,45202,51367489990000,Net 30               ,4/29/2008 0:00,1/26/2021 0:00
161,161SERV_QUAD,The Pickle Lodge,,,,,,,,,,,
CN992308,CN992308SERV_GP,THE PICKLE LODGE,CINCINNATI     ,7373 KINGSGATE WAY,,,WEST CHESTER,OH,45069,51350076870000,Net 30               ,11/14/2024 0:00,11/14/2024 0:00
CN991980,CN991980SERV_GP,"THE PNL COMPANIES, LLC C/O CUSHMAN & WAKEFIELD, LLC",CINCINNATI     ,225 PICTORIA PLACE,,,CINCINNATI,OH,45230,51367141240000,Net 30               ,11/15/2018 0:00,1/26/2021 0:00
TN992063,TN992063SERV_GP,THE POINTE AT LIFESPRING,KNOXVILLE      ,4371 LIFESPRING LANE,,,KNOXVILLE,TN,37918,86092966240000,Net 30               ,8/9/2021 0:00,9/29/2025 0:00
IN990085,IN990085SERV_GP,THE POWER TRAIN COMPANIES,INDIANAPOLIS   ,ACCOUNTS PAYABLE,P.O. BOX 42911,,INDIANAPOLIS,IN,46242,76548265250000,Net 30               ,9/9/2009 0:00,1/26/2021 0:00
CN990659,CN990659SERV_GP,THE PROCTOR & GAMBLE COMPANY,CINCINNATI     ,131 PROGRESS PLACE,,,SPRINGDALE,OH,45246,51361787410000,Net 30               ,10/6/2004 0:00,4/2/2025 0:00
CN990483,CN990483SERV_GP,THE PUB,CINCINNATI     ,2692 EDWARDS ROAD,,,NORWOOD,OH,45208,51384127480000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LV990467,LV990467SERV_GP,THE REED CONTRACTING GROUP LLC,LOUISVILLE     ,1400 MAIN ST STE 161,,,CLARKSVILLE,IN,47129,50233804240000,Net 30               ,2/24/2023 0:00,2/24/2023 0:00
REGENCY,REGENCYMECH_GP,The Regency,COMMERCIAL     ,2444 Madison Rd,Suite 101,,Cincinnati,OH,45208,51387101000000,Net 10               ,9/13/2001 0:00,9/13/2001 0:00
CN950109,CN950109SERV_GP,THE RELIZON COMPANY,CINCINNATI     ,9974 INTERNATIONAL BLVD,,,CINCINNATI,OH,45246,51386055500000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990781,CN990781SERV_GP,THE RIDGE MARKET,CINCINNATI     ,6142 MONTGOMERY ROAD,,,CINCINNATI,OH,45213,51392416000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN020022,IN020022SERV_GP,THE RND GROUP,INDIANAPOLIS   ,5750 CASTLE CREEK PARKWAY,STE 200,,INDIANAPOLIS,IN,,31784180700000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991723,TN991723SERV_GP,THE SALVATION ARMY,KNOXVILLE      ,822 MCCALLIE AVENUE,,,CHATTANOOGA,TN,37403,42375610232300,Net 30               ,5/12/2015 0:00,1/30/2023 0:00
FL00055,FL00055SERV_GP,"THE SHOPPING CENTER GROUP, LLC",FLORIDA        ,1301 RIVERPLACE BLVD,SUITE 2410,,JACKSONVILLE,FL,32207,90456526350000,Net 30               ,10/19/2018 0:00,10/19/2018 0:00
NV00163,NV00163SERV_GP,THE SIMPLE GRILL,NASHVILLE      ,901 ROCK SPRINGS  RD,,,SMYRNA,TN,37167,61598440530000,Net 30               ,8/25/2021 0:00,8/25/2021 0:00
NV00051,NV00051SERV_GP,THE SIMPSON ORGANIZATION,NASHVILLE      ,736 MARKET STREET,SUITE 600,,CHATTANOOGA,TN,37402,30721407490000,Net 30               ,4/16/2018 0:00,1/14/2026 0:00
TN991225,TN991225SERV_GP,THE SLEEP INN,KNOXVILLE      ,GENERAL MANAGER,214 PROSPERITY ROAD,,KNOXVILLE,MI,37923,86553159000000,Net 30               ,3/24/2008 0:00,1/30/2023 0:00
LV990512,LV990512SERV_GP,THE SPRINGS AT OLDHAM RESERVE,LOUISVILLE     ,2000 EAST PEAK ROAD,,,LA GRANGE,KY,40031,50251631760000,Net 30               ,9/11/2024 0:00,9/11/2024 0:00
LX990347,LX990347SERV_GP,THE SQUARE,LEXINGTON      ,401 W MAIN ST,,,LEXINGTON,KY,40507,85939654580000,Net 30               ,6/20/2018 0:00,6/20/2018 0:00
TN991675,TN991675SERV_GP,THE STOKLEY BUILDING,NASHVILLE      ,620 CAMPBELL STATION ROAD,SUITE 227,,KNOXVILLE,TN,37934,86596648780000,Net 30               ,7/15/2014 0:00,8/27/2014 0:00
TN991319,TN991319SERV_GP,THE STOKLEY GROUP,KNOXVILLE      ,620 CAMPBELL STATION ROAD,,,KNOXVILLE,TN,37934,86596648780000,Net 30               ,8/19/2010 0:00,1/30/2023 0:00
IN990359,IN990359SERV_GP,THE STRATFORD,INDIANAPOLIS   ,2460 GLEBE ST,,,CARMEL,IN,46032,31777366030000,Net 30               ,5/12/2020 0:00,2/22/2021 0:00
CN992219,CN992219SERV_GP,THE SUMMIT HOTEL CINCINNATI,CINCINNATI     ,5345 MEDPACE WAY,,,CINCINNATI,OH,45227,51362313340000,Net 30               ,1/17/2023 0:00,1/18/2023 0:00
CN991434,CN991434SERV_GP,THE T SQUASH CENTER,CINCINNATI     ,3917 VIRGINIA AVENUE,,,CINCINNATI,OH,45227,51364652520000,Net 30               ,6/4/2012 0:00,1/26/2021 0:00
CN992022,CN992022SERV_GP,THE TARGET GROUP,CINCINNATI     ,110 BOGGS LN,SUITE 145,,CINCINNATI,OH,45246,51326521010000,Net 30               ,7/1/2019 0:00,4/5/2021 0:00
CN990494,CN990494SERV_GP,THE TAVERN GROUP,CINCINNATI     ,11320 MONTGOMERY ROAD,,,CINCINNATI,OH,45249,51324799330000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991982,TN991982SERV_GP,THE TENNESSEAN HOA - BILLING,KNOXVILLE      ,PO BOX 2568,,,KNOXVILLE,TN,37901,86552228002133,Net 30               ,1/15/2020 0:00,1/30/2023 0:00
TN991986,TN991986SERV_GP,THE TENNESSEAN HOTEL C/O RB HOTEL KNOXVILLE LLC,KNOXVILLE      ,531 HENLEY ST,,,KNOXVILLE,TN,37902,86552228000000,Net 30               ,2/14/2020 0:00,1/30/2023 0:00
CN991516,CN991516SERV_GP,THE TIMBERS,CINCINNATI     ,11340 MONTGOMERY ROAD,SUITE 202,,CINCINNATI,OH,45249,51391016240000,Net 30               ,8/1/2013 0:00,1/26/2021 0:00
TN992061,TN992061SERV_GP,THE TOMBRAS GROUP,KNOXVILLE      ,620 SOUTH GAY STREET,,,KNOXVILLE,TN,37902,86580644520000,Net 30               ,7/28/2021 0:00,1/30/2023 0:00
WV200318,WV200318SERV_GP,THE WALDINGER CORPORATION,WEST VIRGINIA  ,2601 BELL AVENUE,P. O. BOX 1612,,DES MOINES,IOWA,50306,51528419110000,Net 30               ,10/12/2004 0:00,10/26/2021 0:00
CN990441,CN990441SERV_GP,THE WALDINGER CORPORATION,CINCINNATI     ,2601 BELL AVENUE PO BOX 1612,,,DES MOINES,IA,50306,51528419110000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990441,DY990441SERV_GP,THE WALDINGER CORPORATION,DAYTON         ,2601 BELL AVENUE,PO BOX 1612,,DES MOINES,IA,,51528419110000,                     ,10/6/2004 0:00,1/26/2021 0:00
LX990384,LX990384SERV_GP,THE WALKER COMPANY,LEXINGTON      ,200 APPERSON HEIGHTS SUITE 200,,,MT. STERLING,KY,40353,85949924220000,Net 30               ,7/13/2021 0:00,8/13/2021 0:00
244,244SERV_QUAD,The Webb Companies,,,,,,,,,,,
THE002,THE002SERV_GP,The Webb School,NASHVILLE      ,319 Webb Road East,,,Bell Buckle,TN,37020,00000000000000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
263,263SERV_QUAD,The Willows at Springhurst,,,,,,,,,,,
WV990176,WV990176SERV_GP,THE WINE SHOP,WEST VIRGINIA  ,800 SMITH ST #900,,,CHARLESTON,WV,25301,30434394630000,Net 30               ,4/1/2015 0:00,1/26/2021 0:00
DY990984,DY990984SERV_GP,THE WONDERING GRIFFIN AND PUB,DAYTON         ,3725 PRESIDENTIAL DR,,,BEAVERCREEK,OH,45324,93736900580000,                     ,9/23/2019 0:00,1/26/2021 0:00
CN992155,CN992155SERV_GP,"THEATER SHOWPIECE, LLC DBA 20TH CENTURY THEATER",CINCINNATI     ,3021 MADISON RD,,,CINCINNATI,OHIO,45209,51373180000000,Net 30               ,4/29/2022 0:00,4/29/2022 0:00
TN000710,TN000710SERV_GP,THERMAL CARE,KNOXVILLE      ,5680 W. JARVIS AVE,,,NILES,IL,60714,84792919510000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
CN992311,CN992311SERV_GP,THERMAL CARE INC C/O PGNA INC,CINCINNATI     ,455 ALLEGHENY BLVD,PO BOX 790,,FRANKLIN,PA,16323,81443263130000,Net 30               ,11/26/2024 0:00,4/28/2025 0:00
THERMALTECH,THERMALTECHMECH_GP,ThermalTech Engineering,COMMERCIAL     ,5721 Dragon Way,,,Cincinnati,OH,45227,51356122710000,Net 10               ,5/17/2001 0:00,5/17/2001 0:00
THERMA-TRON-X,THERMA-TRON-XMECH_GP,"THERMA-TRON-X, INC",COMMERCIAL     ,1155 S NEENAH AVE,,,STURGEON BAY,WI,54235,92074365680000,Net 10               ,5/17/2018 0:00,5/17/2018 0:00
LV970046,LV970046SERV_GP,THERMO ARL & VG ELEMENTAL,LOUISVILLE     ,SERVICE OPERATIONS 8 EAST FORG,,,FRANKLIN,MA,2038,50852018800000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990736,CN990736SERV_GP,THERMO ELECTRON CORPORATION,CINCINNATI     ,25 NIMBLE HILL ROAD,,,NEWINGTON,NH,,60343022740000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990407,CN990407SERV_GP,THESING REAL ESTATE,CINCINNATI     ,10600 MONTGOMERY ROAD,,,CINCINNATI,OH,45242,51393609990000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991268,CN991268SERV_GP,THETA-PHI-ALPHA,CINCINNATI     ,312 JOSELIA AVENUE,,,CINCINNATI,OH,45229,00000000000000,Net 30               ,4/9/2010 0:00,1/26/2021 0:00
LV950142,LV950142SERV_GP,THIN FILM CORPORATION,LOUISVILLE     ,7623 NATIONAL TURNPIKE,,,LOUISVILLE,KY,40214,50236896460000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
182,182SERV_QUAD,Third Eye Brewing,,,,,,,,,,,
CN992115,CN992115SERV_GP,THIRD EYE BREWING COMPANY,CINCINNATI     ,11276 CHESTER ROAD,,,CINCINNATI,OH,45246,51340359670000,Net 30               ,3/25/2021 0:00,3/25/2021 0:00
THIRD FED,THIRD FEDMECH_GP,THIRD FEDERAL,COMMERCIAL     ,7007 BROADWAY AVE,,,CLEVELAND,OH,44105,21642953670000,Net 10               ,12/1/2009 0:00,12/1/2009 0:00
LX990439,LX990439SERV_GP,THIRD ROCK CONSULTANTS LLC,LEXINGTON      ,2526 REGENCY RD STE 180,,,LEXINGTON,KY,40503,85997720000000,Net 30               ,4/19/2023 0:00,4/19/2023 0:00
THOMA & SUTTON,THOMA & SUTTONMECH_GP,THOMA & SUTTON CORPORATION OFC,COMMERCIAL     ,2130 OSTERFELD ST,,,CINCINNATI,OH,45214,51392155960000,Net 10               ,8/4/2005 0:00,8/4/2005 0:00
CN990250,CN990250SERV_GP,THOMAS & KING INC.,CINCINNATI     ,1 MADISON AVE,,,COVINGTON,KY,41011,51343109300000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
THOMA & MARKER,THOMA & MARKERMECH_GP,Thomas & Marker Construction Co.,COMMERCIAL     ,PO Box 250,2084 U.S. 68 South,,"Bellefontaine,",OH,43311-0250,,Net 10               ,4/7/2006 0:00,4/7/2006 0:00
LX990472,LX990472SERV_GP,THOMAS CLARK SOLUTIONS LLC,LEXINGTON      ,1221 BOWERS ST #433,,,BIRMINGHAM,MI,48012,73466916820000,Net 30               ,6/27/2024 0:00,6/27/2024 0:00
CN990997,CN990997SERV_GP,THOMAS J DYER COMPANY,CINCINNATI     ,5240 LESTER ROAD,,,CINCINNATI,OH,45213-2522,51384241780000,Net 30               ,9/5/2006 0:00,1/26/2021 0:00
CN950363,CN950363SERV_GP,THOMAS MOORE COLLEGE,CINCINNATI     ,333 THOMAS MOORE PARKWAY,,,CRESTVIEW HILLS,KY,41017,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN992008,TN992008SERV_GP,THOMAS OVERTON,KNOXVILLE      ,7713 TAGGART LANE,,,KNOXVILLE,TN,37938,86559188600000,Net 30               ,7/16/2020 0:00,1/30/2023 0:00
CN992180,CN992180SERV_GP,THOMAS R SCHUCK,CINCINNATI     ,400 PIKE STREET,CONDO # 918,,CINCINNATI,OH,45202,51363318410000,Net 30               ,6/24/2022 0:00,6/24/2022 0:00
FL00050,FL00050SERV_GP,THOMAS WALTHER,FLORIDA        ,6210 RIVERVIEW BLVD,,,BRADENTON,FL,34209,94121686650000,Net 30               ,4/5/2018 0:00,4/5/2018 0:00
TN991818,TN991818SERV_GP,THOMAS WEAVER,KNOXVILLE      ,1817 TIPTON STATION RD,,,KNOXVILLE,TN,37920,86559966940000,Net 30               ,9/15/2016 0:00,1/30/2023 0:00
CN940286,CN940286SERV_GP,"THOMAS, RONALD",CINCINNATI     ,954 VACATIONLAND DRIVE,,,CINCINNATI,OH,45231,51372911870000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990158,LX990158SERV_GP,THOMPSON & SHEARER FARM SUPPLY,LEXINGTON      ,201 ETTER DRIVE,,,NICHOLASVILLE,KY,40356,85988549800000,Net 30               ,12/28/2009 0:00,12/28/2009 0:00
CN991386,CN991386SERV_GP,THOMPSON EQUIPMENT & SUPPLY,CINCINNATI     ,3249 E. KEMPER,,,CINCINNATI,OH,45241,513-761-778400,Net 30               ,9/15/2011 0:00,1/26/2021 0:00
DY991062,DY991062SERV_GP,THOMPSON HINE LLP,DAYTON         ,10050 INNOVATION DR,SUITE 400,,DAYTON,OH,45342,93733160390000,                     ,9/27/2022 0:00,10/28/2024 0:00
DY991008,DY991008SERV_GP,THOMPSON LOGISTICS ASSETS LLC  C/O CUSHMAN & WAKEFIELD,COLUMBUS       ,"325 JOHN H. MCCONNEL BLVD, SUITE 450",,,COLUMBUS,OHIO,43215,61482719070000,Net 30               ,1/15/2021 0:00,5/1/2023 0:00
CN990302,CN990302SERV_GP,"THOMPSON, DONALD",CINCINNATI     ,104 WINKLER STREET,,,CINCINNATI,OH,45219,51372125640000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LV960051,LV960051SERV_GP,"THOMPSON, STEVE",LOUISVILLE     ,7403 BROAD RUN ROAD,,,LOUISVILLE,KY,40291,50249553530000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN991406,TN991406SERV_GP,"THOMPSONCO, INC",KNOXVILLE      ,1200 GREAT OAKS WAY,,,KNOXVILLE,TN,37909,86559978850000,Net 30               ,5/3/2012 0:00,1/30/2023 0:00
LV970019,LV970019SERV_GP,THORNTON OIL CORP.,LOUISVILLE     ,1620 S HURSTBOURNE PKWY,,,LOUISVILLE,KY,40220,50249122910000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
T1000,T1000SERV_GP,THORNTON SERVICE INC,INTERCOMPANY   ,2401 RESEARCH BLVD,SUITE 204,,ROCKVILLE,MD,20850,24068369000000,Net 30               ,3/2/2006 0:00,3/2/2006 0:00
THO001,THO001SERV_GP,Thorntons Inc.,NASHVILLE      ,10101 Linn Station Road,Suite 200,,Louisville,KY,40223,00000000000000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
LX940056,LX940056SERV_GP,THORNTON'S TANK AND TUMMY,LEXINGTON      ,2312 VERSAILLES RD,,,LEXINGTON,KY,41504,85925239160000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX960034,LX960034SERV_GP,THOROUGHBRED CHEVROLET,LEXINGTON      ,P. O BOX 55740,,,LEXINGTON,KY,40555,85926943210000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV970034,LV970034SERV_GP,THOROUGHBRED VENDING,LOUISVILLE     ,206 CLOVER LN,,,LOUISVILLE,KY,40207,50249929760000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN992225,TN992225SERV_GP,THOTH LLC,KNOXVILLE      ,12642 AMBERSET DRIVE,,,KNOXVILLE,TN,37922,86525748410000,Net 30               ,8/7/2025 0:00,8/7/2025 0:00
CN991395,CN991395SERV_GP,THREE BOND INTERNATIONAL INC.,CINCINNATI     ,6184 SCHUMACHER PARK DRIVE,,,WEST CHESTER,OH,45069,51331258270000,Net 30               ,11/4/2011 0:00,12/16/2024 0:00
WV990076,WV990076SERV_GP,THREE GABLES SURGERY CENTER,WEST VIRGINIA  ,5897 STATE ROUTE 7,,,PROCTORVILLE,OH,45669,7408869911*225,Net 30               ,5/16/2008 0:00,1/26/2021 0:00
THREE RIVERS,THREE RIVERSMECH_GP,"Three Rivers Sheet Metal, Inc.",COMMERCIAL     ,2911 Colerain Ave,,,Cincinnati,OH,45225,51368112330000,Net 10               ,4/16/2014 0:00,4/16/2014 0:00
CN991551,CN991551SERV_GP,THRESHOLD CHURCH AT UNION CENTRE,CINCINNATI     ,8804 BECKETT ROAD,,,WEST CHESTER,OH,45074,51328865080000,Net 30               ,1/9/2014 0:00,4/20/2022 0:00
CN990818,CN990818SERV_GP,THRIFTWAY/WINN-DIXIE CHARLOTTE INC,CINCINNATI     ,P O BOX 411208,,,CHARLOTTE,NC,,60667992520000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN992203,TN992203SERV_GP,THUNDERROAD C/O NAI,KNOXVILLE      ,SUITE 101,,,KNOXVILLE,TN,37923,86586264010000,Net 30               ,2/10/2025 0:00,2/10/2025 0:00
THYSSENKRUPP,THYSSENKRUPPMECH_GP,THYSSENKRUPP BILSTEIN,COMMERCIAL     ,8685 BERK BLVD,,,HAMILTON,OH,45015,51388176000000,Net 10               ,3/26/2008 0:00,4/4/2008 0:00
CN990760,CN990760SERV_GP,THYSSENKRUPP BILSTEIN OF AMERICA,CINCINNATI     ,8685 BERK BLVD,,,HAMILTON,OH,45015,51366805370000,Net 30               ,10/6/2004 0:00,7/23/2024 0:00
CL990903,CL990903SERV_GP,TI AUTOMOTIVE,COLUMBUS       ,3600 HEBRON ROAD,ATTN: PURCHASING,,HEBRON,OH,43205,74092950320000,Net 30               ,9/1/2006 0:00,1/26/2021 0:00
IN990295,IN990295SERV_GP,TIAA,INDIANAPOLIS   ,2850 LAKE VISTA DR,,,LEWISVILLE,TX,75067,31770662190000,Net 30               ,6/29/2018 0:00,1/26/2021 0:00
CN991422,CN991422SERV_GP,TIC PROPERTIES,CINCINNATI     ,144 MERCHANT DRIVE,,,CINCINNATI,OH,45246,51377195550000,Net 30               ,3/26/2012 0:00,1/26/2021 0:00
CN991175,CN991175SERV_GP,TICONA,CINCINNATI     ,P.O. BOX 819039,,,DALLAS,TX,75381,85952547400000,Net 30               ,4/13/2009 0:00,1/26/2021 0:00
