Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
RIEGLER BLACKTOP,Construction,Paving/asphalt,2373,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RITCHIE MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RITE BOILER,Construction,Boiler/HVAC service,2382,Heuristic,Final,Mechanical Contractor,,Imported from Batch2.md
RITETRACK,Commercial Services,Logistics/distribution (unclear),,AI-Assisted Search,Final,,,Imported from Batch2.md
RITETRACK RITWAY,Commercial Services,Logistics/distribution (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md; unresolved master canonical 'RITETRACK RITWAY'
RITWAY,Commercial Services,Logistics/distribution (unclear),,AI-Assisted Search,Final,,,Imported from Batch2.md
RIVERSIDE INDUSTRIAL SERVICES,Commercial Services,Industrial services,5617,Rule-Based,Final,,,Imported from Batch2.md
RIVERTOWN BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
RJ BEISCHEL BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
RMR LOUISVILLE,Commercial Real Estate,Property/asset mgmt (unclear),5313,Heuristic,Final,,,Imported from Batch2.md
ROADHOUSE DEPOT BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
ROBERT BOSCH AUTOMOTIVE,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch2.md
ROBERT BOSCH AUTOMOTIVE STEERING,Manufacturing,Automotive steering systems,3363,Entity Inference,Final,,,Imported from Batch2.md
ROBERT SEAGO,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
ROCK OF ISRAEL,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch2.md
ROCKY TOP NUTRITION BILLING,Commercial Services,Retail/health services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
ROCKY TOP SPORTS WORLD,Commercial Services,Sports complex,7139,Rule-Based,Final,,,Imported from Batch2.md
ROHM AND HAAS,Manufacturing,Chemicals manufacturing,325,Entity Inference,Final,,,Imported from Batch2.md
ROUGH BROTHERS,Manufacturing,Industrial process equipment,3339,Heuristic,Final,,,Imported from Batch2.md
ROUSE COMPANIES,Commercial Real Estate,Real estate/property (unclear),5311,Heuristic,Final,,,Imported from Batch2.md
ROYAL CANIN NORTH AMERICA,Commercial Services,Pet food brand (mfg/distribution),3111,Entity Inference,Final,,,Imported from Batch2.md
ROYAL SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
RPC MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RSC MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RUBBERSEAL PRODUCTS,Manufacturing,Rubber products,3262,Heuristic,Final,,,Imported from Batch2.md
RUDD EQUIPMENT,Commercial Services,Heavy equipment dealer/service,4238,Entity Inference,Final,,,Imported from Batch2.md
RUE GILT GROUPE,Commercial Services,E-commerce retail,4541,Entity Inference,Final,,,Imported from Batch2.md
RURALMETRO,Commercial Services,EMS/ambulance services,6219,Entity Inference,Final,,,Imported from Batch2.md
RUSH ENTERPRISES,Commercial Services,Truck dealer/service,4412,Entity Inference,Final,,,Imported from Batch2.md
RUSH ENTERPRISES RUSH TRUCK CENTERS,Commercial Services,Truck dealer/service,4412,Entity Inference,Final,,,Imported from Batch2.md
RUSH TRUCK CENTERS,Commercial Services,Truck dealer/service,4412,Entity Inference,Final,,,Imported from Batch2.md
RUSTICI SOFTWARE,Commercial Services,Software,5112,Entity Inference,Final,,,Imported from Batch2.md
RYAN FIRE PROTECTION,Construction,Fire protection contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RYAN REMODELING,Construction,Remodeling contractor,2361,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RYANS ALL GLASS,Construction,Glazing contractor,2381,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
RYDER LOGISTICS 6517,Commercial Services,Logistics,4931,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['RYDER', 'LOGISTICS'] -> 'RYDER LOGISTICS 6517'"
RYDER LOGISTICS BUCKNER KY,Commercial Services,Logistics,4931,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['RYDER', 'LOGISTICS'] -> 'RYDER LOGISTICS BUCKNER KY'"
SA RECYCLING,Manufacturing,Scrap processing,4239,Heuristic,Final,,,Imported from Batch2.md
SAKSCOM,Commercial Services,E-commerce/retail ops (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SALON LOFTS,Commercial Services,Salon suites / personal care,8121,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SALT AND LIGHT SALON AND SPA,Commercial Services,Salon/spa,8121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SAM ASH MUSIC,Commercial Services,Music retail,4511,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SAMUEL ADAMS BREWING,Commercial Services,Brewery,3121,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SANDPIPER DATA SYSTEMS,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SANDVIK,Manufacturing,Industrial tools/materials,3335,Entity Inference,Final,,,Imported from Batch2.md
SANDVIK ABC,Manufacturing,Industrial tools/materials,3335,Entity Inference,Final,,,Imported from Batch2.md
SANDWICH SQUAD,Commercial Services,Quick service restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SARGENT AND GREENLEAF,Manufacturing,Security hardware manufacturing,3325,Entity Inference,Final,,,Imported from Batch2.md
SATCO,Manufacturing,Lighting products (ambiguous entity),,AI Analyst Research,Queued,,,Imported from Batch2.md
SAYRE SCHOOL,Public Schools (K–12),Private school,6111,Rule-Based,Final,,,Imported from Batch2.md
SAZERAC OF INDIANA,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,,,Imported from Batch2.md
SCENIC INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SCGIV KARCHS CROSSING,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGIV KARCHS CROSSING SCGIXHARVEST TOWNE SCGVI WASHINGTON MARKET,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGIXHARVEST TOWNE,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGVI WASHINGTON MARKET,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCHENKER LOGISTICS SUITE A,Commercial Services,Logistics,4931,Entity Inference,Final,,,Imported from Batch2.md
SCHUMACHER DUGAN,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SCI,Commercial Services,Ambiguous acronym,,AI Analyst Research,Queued,,,Imported from Batch2.md
SCOS,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SEAPINE SOFTWARE,Commercial Services,Software,5112,Entity Inference,Final,,,Imported from Batch2.md
SEHLHORST EQUIPMENT SERVICES,Commercial Services,Equipment services,8113,Heuristic,Final,,,Imported from Batch2.md
SENTINEL AMAZON I,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
SERVICE WHOLESALE,Commercial Services,Wholesale distribution,423,Heuristic,Final,,,Imported from Batch2.md
SESE INDUSTRIAL SERVICES US,Commercial Services,Industrial services,5617,Rule-Based,Final,,,Imported from Batch2.md
SEVEN HILLS SCHOOL,Public Schools (K–12),Private school,6111,Rule-Based,Final,,,Imported from Batch2.md
SHARES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SHARONVILLE CHAMBER OF COMMERCE,Non-Profit / Religious,Chamber of commerce,8139,Rule-Based,Final,,,Imported from Batch2.md
SHAW INDUSTRIES GROUP,Manufacturing,Flooring manufacturing,3141,Entity Inference,Final,,,Imported from Batch2.md
SHELBYKY TOURISM COMMISSION AND VISITORS BUREAU,Non-Profit / Religious,Tourism bureau,8139,Heuristic,Final,,,Imported from Batch2.md
SHERWIN WILLIAMS,Manufacturing,Paint/coatings manufacturing,3255,Entity Inference,Final,,,Imported from Batch2.md
SHOALS TECHNOLOGIES GROUP,Manufacturing,Electrical components,3359,Entity Inference,Final,,,Imported from Batch2.md
SHOFFNER KALTHOFF MES,Construction,Mechanical/Electrical services,2382,Heuristic,Final,Mechanical Contractor,,Imported from Batch2.md
SIBCY CLINE,Commercial Services,Real estate services,5312,Entity Inference,Final,,,Imported from Batch2.md
SIEMENS MOBILITY,Manufacturing,Rail systems/equipment,3365,Entity Inference,Final,,,Imported from Batch2.md
SIGS SPORTSPLEX,Commercial Services,Sports facility,7139,Rule-Based,Final,,,Imported from Batch2.md
SIKA AUTOMOTIVE KENTUCKY,Manufacturing,Automotive chemicals/adhesives,3255,Entity Inference,Final,,,Imported from Batch2.md
SILCO FIRE AND SECURITY,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SILCO FIRE AND SECURITY CENTERVILLE,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,"Imported from Batch2.md; expanded tokens ['SILCO', 'FIRE', 'SECURITY'] -> 'SILCO FIRE AND SECURITY CENTERVILLE'"
SILCO FIRE AND SECURITY CENTERVILLECINCINNATI,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SILCO FIRE AND SECURITY CINCINNATI,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,"Imported from Batch2.md; expanded tokens ['SILCO', 'FIRE', 'SECURITY'] -> 'SILCO FIRE AND SECURITY CINCINNATI'"
SIMPSON ORGANIZATION,Commercial Real Estate,Real Estate Development,531,AI Analyst Research,Final,,[https://simpsonorganization.com](https://simpsonorganization.com),Imported from Batch 5.md
SIMS METAL,Manufacturing,Scrap metal processing,4239,Entity Inference,Final,,,Imported from Batch2.md
SINGLETON COMPANIES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SINOMAX EAST,Manufacturing,Foam/furnishings manufacturing,337,Heuristic,Final,,,Imported from Batch2.md
SKEENS WAREHOUSE SERVICES,Commercial Services,Warehousing,4931,Rule-Based,Final,,,Imported from Batch2.md
SKICO,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SKILLED TRADES,Commercial Services,Staffing/trades services,5613,Heuristic,Final,,,Imported from Batch2.md
SKYLINE CHILI,Commercial Services,Restaurant,7225,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SL TENNESSEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SLAMDOT,Commercial Services,IT services,5415,Entity Inference,Final,,,Imported from Batch2.md
SLEEP OUTFITTERS OUTLET,Commercial Services,Furniture retail,4421,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SLICE OF STAINLESS,Manufacturing,Metal fabrication,3323,Heuristic,Final,,,Imported from Batch2.md
SMART TECHNOLOGIES ULC,Commercial Services,EdTech/technology,5112,Entity Inference,Final,,,Imported from Batch2.md
SMC OF AMERICA,Manufacturing,Industrial automation components,3339,Entity Inference,Final,,,Imported from Batch2.md
SMOBEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SMURFITSTONE,Manufacturing,Packaging/paper,3222,Entity Inference,Final,,,Imported from Batch2.md
SNYDERS LANCE,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch2.md
SOHO HOUSE NASHVILLE,Commercial Services,Private club/hospitality,7211,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SOLID BLEND TECHNOLOGIES,Commercial Services,Industrial services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SOLTECH,Commercial Services,Technology/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SONOCO CORRFLEX,Manufacturing,Packaging products,3222,Entity Inference,Final,,,Imported from Batch2.md
SONOCO FLEXIBLE,Manufacturing,Packaging products,3222,Entity Inference,Final,,,Imported from Batch2.md
SOUTH CHARLESTON SANTIARY BOARD,Commercial Services,Municipal utility board,2213,Rule-Based,Final,,,Imported from Batch2.md
SOUTH COAST MANAGMENT,Commercial Services,Property management (unclear),5313,Heuristic,Final,,,Imported from Batch2.md
SOUTH WESTERN COMMUNICATIONS,Commercial Services,Telecom/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SOUTHEASTERN ENVIRONMENTAL SOLUTIONS,Commercial Services,Environmental services,5629,Rule-Based,Final,,,Imported from Batch2.md
SOUTHERN OHIO BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SPARKZ,Commercial Services,Recreation/entertainment (unclear),7139,Heuristic,Final,,,Imported from Batch2.md
SPARTECH,Manufacturing,Plastics manufacturing,3261,Entity Inference,Final,,,Imported from Batch2.md
SPCA CINCINNATI,Non-Profit / Religious,Animal nonprofit,8133,Rule-Based,Final,,,Imported from Batch2.md
SPEEDWAY SUPERAMERICA,Commercial Services,Convenience/fuel retail,4471,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SPIRALEDGE DBA SWIMOUTLETCOM,Commercial Services,E-commerce retail,4541,Heuristic,Final,,,Imported from Batch2.md; expanded tokens ['SWIMOUTLETCOM'] -> 'SPIRALEDGE DBA SWIMOUTLETCOM'
SPOHN GLOBAL ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SPRING GROVE CEMETERY,Non-Profit / Religious,Cemetery (often nonprofit),8122,Heuristic,Final,,,Imported from Batch2.md
SPRINGFIELD MUSEUM OF ART,Non-Profit / Religious,Arts nonprofit,7121,Rule-Based,Final,,,Imported from Batch2.md
SPRINGS AT OLDHAM RESERVE,Commercial Real Estate,Residential/community property,5311,Heuristic,Final,,,Imported from Batch2.md
SPRINGS WINDOW FASHIONS,Manufacturing,Window coverings manufacturing,337,Entity Inference,Final,,,Imported from Batch2.md
SQUARE,Commercial Services,Payments/fintech services,5223,Entity Inference,Final,,,Imported from Batch2.md
SQUARE ROOTS URBAN GROWERS,Commercial Services,Urban agriculture,1114,Heuristic,Final,,,Imported from Batch2.md
SSSB,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
ST JOSEPH SCHOOL,Public Schools (K–12),Private/parochial school,6111,Rule-Based,Final,,,Imported from Batch2.md
ST WALBURG MONASTERY,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch2.md
STANDEX ELECTRONICS,Manufacturing,Electronics manufacturing,3344,Entity Inference,Final,,,Imported from Batch2.md
STATUS DOUGH,Commercial Services,(listed above; may remain Retail/Hospitality),7225,Heuristic,Final,,,Imported from Batch2.md
STEAK ESCAPE,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch2.md
STEP RESOURCES,Commercial Services,Energy/resources (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
STEPTOE AND JOHNSON PLLC,Commercial Services,Legal services,5411,Rule-Based,Final,,,Imported from Batch2.md
STERIS,Manufacturing,Medical equipment manufacturing,3391,Entity Inference,Final,,,Imported from Batch2.md
STEWART TITLE OF CINCINNATI,Commercial Services,Title/settlement services,5411,Heuristic,Final,,,Imported from Batch2.md
STITCHFIX,Commercial Services,E-commerce retail,4541,Entity Inference,Final,Hospitality,,Imported from Batch2.md
STOKELY HOSPITALITY ENTERPRISES,Commercial Services,Hospitality operator,7211,Heuristic,Final,,,Imported from Batch2.md
STONEPEAK CERAMICS,Manufacturing,Ceramic tile manufacturing,3271,Entity Inference,Final,,,Imported from Batch2.md
STORD FULLFILLMENT,Commercial Services,E-commerce fulfillment,4931,Entity Inference,Final,,,Imported from Batch2.md
STOROPACK,Manufacturing,Protective packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
STOROPACK CSC,Manufacturing,Protective packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
STRATA ENVIRONMETAL SERVICES,Commercial Services,Environmental services,5629,Rule-Based,Final,,,Imported from Batch2.md
STRATFORD,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
STS PETER AND PAUL EARLY CHILDHOOD CENTER,Public Schools (K–12),Early childhood education,6244,Heuristic,Final,,,Imported from Batch2.md
SUBARU OF AMERICA,Manufacturing,Automotive (sales/ops),4411,Entity Inference,Final,,,Imported from Batch2.md
SUMCO PHOENIX,Manufacturing,Semiconductor manufacturing,3344,Entity Inference,Final,,,Imported from Batch2.md
SUMMIT BHC,Healthcare / Senior Living,Behavioral health services,6223,Entity Inference,Final,,,Imported from Batch2.md
SUMMIT ENERGY SERVICES,Commercial Services,Energy services,2213,Heuristic,Final,,,Imported from Batch2.md
SUMMIT EXPRESS POWELL,Commercial Services,Retail/service location (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SUMMIT SUPPLY GROUP,Commercial Services,Wholesale distribution,4238,Heuristic,Final,,,Imported from Batch2.md
SUNBELT RENTALS,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,Imported from Batch2.md
SUNBELT RENTALS CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['CLIMATE', 'CONTROL'] -> 'SUNBELT RENTALS CLIMATE CONTROL'"
SUNGWOO HITECH AMERICA,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch2.md
SUNRISE MANOR,Healthcare / Senior Living,Senior living / nursing,6231,Heuristic,Final,,,Imported from Batch2.md
SUPERIOR AUTOMOTIVE GROUP,Commercial Services,Auto dealer/group,4411,Rule-Based,Final,,,Imported from Batch2.md
SUPERIOR CAR WASH SOLUTIONS,Commercial Services,Car wash services,8111,Rule-Based,Final,,,Imported from Batch2.md
SUPREMEX,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
SUPREMEX MIDWEST,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
SUR LA TABLE BDC,Commercial Services,Retail distribution center,4931,Heuristic,Final,Hospitality,,Imported from Batch2.md
SURE GROUP DBA THE CINCINNATI AIR CONDITIONING,Construction,HVAC contractor,2382,Rule-Based,Final,Mechanical Contractor,,"Imported from Batch2.md; expanded tokens ['CINCINNATI', 'AIR', 'CONDITIONING'] -> 'SURE GROUP DBA THE CINCINNATI AIR CONDITIONING'"
SURE MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SWING FIT GOLF CLUB,Commercial Services,Recreation/fitness,7139,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SYCAMORE COMMUNITY SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch2.md
SYENSQO MOUNT PLEASANT,Manufacturing,Specialty chemicals/materials,325,Entity Inference,Final,,,Imported from Batch2.md
SYMMETRY SURGICAL,Manufacturing,Medical devices,3391,Entity Inference,Final,,,Imported from Batch2.md
SYSTECON,Commercial Services,Consulting/engineering (unclear),,AI Analyst Research,Queued,,,"Imported from Batch2.md; expanded tokens ['SYSTECON', 'SYSTECON'] -> 'SYSTECON'"
T REX ARMS,Commercial Services,Retail (ambiguous),,AI Analyst Research,Queued,Hospitality,,Imported from Batch2.md
TAIN INVESTMENTS III,Commercial Real Estate,Investment/property (unclear),5311,Heuristic,Final,,,Imported from Batch2.md
TAMARACK MARKETPLACE,Commercial Real Estate,Retail property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
TAPE PRODUCTS,Manufacturing,Packaging tapes,3261,Heuristic,Final,,,Imported from Batch2.md
TBD FOODS DBA GOLDEN CORRAL,Commercial Services,Restaurant franchise,7225,Rule-Based,Final,Hospitality,,"Imported from Batch2.md; expanded tokens ['GOLDEN', 'CORRAL'] -> 'TBD FOODS DBA GOLDEN CORRAL'"
TECHMAH CMF,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
TECHMER PM,Manufacturing,Plastics compounds,3259,Entity Inference,Final,,,Imported from Batch2.md
TEKRAN INSTRUMENTS,Manufacturing,Scientific instruments,3345,Entity Inference,Final,,,Imported from Batch2.md
TEKWORX,Commercial Services,(covered as TEKWORX),5415,Entity Inference,Final,,,Imported from Batch2.md; resolved 'TEKWO RX' -> 'TEKWORX'
TELEDYNE,Manufacturing,Aerospace/electronics manufacturing,3364,Entity Inference,Final,,,Imported from Batch2.md
TENBARGE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
TENDER MERCIES,Non-Profit / Religious,Nonprofit social services,8133,Entity Inference,Final,,,Imported from Batch2.md
TENNESSEAN HOA BILLING,Commercial Real Estate,HOA/property association,8139,Heuristic,Final,,,Imported from Batch2.md
TENNESSEE CANCER SPECIALISTS,Healthcare / Senior Living,Oncology practice,6211,Rule-Based,Final,,,Imported from Batch2.md
TENNESSEE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,,,Imported from Batch2.md
TENNISPOINT,Commercial Services,Sporting goods retail (online),4541,Heuristic,Final,Hospitality,,Imported from Batch2.md
TERA DATA,Commercial Services,Technology (unclear entity string),,AI Analyst Research,Queued,,,Imported from Batch2.md
TERILLIUM,Commercial Services,Consulting/technology,5416,Entity Inference,Final,,,Imported from Batch2.md
TGT TRANSPORTATION,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,,,Imported from Batch2.md
THALER MACHINE,Manufacturing,Machinery manufacturing,3339,Heuristic,Final,,,Imported from Batch2.md
THERMAL CARE,Manufacturing,Industrial chillers/HVAC equipment,3334,Heuristic,Final,,,Imported from Batch2.md
THERMATRONX,Manufacturing,Industrial equipment (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
THIRD EYE BREWING,Commercial Services,Brewery / taproom,312120,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
THIRD ROCK CONSULTANTS,Commercial Services,Management consulting,541690,Rule-Based,Final,,,Imported from Batch Process 1.md
THOMAS OVERTON,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch Process 1.md
THOMPSON HINE LLP,Commercial Services,Legal services,541110,Rule-Based,Final,,,Imported from Batch Process 1.md
THREE RIVERS SHEET METAL,Construction,Sheet metal & HVAC,238160,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
THYSSENKRUPP BILSTEIN,Manufacturing,Automotive shock absorbers,336390,Entity Inference,Final,,,Imported from Batch Process 1.md
TIPPECANOE SCHOOL,Public Schools (K–12),Public school,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
TITLE BOXING CLUB,Individual / Misc,Fitness Club Franchise,713,AI Analyst Research,Final,,[https://titleboxingclub.com](https://titleboxingclub.com),Imported from Batch 5.md
TKO GRAPHIX,Commercial Services,Printing & graphics,323111,Rule-Based,Final,,,Imported from Batch Process 1.md
TLG PETERBILT,Commercial Services,Truck sales & service,441228,Rule-Based,Final,,,Imported from Batch Process 1.md
TLP 117 COLLINS,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
TOPGOLF,Commercial Services,Entertainment venue,713990,Entity Inference,Final,Hospitality,,Imported from Batch Process 1.md
TOPGOLF NASHVILLE,Commercial Services,Entertainment venue,713990,Entity Inference,Final,Hospitality,,Imported from Batch Process 1.md
TOPURA AMERICA FASTENER,Manufacturing,Industrial fasteners,332722,Heuristic,Final,,,Imported from Batch Process 1.md
TOTAL RESTORATION SOLUTIONS,Construction,Building restoration,236118,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TOWER CONDOMINIUMS,Commercial Real Estate,Condominium ownership,531110,Rule-Based,Final,,,Imported from Batch Process 1.md
TOWN AND COUNTRY FORD,Commercial Services,Auto dealership,441110,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
TP MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TPG PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,,,Imported from Batch Process 1.md
TRACTOR SUPPLY,Commercial Services,Farm & ranch retail,444130,Entity Inference,Final,Hospitality,tractorsupply.com,Imported from Batch Process 1.md
TRANE,Manufacturing,HVAC equipment manufacturing,333415,Entity Inference,Final,,trane.com,Imported from Batch Process 1.md
TRANS AMERICAN MGMT,Commercial Services,Contract Management & Business Services,5614,AI Analyst Research,Final,,https://transamericanmgmt.com,Imported from Batch_20260118_Batch12.md
TRANSPORT INTERNATIONAL POOL,Commercial Services,Transportation asset pooling,488510,Heuristic,Final,,,Imported from Batch Process 1.md
TRANZONIC COMPANIES,Commercial Services,Automotive Aftermarket Distribution,4231,AI Analyst Research,Final,,https://tranzonic.com,Imported from Batch_20260118_Batch12.md
TREALITY SVS,Commercial Real Estate,Real Estate Development & Property Services,5313,AI Analyst Research,Final,,https://trealityservices.com,Imported from Batch_20260118_Batch12.md
TRENWA,Commercial Services,Time & Attendance Software / Workforce Solutions,5415,AI Analyst Research,Final,,https://trenwa.com,Imported from Batch_20260118_Batch12.md
TRI STATE MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TRILOGY,Healthcare / Senior Living,Senior Living & Post-Acute Care Provider,623,AI Analyst Research,Final,,https://www.trilogyhs.com,Imported from Batch_20260118_Batch12.md
TRIM PARTS,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
TRIPLE CREEK RETIREMENT,Healthcare / Senior Living,Senior living,623312,Rule-Based,Final,,,Imported from Batch Process 1.md
TRIPLE HEARTS DBA TACK HOUSE PUB,Commercial Services,Restaurant / pub,722511,Rule-Based,Final,Hospitality,,"Imported from Batch Process 1.md; expanded tokens ['TACK', 'HOUSE', 'PUB'] -> 'TRIPLE HEARTS DBA TACK HOUSE PUB'"
TSC APPAREL,Manufacturing,Apparel Manufacturing & Distribution,315,AI Analyst Research,Final,,[https://tscapparel.com](https://tscapparel.com),Imported from Batch 5.md
TSUDA USA,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
TTGROUP AMERICA,Manufacturing,Automotive Components Manufacturing,336,AI Analyst Research,Final,,[https://ttgroup.com](https://ttgroup.com),Imported from Batch 5.md
TUFF 2200 SUTHERLAND AVE,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
TUFF TORQ,Manufacturing,Gear & Drive Systems Manufacturing,333,AI Analyst Research,Final,,[https://tufftorq.com](https://tufftorq.com),Imported from Batch 5.md
TWIKTENN THE SIMPSON ORGANIZATION,Commercial Real Estate,Real Estate Development,531,AI Analyst Research,Final,,[https://simpsonorganization.com](https://simpsonorganization.com),Imported from Batch 5.md; resolved 'TWIKTENN' -> 'TWIKTENN THE SIMPSON ORGANIZATION'
U LINE,Commercial Services,Industrial supplies distribution,424690,Entity Inference,Final,,uline.com,Imported from Batch Process 1.md; resolved 'ULINE' -> 'U LINE'
UBE AUTOMOTIVE NORTH AMERICA,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
UGN,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
