Building,Unit ID,EquipmentType,Make,BrandNormalized,ModelNumber,SDI_Refrigerant,SDI_VoltageVoltPhase,SDI_KnownCapacityTons,Decoded_Refrigerant,Decoded_VoltageVoltPhaseHz,Decoded_NominalCapacityTons,Norm_SDI_Refrigerant,Norm_Decoded_Refrigerant,Norm_SDI_Voltage,Norm_Decoded_Voltage,CapacityResult,RefrigerantResult,VoltageResult,RefrigerantRuleEquipmentTypes,RefrigerantRuleModelRegex,RefrigerantRuleStartPos,RefrigerantRuleEndPos,RefrigerantRuleSource,VoltageRuleEquipmentTypes,VoltageRuleModelRegex,VoltageRuleStartPos,VoltageRuleEndPos,VoltageRuleSource,CapacityRuleEquipmentTypes,CapacityRuleModelRegex,CapacityRuleStartPos,CapacityRuleEndPos,CapacityRuleSource
Montgomery Community Church,AH-025,Air Handling Unit,York,YORK/JCI,K4EU090A33A,,,7.5,,,,,,,,no_decode,truth_missing,truth_missing,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Montgomery Community Church,CU-014,Cooling Condensing Unit,York,YORK/JCI,H4CE090A25A,,,,R-22,,,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Montgomery Community Church,AH-017,Air Handling Unit,York,YORK/JCI,NL180C00E2BAA2,,,15,R-22,,,,,,,no_decode,truth_missing,truth_missing,[],^[A-Z0-9-]{14}$,9,9,hvacexport:2026-01-24_v3.84_enriched2,,,,,,[],^[A-Z0-9-]{14}$,2,3,hvacexport:2026-01-24_v3.84_enriched2
Montgomery Community Church,CU-015,Cooling Condensing Unit,York,YORK/JCI,YC180C00A2AAA4,,,,,,15,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{14}$,9,9,hvacexport:2026-01-24_v3.84_enriched2,,,,,,[],^(?=.{14}$)(?:P|X|Y|Z),3,5,hvacexport:2026-01-24_v3.84_enriched2
Montgomery Community Church,AH-021,Air Handling Unit,Carrier,CARRIER/ICP,39TH21GA-C2-KHN-1,,,25,,380-3-60,,,,,,no_decode,truth_missing,truth_missing,,,,,,[],^[A-Z0-9-]{17}$,5,5,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{17}$,6,7,hvacexport:2026-01-24_v3.84_enriched2
Montgomery Community Church,CU-020,Cooling Condensing Unit,Carrier,CARRIER/ICP,38AKS034-600110,,,,,230-1-50,,,,,,truth_missing,truth_missing,truth_missing,,,,,,[],^[A-Z0-9-]{15}$,5,5,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Montgomery Community Church,RTU-018,Packaged Unit,Carrier,CARRIER/ICP,48LCD009A3A6A0N0A0,,,8.5,,460-3-60,,,,,,no_decode,truth_missing,truth_missing,,,,,,[],^(?=.{18}$)(?:48|50),12,12,hvacexport:2026-01-24_v3.84_enriched2,[],^(?=.{18}$)(?:48|50),7,8,hvacexport:2026-01-24_v3.84_enriched2
Montgomery Community Church,RTU-019,Packaged Unit,Carrier,CARRIER/ICP,48EWE028-610CA,,,25,Not Available / None,230-3-60,,,,,,no_decode,truth_missing,truth_missing,[],^[A-Z0-9-]{14}$,6,6,hvacexport:2026-01-24_v3.84_enriched2,[],^(?=.{14}$)(?:48|50),12,12,hvacexport:2026-01-24_v3.84_enriched2,[],^(?=.{14}$)(?:48|50),6,8,hvacexport:2026-01-24_v3.84_enriched2
Montgomery Community Church,B-027,Boiler,Primera,PRIMERA,1000B-00,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Montgomery Community Church,B-028,Boiler,Primera,PRIMERA,1000B-00,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
North Harrison High,,Boiler,Lochinvar,LOCHINVAR,EWN250PM,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
,,Boiler,HydroTherm,HYDROTHERM,KN20WW,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
,,Chiller,Carruer,CARRUER,30RBA17064-5C793,R-410A,480V - Single Phase,,,,,R-410A,,480-1-60,,truth_missing,no_decode,no_decode,,,,,,,,,,,,,,,
,AHU-G1,Air Handling Unit,TempMaster,TEMPMASTER,AP-EE-MB,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
,AHU-C1,Air Handling Unit,TempMaster,TEMPMASTER,AP-CC-MB,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-4,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-5,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-3,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-1,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-8,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-9,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-2,Packaged Unit,Mammoth,MAMMOTH,DHEBFRC-222S-G480-N100-MZ7,R-410A,480V - Three Phase,22,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,,Packaged Unit,Trane,TRANE,YHD240G4RHD17D001,R-410A,480V - Three Phase,20,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,,Packaged Unit,Trane,TRANE,YHD240G4RHD17D001,R-410A,480V - Three Phase,20,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,,Packaged Unit,Trane,TRANE,YHC836E4RHA1TD0000,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Southeast Fountain Elementary,RTU-12,Packaged Unit,Four Seasons,FOUR SEASONS,3MJB21-0162-DN3.5-04SE,R-22,480V - Three Phase,16,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,Pool AHU Exhaust,Exhaust Fan,Greenheck,GREENHECK,SFB-30-150-CW-TH,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,Mair Pool Pump,Pump,Peerless,PEERLESS,C-1040A,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,EF-B5,Exhaust Fan,Greenheck,GREENHECK,GB-330-10,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Boiler,Advanced Thermal Hydronics,ADVANCED THERMAL HYDRONICS,KN20,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Boiler,Missing for repairs,MISSING FOR REPAIRS,KN20,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Boiler,,UNKNOWN,KN20,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Boiler,,UNKNOWN,KN20,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Ductless Split System,Fujitsu,FUJITSU,AOU18RLXFW,,,18000,,,,,,,,no_decode,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Fan Coil / Unit Vent,Trane,TRANE,VUVC12511F0AEAY20A711DG1A0002310,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Chiller,YorK,YORK/JCI,YVAA0273DGL46BAVNXXXXAXLXXXX6044X0VXXS203W1SXGA2BMXLDRNXXXXXXJ1SXX,R-134A,480V - Three Phase,,,,,R-134A,,480-3-60,,truth_missing,no_decode,no_decode,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Packaged Unit,Trane,TRANE,YHC048E3RXA1RE0E1A200B0A0A100C,,,4,,,,,,,,no_decode,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,,Air Handling Unit,Trane,TRANE,CCDB10CN9M,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Central Fountain Jr/Sr High,AHU-2,Air Handling Unit,York,YORK/JCI,XTI-060X108,,,,R-22,,,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Central Fountain Jr/Sr High,AHU-1,Air Handling Unit,York,YORK/JCI,XTI-060X108,,,,R-22,,,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Central Fountain Jr/Sr High,AHU-3,Air Handling Unit,York,YORK/JCI,XTO-075X081,,,,R-22,,,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Central Fountain Jr/Sr High,AHU-4,Air Handling Unit,York,YORK/JCI,XTO-036X45,,,,R-22,,,,,,,truth_missing,truth_missing,truth_missing,[],^[A-Z0-9-]{10}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Central Fountain Jr/Sr High,,Automation,Trane,TRANE,TRACER,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Blackburn Science Building,,Domestic Water Heater,Bock,BOCK,CE080-1D,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Blackburn Science Building,,Pump,bell and gossett - 1531 SERIES,BELL AND GOSSETT - 1531 SERIES,1.5AB 6 BF,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Blackburn Science Building,,Pump,bell and gossett - 1531 SERIES,BELL AND GOSSETT - 1531 SERIES,1.5AB 6 BF,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Blackburn Science Building,CDU-4,Cooling Condensing Unit,TRANE,TRANE,TTA120B300BC,,208V/230V - Three Phase,10,,208/230-3-60,,,,208/230-3-60,208/230-3-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Blackburn Science Building,,Air Handling Unit,TRANE,TRANE,MCCA021GANOBCBOOOHOCCAOOCOAOOOOACOOODOOAAOO,,208V/230V - Three Phase,,,,,,,208/230-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Blackburn Science Building,AHU-4,Air Handling Unit,TRANE,TRANE,MCCA006GAR0ABA000D0CCA00C0A0000AE000D000000A0,,208V/230V - Three Phase,10,,,,,,208/230-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Blackburn Science Building,,Domestic Water Heater,Bock,BOCK,CE080-1D,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Blackburn Science Building,,Pump,bell and gossett - 1531 SERIES,BELL AND GOSSETT - 1531 SERIES,1.5AB 6 BF,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Blackburn Science Building,,Pump,bell and gossett - 1531 SERIES,BELL AND GOSSETT - 1531 SERIES,1.5AB 6 BF,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Blackburn Science Building,CDU-4,Cooling Condensing Unit,TRANE,TRANE,TTA120B300BC,,208V/230V - Three Phase,10,,208/230-3-60,,,,208/230-3-60,208/230-3-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Blackburn Science Building,,Air Handling Unit,TRANE,TRANE,MCCA021GANOBCBOOOHOCCAOOCOAOOOOACOOODOOAAOO,,208V/230V - Three Phase,,,,,,,208/230-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Blackburn Science Building,AHU-4,Air Handling Unit,TRANE,TRANE,MCCA006GAR0ABA000D0CCA00C0A0000AE000D000000A0,,208V/230V - Three Phase,10,,,,,,208/230-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,DWH-1,Domestic Water Heater,Lockinvar,LOCKINVAR,AWN701PM,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Justice Center,DWH-2,Domestic Water Heater,Lockinvar,LOCKINVAR,AWN701PM,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Justice Center,Chiller-1,Chiller,Trane,TRANE,RTAC 1854 UWGN UAFN L1TY,R-134A,480V - Three Phase,185,,,,R-134A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,PCHW-1,Pump,BELL & GOSSETT,BELL & GOSSETT,3E,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,PCHW-2,Pump,BELL & GOSSETT,BELL & GOSSETT,3E,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,TSC120E4RLB16000000000000 D,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC120E4RLA0C00000010106 E,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,RTU,Packaged Unit,,UNKNOWN,YHC036E4RLA12D0000001016 B,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-1,Air Handling Unit,Trane,TRANE,MCC14,,480V - Three Phase,20.41666667,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-2,Air Handling Unit,Trane,TRANE,MCC21,,480V - Three Phase,28.25,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-3,Air Handling Unit,Trane,TRANE,MCC14,,480V - Three Phase,20.83333333,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-4,Air Handling Unit,Trane,TRANE,MCC21,,480V - Three Phase,32.16666667,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-5,Air Handling Unit,Trane,TRANE,MCC21,,480V - Three Phase,32.5,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,AHU-6,Air Handling Unit,Trane,TRANE,MCC21,,480V - Three Phase,36,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,GAMU-1,Air Handling Unit,Trane,TRANE,GRAA50P,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,GAMU-2,Air Handling Unit,Trane,TRANE,GRAA70P,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,DWBP-1,Pump,BELL & GOSSETT,BELL & GOSSETT,70M TRIPLEX,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Justice Center,EF,Exhaust Fan,LOREN COOK,LOREN COOK,VARIES (SEE PLAN SCHEDULE),,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,EF,Exhaust Fan,LOREN COOK,LOREN COOK,VARIES (SEE PLAN SCHEDULE),,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Justice Center,EF-A12,Exhaust Fan,LOREN COOK,LOREN COOK,GEMINI 6-15,,208V/230V - Single Phase,,,,,,,208/230-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Library,,Domestic Water Heater,A.O. Smith,A.O. SMITH,E6-50R45DV 110,,208V/230V - Single Phase,,,,,,,208/230-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Library,B-1,Boiler,RAYPAK,RAYPAK,H9-1262C,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,PHWP-1,Pump,Bell & Gossett,BELL & GOSSETT,2A,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,PHWP-2,Pump,Bell & Gossett,BELL & GOSSETT,2A,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,SHWP-1,Pump,Bell & Gossett,BELL & GOSSETT,2E,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,SHWP-2,Pump,Bell & Gossett,BELL & GOSSETT,2E,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,CHWP-1,Pump,Bell & Gossett,BELL & GOSSETT,3G,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,CHWP-2,Pump,Bell & Gossett,BELL & GOSSETT,3G,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Library,Chiller,Chiller,DAIKIN,GOODMAN/AMANA/DAIKIN,AGZ241ETSEMNNOO,R-410A,480V - Three Phase,241,,240-3-60,,R-410A,,480-3-60,240-3-60,no_decode,no_decode,mismatch,[],^[A-Z0-9-]{15}$,12,12,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,7,7,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Library,AHU-1/2 East,Air Handling Unit,McQauy,MCQAUY,CAH065FDDC,,480V - Three Phase,110.4514167,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Library,AHU-3/4 West,Air Handling Unit,McQauy,MCQAUY,CAH065FDDC,,480V - Three Phase,110.4514167,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Library,AHU-5,Air Handling Unit,McQuay,MCQUAY,CAH030FDDC,,480V - Three Phase,45.1565,,,,,,480-3-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Library,ES-30,Humidifier,PURE,PURE,1680H-2,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Courthouse,DWB-1,Domestic Water Heater,Lochinvar,LOCHINVAR,CWN360PM,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Courthouse,DST-1,Domestic Water Heater,Lochinvar,LOCHINVAR,RJS120M 000,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Courthouse,B-1,Boiler,RAYPAK,RAYPAK,H4-0932A-CEDRCDA,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Courthouse,CT-1,Fluid Cooler,CANT READ,CANT READ,CANT READ,,,50,,,,,,,,no_decode,truth_missing,truth_missing,,,,,,,,,,,,,,,
Courthouse,WSHP,WSHP,Climate Mater,CLIMATE MATER,TSV048CGD00ALKS,R-410A,208V/230V - Single Phase,4,,,,R-410A,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,WSHP,WSHP,Trane,TRANE,GEVE12042F0AB0TBB0,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,WSHP,WSHP,Trane,TRANE,GEVE12042F0AB0TBB0,R-410A,480V - Three Phase,10,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,WSHP-3,WSHP,Trane,TRANE,GEHA03631A0110RL,R-410A,208V/230V - Single Phase,3,,,,R-410A,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,WSHP-19,WSHP,Trane,TRANE,4TGB3F36A1000AA,R-410A,208V/230V - Single Phase,3,R-410A,208/230-1-60,,R-410A,R-410A,208/230-1-60,208/230-1-60,no_decode,match,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Courthouse,AHU-38,Fan Coil / Unit Vent,Trane,TRANE,TEM4BOC37,R-410A,208V/230V - Single Phase,3,,,,R-410A,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,AHU-37,Fan Coil / Unit Vent,Trane,TRANE,TAM4A0A24SS1,R-410A,208V/230V - Single Phase,2,,230-1-60,,R-410A,,208/230-1-60,230-1-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Courthouse,AHU,Fan Coil / Unit Vent,Trane,TRANE,TWE09043AAA07,R-410A,208V/230V - Three Phase,7.5,,,,R-410A,,208/230-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,Y4C-1,Packaged Unit,Trane,TRANE,YHC060E3RHA2FDOC,R-410A,208V/230V - Three Phase,5,,,,R-410A,,208/230-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,CU,Cooling Condensing Unit,American Standard,AMERICAN STANDARD,4A6C4048A3000AB,R-410A,208V/230V - Single Phase,4,R-410A,208/230-3-60,,R-410A,R-410A,208/230-1-60,208/230-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Courthouse,CU,Cooling Condensing Unit,American Standard,AMERICAN STANDARD,4A6C4036A3000AB,R-410A,208V/230V - Single Phase,3,R-410A,208/230-3-60,,R-410A,R-410A,208/230-1-60,208/230-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Courthouse,CU,Cooling Condensing Unit,RHEEM,RHEEM/RUUD,"NO NAME TAG, BUT OLD",R-22,208V/230V - Single Phase,3,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,HPCU,Heat Pump Condensing Unit,DIAKIN,DIAKIN,DZ14SA0483AB,R-410A,208V/230V - Three Phase,4,,,,R-410A,,208/230-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,HPCU-40,Heat Pump Condensing Unit,DIAKIN,DIAKIN,GSZ140241KF,R-410A,208V/230V - Single Phase,2,,,,R-410A,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Courthouse,CU,Heat Pump Condensing Unit,DIAKIN,DIAKIN,GSZ140241KF,R-410A,208V/230V - Single Phase,2,,,,R-410A,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
